segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,2420,NA,CXF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-38.23,-19.04,[],0,0,[],[]
2420,5870,FEM,FAN,14.1,1,AMF,BC,0,NT,FI,0.0,0,-28.18,-20.77,[],0,0,[],[]
5870,6480,FEM,FAN,7.6,1,AMF,RC,0,NT,FH,0.0,0,-32.76,-23.23,[],0,0,[],[]
6480,8760,FEM,FAN,8.35,1,AMF,RC,0,NT,FH,0.0,0,-30.12,-24.72,[],0,0,[],[]
8760,9560,NA,FAF,0.0,1,AMF,NA,NA,NA,NA,0.0,0,-32.22,-13.39,[],0,0,[],[]
9560,11570,FEM,FAN,6.54,1,AMF,EC,0,NT,FH,0.0,0,-18.13,-2.16,[],0,0,[],[]
11570,13270,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-33.49,-18.58,[],0,0,[],[]
13270,14580,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-12.99,-2.7,[],0,0,[],[]
14580,18070,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-19.34,-3.07,[],0,0,[],[]
18070,20440,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-30.86,-14.25,[],0,0,[],[]
20440,21440,NA,FAF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-21.42,-7.54,[],0,0,[],[]
21440,22910,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-32.21,-21.61,[],0,0,[],[]
22910,26420,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-23.92,-4.6,[],0,0,[],[]
26420,27910,FEM,FAN,5.03,2,AICF,BC,0,TIFI,FI,0.0,0,-33.35,-25.01,[],0,0,[],[]
27910,28970,CHI,CHN,0.0,2,AICF,RC,1,TIFR,FI,1.0,1060,-16.92,-12.17,"[{'Canonical-syllable': '0', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '0', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '0', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '1', 'seq': '1', 'end': 28.97, 'start': 27.91}]",0,0,[],[]
28970,29770,NA,MAF,0.0,2,AICF,NA,NA,NA,NA,0.0,0,-41.77,-32.53,[],0,0,[],[]
