segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,1000,MAL,MAN,4.89,1,AMM,EC,0,NT,FI,0.0,0,-17.0,-3.99,[],0,0,[],[]
1000,2190,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-14.91,-3.8,[],0,0,[],[]
2190,5060,NA,OLN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-29.04,-15.3,[],0,0,[],[]
5060,6680,NA,NON,0.0,1,pause,NA,NA,NA,NA,0.0,0,-28.1,-8.26,[],0,0,[],[]
6680,9090,NA,OLN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-26.11,-8.35,[],0,0,[],[]
9090,10090,MAL,MAN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-20.01,-12.32,[],1000,0,[],[]
10090,12080,NA,OLN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-27.87,-19.95,[],0,0,[],[]
12080,13130,FEM,FAN,6.09,2,AICF,BC,0,NT,FI,0.0,0,-29.56,-16.55,[],0,0,[],[]
13130,13930,NA,NOF,0.0,2,AICF,NA,NA,NA,NA,0.0,0,-41.14,-31.52,[],0,0,[],[]
13930,14930,FEM,FAN,3.37,2,AICF,RC,0,NT,FH,0.0,0,-28.74,-17.86,[],0,0,[],[]
14930,15940,NA,NOF,0.0,2,AICF,NA,NA,NA,NA,0.0,0,-46.69,-36.02,[],0,0,[],[]
15940,16560,NA,OLN,0.0,2,AICF,NA,NA,NA,NA,0.0,0,-30.04,-20.51,[],0,0,[],[]
16560,17560,MAL,MAN,3.9,2,AICF,RC,0,NT,FI,0.0,0,-22.45,-12.75,[],0,0,[],[]
17560,18360,NA,NOF,0.0,2,AICF,NA,NA,NA,NA,0.0,0,-35.8,-21.83,[],0,0,[],[]
