segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,1390,MAL,MAN,6.03,1,AMM,BC,0,NT,FI,0.0,0,-36.04,-18.25,[],0,0,[],[]
1390,3140,NA,SIL,0.0,1,AMM,NA,NA,NA,NA,0.0,0,-50.42,-38.31,[],0,0,[],[]
3140,3760,FEM,FAN,0.0,1,AMM,NA,NA,NA,NA,0.0,0,-25.28,-19.6,[],620,0,[],[]
3760,5540,FEM,FAN,7.68,1,AMM,RC,0,NT,FI,0.0,0,-26.98,-20.46,[],0,0,[],[]
5540,6160,FEM,FAN,7.14,1,AMM,RC,0,NT,FH,0.0,0,-36.71,-29.88,[],0,0,[],[]
6160,7570,NA,SIL,0.0,1,AMM,NA,NA,NA,NA,0.0,0,-50.11,-39.84,[],0,0,[],[]
7570,8820,NA,CXF,0.0,1,AMM,NA,NA,NA,NA,0.0,0,-39.77,-26.45,[],0,0,[],[]
8820,9670,NA,SIL,0.0,1,AMM,NA,NA,NA,NA,0.0,0,-49.87,-45.35,[],0,0,[],[]
9670,12470,FEM,FAN,11.52,1,AMM,RC,0,NT,FH,0.0,0,-25.36,-16.95,[],0,0,[],[]
12470,13280,NA,OLN,0.0,1,AMM,NA,NA,NA,NA,0.0,0,-21.17,-5.85,[],0,0,[],[]
13280,14290,MAL,MAN,4.26,1,AMM,EC,0,NT,FI,0.0,0,-33.74,-24.2,[],0,0,[],[]
14290,16780,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-16.16,-3.81,[],0,0,[],[]
16780,17840,NA,OLN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-25.96,-19.43,[],0,0,[],[]
17840,22540,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-30.07,-6.64,[],0,0,[],[]
22540,24160,NA,OLF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-36.53,-26.71,[],0,0,[],[]
24160,25390,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-40.17,-28.02,[],0,0,[],[]
25390,27160,NA,OLF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-27.08,-7.18,[],0,0,[],[]
27160,28620,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-29.42,-18.96,[],0,0,[],[]
28620,29430,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-47.31,-34.68,[],0,0,[],[]
