segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,1400,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-17.45,-4.01,[],0,0,[],[]
1400,2080,CHI,CHN,0.0,1,CIC,BC,0,TIFI,FI,1.0,680,-17.34,-5.32,"[{'Canonical-syllable': '0', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '1', 'Short-island': '1', 'Squeal': '0', 'Typical-entropy': '2', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 2.08, 'start': 1.4}]",0,0,[],[]
2080,3760,FEM,FAN,4.69,1,CIC,RC,1,TIFR,FI,0.0,0,-33.05,-24.8,[],0,0,[],[]
3760,4360,CHI,CHN,0.0,1,CIC,RC,1,TIMI,FI,1.0,600,-29.49,-23.92,"[{'Canonical-syllable': '0', 'Growl': '1', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '1', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '1', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 4.36, 'start': 3.85}]",0,0,[],[]
4360,5530,MAL,MAN,3.81,1,CIC,RC,2,TIMR,FI,0.0,0,-27.53,-19.02,[],0,0,[],[]
5530,6330,NA,OLN,0.0,1,CIC,NA,NA,NA,NA,0.0,0,-25.85,-20.69,[],0,0,[],[]
6330,7130,NA,FAF,0.0,1,CIC,NA,NA,NA,NA,0.0,0,-30.99,-23.58,[],0,0,[],[]
7130,8300,NA,TVN,0.0,1,CIC,NA,NA,NA,NA,0.0,0,-36.02,-26.91,[],0,0,[],[]
8300,9560,OCH,CXN,0.0,1,CIC,RC,2,NT,FI,0.0,0,-32.08,-27.03,[],0,0,[],[]
9560,10620,NA,CHF,0.0,1,CIC,RC,2,TIFI,FI,1.0,1060,-32.28,-23.55,"[{'Canonical-syllable': '1', 'Growl': '2', 'High-freq-energy': '2', 'Long-island': '0', 'Low-tilt-spectrum': '2', 'Medium-island': '1', 'Short-island': '1', 'Squeal': '0', 'Typical-entropy': '2', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 10.62, 'start': 9.56}]",0,0,[],[]
10620,11420,NA,SIL,0.0,1,CIC,NA,NA,NA,NA,0.0,0,-41.55,-29.98,[],0,0,[],[]
11420,14120,NA,MAF,0.0,1,CIC,NA,NA,NA,NA,0.0,0,-34.87,-19.44,[],0,0,[],[]
