segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,1200,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-30.85,-16.35,[],0,0,[],[]
1200,2750,NA,OLN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-41.81,-32.18,[],0,0,[],[]
2750,3750,FEM,FAN,5.53,1,AMF,BC,0,NT,FI,0.0,0,-35.92,-30.91,[],0,0,[],[]
3750,4550,NA,OLN,0.0,1,AMF,NA,NA,NA,NA,0.0,0,-33.22,-25.71,[],0,0,[],[]
4550,5550,FEM,FAN,0.24,1,AMF,EC,0,NT,FH,0.0,0,-17.57,-4.61,[],0,0,[],[]
5550,11190,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-34.39,-8.54,[],0,0,[],[]
11190,12190,NA,MAF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-40.61,-32.59,[],0,0,[],[]
12190,12990,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-44.67,-38.76,[],0,0,[],[]
12990,13990,NA,MAF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-43.81,-29.71,[],0,0,[],[]
13990,14940,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-36.91,-20.94,[],0,0,[],[]
14940,15750,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-26.43,-10.14,[],0,0,[],[]
15750,16610,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-11.99,-3.58,[],0,0,[],[]
16610,17410,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-13.3,-2.15,[],0,0,[],[]
17410,18220,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-16.01,-4.94,[],0,0,[],[]
18220,19500,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-33.92,-19.7,[],0,0,[],[]
19500,20580,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-24.91,-5.12,[],0,0,[],[]
20580,22750,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-35.84,-25.6,[],0,0,[],[]
22750,24020,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-38.51,-25.4,[],0,0,[],[]
24020,24820,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-24.72,-7.29,[],0,0,[],[]
24820,25680,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-33.8,-25.72,[],0,0,[],[]
25680,28220,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-35.18,-19.19,[],0,0,[],[]
28220,29090,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-27.82,-19.47,[],0,0,[],[]
29090,29900,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-32.68,-17.76,[],0,0,[],[]
29900,30740,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-31.09,-18.53,[],0,0,[],[]
30740,32050,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-22.76,-4.69,[],0,0,[],[]
32050,32890,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-29.75,-20.82,[],0,0,[],[]
32890,35510,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-30.29,-9.54,[],0,0,[],[]
35510,36390,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-40.64,-33.92,[],0,0,[],[]
36390,38770,FEM,FAN,8.47,2,AMF,EC,0,NT,FI,0.0,0,-32.18,-20.92,[],0,0,[],[]
38770,40710,NA,OLF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-35.2,-16.11,[],0,0,[],[]
40710,41340,CHI,CHN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-29.15,-18.95,[],0,630,[],"[{'start': 40.71, 'end': 41.34}]"
41340,45380,NA,OLN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-20.6,-8.14,[],0,0,[],[]
45380,45980,CHI,CHN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-15.85,-11.24,[],0,420,"[{'start': 45.38, 'end': 45.8}]",[]
45980,47010,NA,OLN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-20.01,-14.41,[],0,0,[],[]
47010,47660,CHI,CHN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-14.75,-11.36,[],0,650,"[{'start': 47.01, 'end': 47.66}]",[]
47660,50390,NA,OLN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-27.52,-17.7,[],0,0,[],[]
50390,50990,CHI,CHN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-15.8,-12.11,[],0,480,"[{'start': 50.39, 'end': 50.87}]",[]
50990,52120,NA,OLN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-18.4,-12.63,[],0,0,[],[]
52120,52920,NA,NOF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-27.35,-17.35,[],0,0,[],[]
52920,54450,NA,OLN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-24.07,-10.95,[],0,0,[],[]
54450,55330,NA,NON,0.0,3,pause,NA,NA,NA,NA,0.0,0,-37.97,-29.77,[],0,0,[],[]
55330,59710,NA,OLF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-25.52,-7.57,[],0,0,[],[]
59710,60670,NA,NON,0.0,3,pause,NA,NA,NA,NA,0.0,0,-33.18,-25.11,[],0,0,[],[]
60670,64330,NA,OLN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-20.38,-3.29,[],0,0,[],[]
64330,65160,NA,OLF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-15.09,-3.42,[],0,0,[],[]
65160,66060,NA,OLN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-15.45,-4.1,[],0,0,[],[]
66060,67010,NA,NOF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-17.57,-6.92,[],0,0,[],[]
67010,68260,NA,OLN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-15.32,-1.59,[],0,0,[],[]
68260,68860,CHI,CHN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-14.3,-6.54,[],0,600,"[{'start': 68.26, 'end': 68.78}]","[{'start': 68.78, 'end': 68.86}]"
68860,69660,NA,OLN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-14.05,-5.09,[],0,0,[],[]
69660,72410,CHI,CHN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-14.96,-7.51,[],0,2540,"[{'start': 69.66, 'end': 72.2}]",[]
72410,75080,NA,OLN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-20.76,-5.45,[],0,0,[],[]
75080,75690,CHI,CHN,0.0,3,CM,EC,0,NT,FI,1.0,610,-14.42,-5.63,"[{'Canonical-syllable': '1', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '2', 'Medium-island': '1', 'Short-island': '1', 'Squeal': '0', 'Typical-entropy': '2', 'Voicing-quality': '2', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 75.69, 'start': 75.08}]",0,0,[],[]
75690,77260,NA,OLN,0.0,4,pause,NA,NA,NA,NA,0.0,0,-15.52,-5.76,[],0,0,[],[]
77260,77970,CHI,CHN,0.0,4,pause,NA,NA,NA,NA,0.0,0,-16.74,-9.6,[],0,410,"[{'start': 77.56, 'end': 77.97}]",[]
77970,79990,NA,OLN,0.0,4,pause,NA,NA,NA,NA,0.0,0,-16.24,-3.63,[],0,0,[],[]
79990,80870,CHI,CHN,0.0,4,pause,NA,NA,NA,NA,0.0,0,-14.71,-7.66,[],0,880,[],"[{'start': 79.99, 'end': 80.87}]"
80870,81870,CHI,CHN,0.0,4,pause,NA,NA,NA,NA,0.0,0,-17.43,-10.38,[],0,310,"[{'start': 81.56, 'end': 81.87}]",[]
81870,82790,NA,OLN,0.0,4,pause,NA,NA,NA,NA,0.0,0,-25.43,-16.12,[],0,0,[],[]
82790,83790,OCH,CXN,0.0,4,XIC,BC,0,NT,FI,0.0,0,-16.4,-11.91,[],0,0,[],[]
83790,84390,CHI,CHN,0.0,4,XIC,RC,0,NT,FI,2.0,600,-25.35,-18.71,"[{'Canonical-syllable': '0', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '1', 'Medium-island': '0', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '1', 'Voicing-quality': '0', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 83.89, 'start': 83.79}, {'Canonical-syllable': '0', 'Growl': '1', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '0', 'Short-island': '1', 'Squeal': '0', 'Typical-entropy': '0', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '2', 'end': 84.39, 'start': 84.19}]",0,0,[],[]
84390,85190,NA,OLN,0.0,4,XIC,NA,NA,NA,NA,0.0,0,-20.62,-8.16,[],0,0,[],[]
85190,85790,CHI,CHN,0.0,4,XIC,NA,NA,NA,NA,0.0,0,-20.29,-12.99,[],0,300,"[{'start': 85.49, 'end': 85.79}]",[]
85790,86590,NA,OLF,0.0,4,XIC,NA,NA,NA,NA,0.0,0,-37.2,-23.06,[],0,0,[],[]
86590,87190,CHI,CHN,0.0,4,XIC,RC,0,NT,FH,1.0,370,-28.17,-22.13,"[{'Canonical-syllable': '0', 'Growl': '1', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '1', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '0', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 86.96, 'start': 86.59}]",0,0,[],[]
87190,88660,NA,NOF,0.0,4,XIC,NA,NA,NA,NA,0.0,0,-42.09,-29.19,[],0,0,[],[]
88660,89660,CHI,CHN,0.0,4,XIC,RC,0,TIFI,FH,1.0,210,-20.3,-11.08,"[{'Canonical-syllable': '1', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '0', 'Short-island': '1', 'Squeal': '0', 'Typical-entropy': '0', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 89.22, 'start': 89.01}]",0,0,[],[]
89660,91370,CHI,CHN,0.0,4,XIC,NA,NA,NA,NA,0.0,0,-16.65,-12.36,[],0,1710,"[{'start': 89.66, 'end': 91.37}]",[]
91370,92990,NA,OLN,0.0,4,XIC,NA,NA,NA,NA,0.0,0,-25.69,-11.75,[],0,0,[],[]
92990,94120,FEM,FAN,6.4,4,XIC,RC,1,TIFR,FI,0.0,0,-26.74,-20.72,[],0,0,[],[]
94120,94920,NA,OLN,0.0,4,XIC,NA,NA,NA,NA,0.0,0,-20.99,-15.99,[],0,0,[],[]
94920,96050,CHI,CHN,0.0,4,XIC,RC,1,TIFE,FI,1.0,960,-21.14,-11.38,"[{'Canonical-syllable': '0', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '0', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '1', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '1', 'seq': '1', 'end': 95.88, 'start': 94.92}]",0,0,[],[]
96050,96720,FEM,FAN,0.0,4,XIC,NA,NA,NA,NA,0.0,0,-26.75,-23.07,[],670,0,[],[]
96720,97550,OCH,CXN,0.0,4,XIC,RC,1,NT,FI,0.0,0,-27.89,-20.33,[],0,0,[],[]
97550,98800,FEM,FAN,0.0,4,XIC,NA,NA,NA,NA,0.0,0,-26.99,-22.22,[],1250,0,[],[]
98800,99400,CHI,CHN,0.0,4,XIC,RC,1,TIFI,FI,1.0,600,-21.69,-15.63,"[{'Canonical-syllable': '0', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '1', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '0', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 99.4, 'start': 98.8}]",0,0,[],[]
