segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,2210,NA,TVF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-49.54,-35.26,[],0,0,[],[]
2210,4580,NA,MAF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-29.87,-7.17,[],0,0,[],[]
4580,5960,NA,FAF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-44.43,-34.1,[],0,0,[],[]
5960,10250,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-38.68,-18.54,[],0,0,[],[]
10250,11760,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-51.78,-40.44,[],0,0,[],[]
11760,12950,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-45.56,-33.68,[],0,0,[],[]
12950,16620,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-51.8,-37.38,[],0,0,[],[]
16620,17620,NA,TVN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-39.11,-30.05,[],0,0,[],[]
17620,18620,FEM,FAN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-32.99,-28.36,[],1000,0,[],[]
18620,20050,NA,TVF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-43.96,-34.41,[],0,0,[],[]
20050,21460,FEM,FAN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-35.77,-30.99,[],1410,0,[],[]
21460,22410,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-53.07,-48.24,[],0,0,[],[]
22410,24060,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-45.12,-34.54,[],0,0,[],[]
24060,25230,NA,FAF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-40.29,-33.41,[],0,0,[],[]
25230,27360,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-41.16,-27.13,[],0,0,[],[]
27360,28410,FEM,FAN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-34.09,-29.1,[],1050,0,[],[]
