segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,1460,NA,OLN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-34.76,-20.97,[],0,0,[],[]
1460,2540,OCH,CXN,0.0,1,XM,EC,0,NT,FI,0.0,0,-36.98,-19.6,[],0,0,[],[]
2540,3640,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-40.75,-30.68,[],0,0,[],[]
3640,4640,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-45.42,-35.39,[],0,0,[],[]
4640,5870,NA,FAF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-38.5,-23.35,[],0,0,[],[]
5870,8320,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-25.95,-5.84,[],0,0,[],[]
8320,9180,NA,NON,0.0,2,pause,NA,NA,NA,NA,0.0,0,-13.46,-3.28,[],0,0,[],[]
9180,11860,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-18.45,-3.47,[],0,0,[],[]
11860,13410,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-34.19,-21.9,[],0,0,[],[]
13410,16980,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-30.13,-15.43,[],0,0,[],[]
16980,18020,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-26.75,-7.84,[],0,0,[],[]
18020,24670,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-27.47,-6.25,[],0,0,[],[]
24670,28900,NA,MAF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-34.75,-19.26,[],0,0,[],[]
28900,30310,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-43.46,-30.05,[],0,0,[],[]
30310,31610,OCH,CXN,0.0,2,XM,EC,0,NT,FI,0.0,0,-38.39,-30.11,[],0,0,[],[]
31610,33420,NA,OLF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-34.72,-16.3,[],0,0,[],[]
33420,37080,NA,OLN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-24.37,-5.0,[],0,0,[],[]
37080,38400,NA,NON,0.0,3,pause,NA,NA,NA,NA,0.0,0,-20.48,-4.07,[],0,0,[],[]
38400,40080,NA,OLN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-19.23,-5.38,[],0,0,[],[]
40080,41100,NA,NON,0.0,3,pause,NA,NA,NA,NA,0.0,0,-18.44,-3.92,[],0,0,[],[]
41100,43170,NA,OLN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-22.02,-7.01,[],0,0,[],[]
43170,44200,CHI,CHN,0.0,3,CIC,BC,0,NT,FI,1.0,1030,-18.92,-15.19,"[{'Canonical-syllable': '0', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '0', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '0', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '1', 'seq': '1', 'end': 44.2, 'start': 43.17}]",0,0,[],[]
44200,45290,NA,OLN,0.0,3,CIC,NA,NA,NA,NA,0.0,0,-23.0,-13.22,[],0,0,[],[]
