segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,3330,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-13.86,-2.69,[],0,0,[],[]
3330,4870,NA,OLF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-26.48,-15.08,[],0,0,[],[]
4870,8850,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-22.69,-6.04,[],0,0,[],[]
8850,9740,NA,OLF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-39.12,-29.49,[],0,0,[],[]
9740,14100,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-27.9,-6.29,[],0,0,[],[]
14100,14900,NA,FAF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-31.57,-21.08,[],0,0,[],[]
14900,24830,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-37.17,-21.37,[],0,0,[],[]
24830,25630,NA,OLF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-33.61,-18.42,[],0,0,[],[]
25630,31810,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-41.03,-22.64,[],0,0,[],[]
31810,32610,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-48.64,-44.5,[],0,0,[],[]
32610,33510,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-47.73,-42.13,[],0,0,[],[]
33510,35230,MAL,MAN,3.14,1,AICM,BC,0,TIMI,FI,0.0,0,-21.46,-10.74,[],0,0,[],[]
35230,36060,NA,OLF,0.0,1,AICM,NA,NA,NA,NA,0.0,0,-42.26,-33.13,[],0,0,[],[]
36060,37430,CHI,CHN,0.0,1,AICM,RC,1,TIMR,FI,1.0,1370,-22.46,-16.13,"[{'Canonical-syllable': '0', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '0', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '1', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '1', 'seq': '1', 'end': 37.43, 'start': 36.06}]",0,0,[],[]
37430,38230,NA,SIL,0.0,1,AICM,NA,NA,NA,NA,0.0,0,-39.63,-27.79,[],0,0,[],[]
38230,38830,CHI,CHN,0.0,1,AICM,EC,1,NT,FH,1.0,600,-26.9,-24.23,"[{'Canonical-syllable': '0', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '1', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '1', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 38.83, 'start': 38.23}]",0,0,[],[]
38830,39950,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-37.64,-22.55,[],0,0,[],[]
39950,40750,NA,CXF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-46.5,-41.93,[],0,0,[],[]
40750,41550,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-46.42,-40.06,[],0,0,[],[]
41550,42550,NA,FAF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-42.84,-37.56,[],0,0,[],[]
42550,45910,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-41.97,-31.21,[],0,0,[],[]
45910,46950,MAL,MAN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-38.55,-32.35,[],1040,0,[],[]
46950,48330,NA,FAF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-37.73,-29.85,[],0,0,[],[]
