segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,1090,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-41.56,-27.02,[],0,0,[],[]
1090,2150,NA,NON,0.0,1,pause,NA,NA,NA,NA,0.0,0,-33.88,-18.54,[],0,0,[],[]
2150,3150,FEM,FAN,2.66,1,AIOCF,BC,0,NT,FI,0.0,0,-34.64,-21.58,[],0,0,[],[]
3150,3960,OCH,CXN,0.0,1,AIOCF,RC,0,NT,FI,0.0,0,-41.85,-35.66,[],0,0,[],[]
3960,5570,FEM,FAN,3.18,1,AIOCF,RC,0,NT,FI,0.0,0,-32.95,-18.13,[],0,0,[],[]
5570,6380,OCH,CXN,0.0,1,AIOCF,EC,0,NT,FI,0.0,0,-29.63,-14.03,[],0,0,[],[]
6380,8270,NA,NON,0.0,2,pause,NA,NA,NA,NA,0.0,0,-13.93,-2.91,[],0,0,[],[]
8270,9070,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-37.5,-25.14,[],0,0,[],[]
9070,9890,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-48.88,-40.13,[],0,0,[],[]
9890,10890,FEM,FAN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-38.61,-24.85,[],1000,0,[],[]
10890,11760,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-37.91,-30.13,[],0,0,[],[]
11760,16580,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-32.11,-9.26,[],0,0,[],[]
16580,18630,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-31.79,-22.36,[],0,0,[],[]
18630,23270,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-31.23,-6.36,[],0,0,[],[]
23270,24070,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-51.51,-42.44,[],0,0,[],[]
24070,29800,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-24.94,-5.74,[],0,0,[],[]
29800,30800,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-39.17,-32.63,[],0,0,[],[]
30800,31730,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-42.89,-33.8,[],0,0,[],[]
31730,32730,NA,FAF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-37.64,-31.71,[],0,0,[],[]
32730,44790,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-39.71,-18.02,[],0,0,[],[]
44790,45590,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-55.21,-50.36,[],0,0,[],[]
45590,50960,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-38.94,-26.44,[],0,0,[],[]
50960,51760,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-32.26,-21.95,[],0,0,[],[]
51760,75200,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-39.03,-19.14,[],0,0,[],[]
75200,76040,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-49.61,-35.02,[],0,0,[],[]
76040,102310,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-37.46,-18.78,[],0,0,[],[]
102310,103240,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-52.71,-45.92,[],0,0,[],[]
103240,109860,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-38.32,-21.1,[],0,0,[],[]
109860,110660,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-35.08,-24.35,[],0,0,[],[]
110660,140920,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-37.54,-10.38,[],0,0,[],[]
140920,142980,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-50.4,-38.54,[],0,0,[],[]
142980,154690,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-24.21,-2.9,[],0,0,[],[]
154690,155490,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-44.19,-40.72,[],0,0,[],[]
155490,164860,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-38.09,-19.31,[],0,0,[],[]
164860,165460,CHI,CHN,0.0,2,CM,EC,0,NT,FI,1.0,600,-33.68,-25.01,"[{'Canonical-syllable': '0', 'Growl': '1', 'High-freq-energy': '1', 'Long-island': '0', 'Low-tilt-spectrum': '1', 'Medium-island': '1', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '1', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 165.46, 'start': 164.86}]",0,0,[],[]
165460,201320,NA,NOF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-28.07,-2.83,[],0,0,[],[]
201320,202120,NA,SIL,0.0,3,pause,NA,NA,NA,NA,0.0,0,-50.63,-41.92,[],0,0,[],[]
