segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,860,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-43.62,-27.25,[],0,0,[],[]
860,7760,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-17.2,-1.77,[],0,0,[],[]
7760,8580,NA,OLF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-34.03,-21.76,[],0,0,[],[]
8580,10750,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-16.85,-3.34,[],0,0,[],[]
10750,11560,NA,OLN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-22.5,-7.04,[],0,0,[],[]
11560,14430,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-26.7,-7.66,[],0,0,[],[]
14430,15670,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-35.51,-23.73,[],0,0,[],[]
15670,16270,CHI,CHN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-22.12,-15.47,[],0,390,"[{'start': 15.88, 'end': 16.27}]",[]
16270,17320,CHI,CHN,0.0,1,CM,EC,0,NT,FI,1.0,130,-19.39,-4.43,"[{'Canonical-syllable': '0', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '0', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '1', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 17.32, 'start': 17.19}]",0,0,[],[]
17320,18410,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-24.54,-13.39,[],0,0,[],[]
18410,21270,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-26.94,-7.54,[],0,0,[],[]
21270,22080,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-27.3,-12.98,[],0,0,[],[]
22080,26630,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-27.4,-10.81,[],0,0,[],[]
26630,27650,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-25.41,-12.42,[],0,0,[],[]
27650,29070,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-23.73,-7.84,[],0,0,[],[]
29070,29870,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-14.17,-1.38,[],0,0,[],[]
29870,33040,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-22.9,-5.45,[],0,0,[],[]
33040,33850,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-23.88,-8.36,[],0,0,[],[]
33850,34760,NA,MAF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-29.78,-15.06,[],0,0,[],[]
34760,37800,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-49.39,-28.78,[],0,0,[],[]
37800,38630,CHI,CHN,0.0,2,CM,EC,0,NT,FI,1.0,500,-24.96,-17.96,"[{'Canonical-syllable': '0', 'Growl': '1', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '1', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '1', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 38.63, 'start': 38.13}]",0,0,[],[]
38630,40780,NA,OLN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-22.28,-11.46,[],0,0,[],[]
40780,41750,NA,NOF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-31.28,-18.42,[],0,0,[],[]
41750,43310,NA,SIL,0.0,3,pause,NA,NA,NA,NA,0.0,0,-55.38,-44.14,[],0,0,[],[]
43310,44540,NA,OLN,0.0,3,pause,NA,NA,NA,NA,0.0,0,-26.77,-7.74,[],0,0,[],[]
44540,47770,NA,SIL,0.0,3,pause,NA,NA,NA,NA,0.0,0,-44.24,-24.41,[],0,0,[],[]
47770,48370,CHI,CHN,0.0,3,CM,EC,0,NT,FI,1.0,310,-31.26,-20.33,"[{'Canonical-syllable': '0', 'Growl': '1', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '0', 'Short-island': '1', 'Squeal': '0', 'Typical-entropy': '1', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 48.08, 'start': 47.93}]",0,0,[],[]
48370,52950,NA,SIL,0.0,4,pause,NA,NA,NA,NA,0.0,0,-57.89,-44.68,[],0,0,[],[]
52950,54600,NA,MAF,0.0,4,pause,NA,NA,NA,NA,0.0,0,-32.46,-16.03,[],0,0,[],[]
54600,55480,NA,CHF,0.0,4,pause,NA,NA,NA,NA,0.0,0,-36.63,-21.71,[],0,200,[],"[{'start': 54.6, 'end': 54.8}]"
55480,56510,CHI,CHN,0.0,4,CM,BC,0,NT,FI,1.0,1030,-30.09,-24.41,"[{'Canonical-syllable': '0', 'Growl': '1', 'High-freq-energy': '0', 'Long-island': '1', 'Low-tilt-spectrum': '1', 'Medium-island': '0', 'Short-island': '1', 'Squeal': '0', 'Typical-entropy': '1', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 56.51, 'start': 55.48}]",0,0,[],[]
56510,58410,NA,SIL,0.0,4,CM,NA,NA,NA,NA,0.0,0,-55.66,-38.49,[],0,0,[],[]
58410,59010,CHI,CHN,0.0,4,CM,EC,0,NT,FH,1.0,430,-25.04,-16.6,"[{'Canonical-syllable': '1', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '1', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '1', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 58.84, 'start': 58.54}]",0,0,[],[]
59010,59810,NA,NON,0.0,5,pause,NA,NA,NA,NA,0.0,0,-50.66,-41.98,[],0,0,[],[]
59810,65470,NA,SIL,0.0,5,pause,NA,NA,NA,NA,0.0,0,-51.04,-31.99,[],0,0,[],[]
65470,66380,NA,FAF,0.0,5,pause,NA,NA,NA,NA,0.0,0,-31.07,-16.6,[],0,0,[],[]
66380,72570,NA,SIL,0.0,5,pause,NA,NA,NA,NA,0.0,0,-43.81,-20.79,[],0,0,[],[]
72570,73660,NA,MAF,0.0,5,pause,NA,NA,NA,NA,0.0,0,-34.83,-17.03,[],0,0,[],[]
73660,74460,NA,SIL,0.0,5,pause,NA,NA,NA,NA,0.0,0,-50.22,-42.1,[],0,0,[],[]
74460,75260,NA,NOF,0.0,5,pause,NA,NA,NA,NA,0.0,0,-32.17,-14.55,[],0,0,[],[]
75260,76060,NA,SIL,0.0,5,pause,NA,NA,NA,NA,0.0,0,-47.5,-34.75,[],0,0,[],[]
76060,77240,FEM,FAN,1.22,5,AMF,EC,0,NT,FI,0.0,0,-33.89,-26.18,[],0,0,[],[]
77240,80780,NA,SIL,0.0,6,pause,NA,NA,NA,NA,0.0,0,-46.81,-26.42,[],0,0,[],[]
80780,82380,NA,OLF,0.0,6,pause,NA,NA,NA,NA,0.0,0,-29.6,-15.31,[],0,0,[],[]
82380,85160,NA,NON,0.0,6,pause,NA,NA,NA,NA,0.0,0,-41.78,-27.33,[],0,0,[],[]
85160,86190,NA,FAF,0.0,6,pause,NA,NA,NA,NA,0.0,0,-38.06,-30.03,[],0,0,[],[]
86190,87240,NA,NON,0.0,6,pause,NA,NA,NA,NA,0.0,0,-34.97,-28.18,[],0,0,[],[]
87240,88050,NA,SIL,0.0,6,pause,NA,NA,NA,NA,0.0,0,-54.32,-46.84,[],0,0,[],[]
88050,89190,NA,NON,0.0,6,pause,NA,NA,NA,NA,0.0,0,-36.93,-29.69,[],0,0,[],[]
89190,89990,NA,SIL,0.0,6,pause,NA,NA,NA,NA,0.0,0,-49.49,-36.11,[],0,0,[],[]
89990,91190,NA,NON,0.0,6,pause,NA,NA,NA,NA,0.0,0,-35.06,-29.34,[],0,0,[],[]
91190,92060,NA,SIL,0.0,6,pause,NA,NA,NA,NA,0.0,0,-59.79,-53.52,[],0,0,[],[]
92060,93160,NA,NON,0.0,6,pause,NA,NA,NA,NA,0.0,0,-38.77,-28.78,[],0,0,[],[]
93160,94040,NA,SIL,0.0,6,pause,NA,NA,NA,NA,0.0,0,-58.26,-45.71,[],0,0,[],[]
94040,95230,NA,NON,0.0,6,pause,NA,NA,NA,NA,0.0,0,-33.77,-27.47,[],0,0,[],[]
95230,96040,NA,SIL,0.0,6,pause,NA,NA,NA,NA,0.0,0,-55.61,-43.32,[],0,0,[],[]
96040,96840,NA,NON,0.0,6,pause,NA,NA,NA,NA,0.0,0,-35.48,-30.92,[],0,0,[],[]
96840,97440,OCH,CXN,0.0,6,XIOCC,BC,0,NT,FI,0.0,0,-38.22,-32.58,[],0,0,[],[]
97440,98820,NA,NON,0.0,6,XIOCC,NA,NA,NA,NA,0.0,0,-36.65,-33.22,[],0,0,[],[]
98820,99620,NA,SIL,0.0,6,XIOCC,NA,NA,NA,NA,0.0,0,-50.83,-36.97,[],0,0,[],[]
99620,100440,OCH,CXN,0.0,6,XIOCC,RC,0,NT,FH,0.0,0,-37.15,-23.75,[],0,0,[],[]
100440,101040,CHI,CHN,0.0,6,XIOCC,EC,0,NT,FI,1.0,600,-27.19,-20.85,"[{'Canonical-syllable': '0', 'Growl': '1', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '1', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '1', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 101.04, 'start': 100.44}]",0,0,[],[]
101040,101920,NA,SIL,0.0,7,pause,NA,NA,NA,NA,0.0,0,-55.63,-47.68,[],0,0,[],[]
101920,103090,NA,NON,0.0,7,pause,NA,NA,NA,NA,0.0,0,-31.5,-28.8,[],0,0,[],[]
103090,105680,NA,SIL,0.0,7,pause,NA,NA,NA,NA,0.0,0,-59.44,-54.45,[],0,0,[],[]
105680,107190,NA,MAF,0.0,7,pause,NA,NA,NA,NA,0.0,0,-29.43,-14.74,[],0,0,[],[]
107190,108670,NA,NON,0.0,7,pause,NA,NA,NA,NA,0.0,0,-31.01,-18.28,[],0,0,[],[]
108670,110810,NA,SIL,0.0,7,pause,NA,NA,NA,NA,0.0,0,-59.89,-50.21,[],0,0,[],[]
110810,112260,NA,NON,0.0,7,pause,NA,NA,NA,NA,0.0,0,-33.47,-30.19,[],0,0,[],[]
112260,113030,OCH,CXN,0.0,7,XM,EC,0,NT,FI,0.0,0,-31.13,-21.65,[],0,0,[],[]
113030,115560,NA,SIL,0.0,8,pause,NA,NA,NA,NA,0.0,0,-57.38,-50.71,[],0,0,[],[]
115560,116870,NA,NON,0.0,8,pause,NA,NA,NA,NA,0.0,0,-33.41,-30.6,[],0,0,[],[]
116870,120230,NA,SIL,0.0,8,pause,NA,NA,NA,NA,0.0,0,-44.43,-20.61,[],0,0,[],[]
120230,122180,CHI,CHN,0.0,8,CM,EC,0,NT,FI,1.0,1460,-26.37,-11.44,"[{'Canonical-syllable': '0', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '0', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '0', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '1', 'seq': '1', 'end': 122.18, 'start': 120.72}]",0,0,[],[]
122180,122980,NA,SIL,0.0,9,pause,NA,NA,NA,NA,0.0,0,-40.41,-23.66,[],0,0,[],[]
122980,124640,NA,NON,0.0,9,pause,NA,NA,NA,NA,0.0,0,-32.08,-28.77,[],0,0,[],[]
124640,130990,NA,SIL,0.0,9,pause,NA,NA,NA,NA,0.0,0,-57.61,-39.94,[],0,0,[],[]
130990,131810,NA,MAF,0.0,9,pause,NA,NA,NA,NA,0.0,0,-30.04,-15.61,[],0,0,[],[]
131810,133090,CHI,CHN,0.0,9,CM,EC,0,NT,FI,1.0,1280,-24.72,-21.68,"[{'Canonical-syllable': '0', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '0', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '1', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '1', 'seq': '1', 'end': 133.09, 'start': 131.81}]",0,0,[],[]
133090,138210,NA,SIL,0.0,10,pause,NA,NA,NA,NA,0.0,0,-53.59,-31.02,[],0,0,[],[]
138210,140140,NA,MAF,0.0,10,pause,NA,NA,NA,NA,0.0,0,-30.23,-13.3,[],0,0,[],[]
140140,151570,NA,SIL,0.0,10,pause,NA,NA,NA,NA,0.0,0,-59.1,-41.4,[],0,0,[],[]
151570,152170,NA,MAF,0.0,10,pause,NA,NA,NA,NA,0.0,0,-44.45,-40.89,[],0,0,[],[]
152170,155030,NA,SIL,0.0,10,pause,NA,NA,NA,NA,0.0,0,-53.75,-39.13,[],0,0,[],[]
155030,155630,NA,OLF,0.0,10,pause,NA,NA,NA,NA,0.0,0,-29.93,-15.12,[],0,0,[],[]
155630,156720,NA,MAF,0.0,10,pause,NA,NA,NA,NA,0.0,0,-32.03,-16.21,[],0,0,[],[]
156720,157670,NA,SIL,0.0,10,pause,NA,NA,NA,NA,0.0,0,-46.59,-28.43,[],0,0,[],[]
157670,158300,NA,MAF,0.0,10,pause,NA,NA,NA,NA,0.0,0,-47.05,-41.7,[],0,0,[],[]
158300,163950,NA,SIL,0.0,10,pause,NA,NA,NA,NA,0.0,0,-59.84,-53.52,[],0,0,[],[]
163950,166050,NA,SIL,0.0,10,pause,NA,NA,NA,NA,0.0,0,-55.92,-45.66,[],0,0,[],[]
166050,167050,NA,MAF,0.0,10,pause,NA,NA,NA,NA,0.0,0,-32.17,-18.55,[],0,0,[],[]
167050,172340,NA,SIL,0.0,10,pause,NA,NA,NA,NA,0.0,0,-51.81,-29.15,[],0,0,[],[]
172340,173340,NA,MAF,0.0,10,pause,NA,NA,NA,NA,0.0,0,-40.0,-23.28,[],0,0,[],[]
173340,175120,CHI,CHN,0.0,10,CM,EC,0,NT,FI,1.0,1440,-25.11,-11.46,"[{'Canonical-syllable': '0', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '0', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '0', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '1', 'seq': '1', 'end': 174.78, 'start': 173.34}]",0,0,[],[]
175120,175950,NA,SIL,0.0,11,pause,NA,NA,NA,NA,0.0,0,-49.4,-37.16,[],0,0,[],[]
175950,176570,NA,MAF,0.0,11,pause,NA,NA,NA,NA,0.0,0,-32.73,-20.27,[],0,0,[],[]
176570,180880,NA,SIL,0.0,11,pause,NA,NA,NA,NA,0.0,0,-48.13,-28.06,[],0,0,[],[]
180880,182070,NA,NOF,0.0,11,pause,NA,NA,NA,NA,0.0,0,-36.1,-19.09,[],0,0,[],[]
182070,186180,NA,SIL,0.0,11,pause,NA,NA,NA,NA,0.0,0,-51.34,-32.96,[],0,0,[],[]
186180,186980,NA,OLN,0.0,11,pause,NA,NA,NA,NA,0.0,0,-37.71,-21.63,[],0,0,[],[]
186980,194380,NA,SIL,0.0,11,pause,NA,NA,NA,NA,0.0,0,-45.46,-19.14,[],0,0,[],[]
194380,195180,NA,NOF,0.0,11,pause,NA,NA,NA,NA,0.0,0,-48.59,-43.85,[],0,0,[],[]
195180,197050,NA,SIL,0.0,11,pause,NA,NA,NA,NA,0.0,0,-47.39,-26.8,[],0,0,[],[]
197050,198570,NA,NOF,0.0,11,pause,NA,NA,NA,NA,0.0,0,-40.99,-26.61,[],0,0,[],[]
198570,201900,NA,SIL,0.0,11,pause,NA,NA,NA,NA,0.0,0,-55.38,-44.0,[],0,0,[],[]
