segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,810,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-41.2,-23.64,[],0,0,[],[]
810,2270,FEM,FAN,4.81,1,AICF,BC,0,TIFI,FI,0.0,0,-23.92,-11.21,[],0,0,[],[]
2270,3280,CHI,CHN,0.0,1,AICF,RC,1,TIFR,FI,1.0,1010,-28.28,-22.62,"[{'Canonical-syllable': '0', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '1', 'Medium-island': '0', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '1', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '1', 'seq': '1', 'end': 3.28, 'start': 2.27}]",0,0,[],[]
3280,5470,FEM,FAN,10.88,1,AICF,RC,1,TIFI,FI,0.0,0,-20.65,-13.96,[],0,0,[],[]
5470,6260,CHI,CHN,0.0,1,AICF,RC,2,TIFR,FI,1.0,790,-23.57,-19.1,"[{'Canonical-syllable': '0', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '1', 'Low-tilt-spectrum': '0', 'Medium-island': '0', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '0', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 6.26, 'start': 5.47}]",0,0,[],[]
6260,9590,FEM,FAN,14.16,1,AICF,RC,2,TIFE,FI,0.0,0,-21.45,-6.71,[],0,0,[],[]
9590,10660,NA,NOF,0.0,1,AICF,NA,NA,NA,NA,0.0,0,-15.96,-2.26,[],0,0,[],[]
10660,11660,FEM,FAN,5.15,1,AICF,RC,2,NT,FH,0.0,0,-19.34,-11.74,[],0,0,[],[]
11660,12500,NA,NOF,0.0,1,AICF,NA,NA,NA,NA,0.0,0,-22.73,-5.89,[],0,0,[],[]
12500,13470,FEM,FAN,2.75,1,AICF,RC,2,NT,FH,0.0,0,-23.35,-15.11,[],0,0,[],[]
13470,14270,NA,SIL,0.0,1,AICF,NA,NA,NA,NA,0.0,0,-45.88,-30.59,[],0,0,[],[]
14270,15570,NA,NOF,0.0,1,AICF,NA,NA,NA,NA,0.0,0,-20.43,-5.65,[],0,0,[],[]
15570,18580,FEM,FAN,11.42,1,AICF,RC,2,TIFI,FH,0.0,0,-16.18,-2.66,[],0,0,[],[]
18580,19210,CHI,CHN,0.0,1,AICF,RC,3,TIFR,FI,1.0,500,-18.79,-7.78,"[{'Canonical-syllable': '0', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '1', 'Medium-island': '1', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '1', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 19.08, 'start': 18.58}]",0,0,[],[]
