segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,1170,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-19.31,-4.48,[],0,0,[],[]
1170,1790,FEM,FAN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-36.75,-28.9,[],620,0,[],[]
1790,3200,FEM,FAN,6.95,1,AMF,EC,0,NT,FI,0.0,0,-35.08,-28.11,[],0,0,[],[]
3200,5490,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-40.96,-26.88,[],0,0,[],[]
5490,6290,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-20.56,-3.63,[],0,0,[],[]
6290,7250,NA,NON,0.0,2,pause,NA,NA,NA,NA,0.0,0,-16.44,-4.63,[],0,0,[],[]
7250,8050,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-13.61,-3.82,[],0,0,[],[]
8050,12220,NA,NON,0.0,2,pause,NA,NA,NA,NA,0.0,0,-22.32,-5.21,[],0,0,[],[]
12220,12830,FEM,FAN,2.87,2,AMF,BC,0,NT,FI,0.0,0,-35.13,-28.79,[],0,0,[],[]
12830,13720,NA,NOF,0.0,2,AMF,NA,NA,NA,NA,0.0,0,-13.6,-4.12,[],0,0,[],[]
13720,15010,NA,OLN,0.0,2,AMF,NA,NA,NA,NA,0.0,0,-31.05,-19.35,[],0,0,[],[]
15010,16140,FEM,FAN,0.54,2,AMF,RC,0,NT,FH,0.0,0,-36.72,-29.28,[],0,0,[],[]
16140,17220,NA,NOF,0.0,2,AMF,NA,NA,NA,NA,0.0,0,-36.28,-26.36,[],0,0,[],[]
17220,18320,FEM,FAN,6.05,2,AMF,EC,0,NT,FH,0.0,0,-36.78,-26.78,[],0,0,[],[]
18320,19550,NA,NOF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-31.67,-17.04,[],0,0,[],[]
19550,20600,NA,OLF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-38.16,-26.79,[],0,0,[],[]
20600,25460,NA,NOF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-20.59,-1.1,[],0,0,[],[]
25460,26460,FEM,FAN,2.86,3,AIOCF,BC,0,NT,FI,0.0,0,-39.73,-35.29,[],0,0,[],[]
26460,29280,NA,NOF,0.0,3,AIOCF,NA,NA,NA,NA,0.0,0,-33.59,-16.71,[],0,0,[],[]
29280,30140,NA,OLN,0.0,3,AIOCF,NA,NA,NA,NA,0.0,0,-32.89,-26.91,[],0,0,[],[]
