segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,1460,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-36.32,-26.15,[],0,0,[],[]
1460,2260,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-51.42,-41.25,[],0,0,[],[]
2260,2860,NA,FAF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-49.95,-44.9,[],0,0,[],[]
2860,3990,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-60.05,-48.52,[],0,0,[],[]
3990,5360,MAL,MAN,6.57,1,AMM,EC,0,NT,FI,0.0,0,-37.57,-26.37,[],0,0,[],[]
5360,7480,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-55.3,-44.13,[],0,0,[],[]
7480,8870,NA,MAF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-32.99,-20.8,[],0,0,[],[]
8870,9670,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-46.25,-36.06,[],0,0,[],[]
9670,10480,NA,FAF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-39.16,-30.85,[],0,0,[],[]
10480,11510,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-46.85,-33.36,[],0,0,[],[]
11510,12970,MAL,MAN,4.72,2,AIOCM,BC,0,NT,FI,0.0,0,-33.1,-23.45,[],0,0,[],[]
12970,13810,CHI,CHN,0.0,2,AIOCM,NA,NA,NA,NA,0.0,0,-38.44,-25.95,[],0,170,[],"[{'start': 13.44, 'end': 13.61}]"
13810,14860,MAL,MAN,3.39,2,AIOCM,RC,0,NT,FH,0.0,0,-25.57,-19.33,[],0,0,[],[]
14860,15710,NA,NOF,0.0,2,AIOCM,NA,NA,NA,NA,0.0,0,-49.74,-39.03,[],0,0,[],[]
15710,17110,FEM,FAN,6.04,2,AIOCM,RC,0,NT,FI,0.0,0,-27.69,-19.02,[],0,0,[],[]
17110,18290,NA,SIL,0.0,2,AIOCM,NA,NA,NA,NA,0.0,0,-54.22,-45.07,[],0,0,[],[]
18290,20080,MAL,MAN,5.84,2,AIOCM,RC,0,NT,FI,0.0,0,-36.08,-27.23,[],0,0,[],[]
20080,21540,OCH,CXN,0.0,2,AIOCM,RC,0,NT,FI,0.0,0,-34.0,-25.8,[],0,0,[],[]
21540,23170,MAL,MAN,6.1,2,AIOCM,RC,0,NT,FI,0.0,0,-28.65,-19.59,[],0,0,[],[]
23170,23970,NA,SIL,0.0,2,AIOCM,NA,NA,NA,NA,0.0,0,-47.71,-37.43,[],0,0,[],[]
23970,25500,MAL,MAN,4.47,2,AIOCM,EC,0,NT,FH,0.0,0,-34.97,-27.32,[],0,0,[],[]
25500,26660,NA,SIL,0.0,3,pause,NA,NA,NA,NA,0.0,0,-58.16,-46.3,[],0,0,[],[]
26660,27940,NA,MAF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-36.21,-27.71,[],0,0,[],[]
27940,29190,NA,NOF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-26.36,-9.8,[],0,0,[],[]
29190,31160,NA,MAF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-43.77,-35.04,[],0,0,[],[]
31160,32370,NA,SIL,0.0,3,pause,NA,NA,NA,NA,0.0,0,-55.85,-46.71,[],0,0,[],[]
32370,33370,NA,MAF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-46.35,-37.8,[],0,0,[],[]
33370,36600,NA,SIL,0.0,3,pause,NA,NA,NA,NA,0.0,0,-52.07,-36.47,[],0,0,[],[]
36600,38460,MAL,MAN,5.93,3,AMM,BC,0,NT,FI,0.0,0,-38.44,-30.4,[],0,0,[],[]
38460,39420,NA,SIL,0.0,3,AMM,NA,NA,NA,NA,0.0,0,-54.01,-48.81,[],0,0,[],[]
39420,40720,MAL,MAN,6.21,3,AMM,EC,0,NT,FH,0.0,0,-39.29,-30.23,[],0,0,[],[]
