segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,930,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-31.37,-15.39,[],0,0,[],[]
930,1770,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-18.58,-6.71,[],0,0,[],[]
1770,3180,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-46.72,-36.94,[],0,0,[],[]
3180,7010,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-19.19,-4.37,[],0,0,[],[]
7010,7850,NA,OLF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-17.91,-5.75,[],0,0,[],[]
7850,8680,NA,NON,0.0,1,pause,NA,NA,NA,NA,0.0,0,-22.13,-11.26,[],0,0,[],[]
8680,9480,NA,OLF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-19.75,-4.99,[],0,0,[],[]
9480,10300,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-33.15,-18.73,[],0,0,[],[]
10300,11100,NA,OLF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-31.28,-22.56,[],0,0,[],[]
11100,13820,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-25.53,-3.58,[],0,0,[],[]
13820,14820,NA,OLF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-24.88,-13.65,[],0,0,[],[]
14820,17590,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-34.41,-21.97,[],0,0,[],[]
17590,18400,NA,OLN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-34.6,-27.97,[],0,0,[],[]
18400,20780,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-21.39,-6.05,[],0,0,[],[]
20780,22620,NA,OLN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-20.97,-7.59,[],0,0,[],[]
22620,24490,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-27.69,-11.04,[],0,0,[],[]
24490,35290,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-45.21,-23.55,[],0,0,[],[]
35290,36090,NA,NON,0.0,1,pause,NA,NA,NA,NA,0.0,0,-23.15,-7.62,[],0,0,[],[]
36090,37190,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-41.86,-26.2,[],0,0,[],[]
37190,41180,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-39.19,-20.79,[],0,0,[],[]
41180,41980,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-48.64,-33.5,[],0,0,[],[]
41980,46820,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-41.88,-30.83,[],0,0,[],[]
46820,47620,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-53.94,-46.22,[],0,0,[],[]
47620,48420,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-48.41,-40.49,[],0,0,[],[]
48420,49220,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-55.78,-48.54,[],0,0,[],[]
49220,49820,OCH,CXN,0.0,1,XM,EC,0,NT,FI,0.0,0,-33.64,-25.35,[],0,0,[],[]
49820,52370,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-45.35,-30.2,[],0,0,[],[]
52370,53350,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-38.69,-21.74,[],0,0,[],[]
53350,59790,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-54.46,-32.99,[],0,0,[],[]
59790,60960,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-48.21,-30.73,[],0,0,[],[]
60960,62670,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-56.41,-49.73,[],0,0,[],[]
62670,63930,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-47.42,-35.66,[],0,0,[],[]
63930,66890,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-58.04,-50.99,[],0,0,[],[]
66890,67700,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-49.25,-37.8,[],0,0,[],[]
67700,69330,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-59.22,-54.85,[],0,0,[],[]
69330,70170,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-50.12,-36.77,[],0,0,[],[]
70170,71230,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-55.83,-48.4,[],0,0,[],[]
71230,72030,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-44.73,-33.95,[],0,0,[],[]
72030,74120,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-51.74,-34.94,[],0,0,[],[]
74120,74920,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-45.31,-30.8,[],0,0,[],[]
74920,77090,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-57.93,-50.45,[],0,0,[],[]
77090,77890,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-51.18,-40.6,[],0,0,[],[]
77890,79720,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-54.03,-37.36,[],0,0,[],[]
79720,81520,NA,FAF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-42.08,-29.32,[],0,0,[],[]
81520,89170,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-49.97,-30.52,[],0,0,[],[]
89170,91430,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-43.37,-29.04,[],0,0,[],[]
91430,92570,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-49.83,-39.43,[],0,0,[],[]
92570,93620,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-45.09,-28.56,[],0,0,[],[]
93620,95010,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-50.87,-36.49,[],0,0,[],[]
95010,96730,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-41.14,-30.03,[],0,0,[],[]
96730,97530,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-56.22,-50.14,[],0,0,[],[]
