segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,1530,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-37.55,-20.49,[],0,0,[],[]
1530,2510,NA,NON,0.0,1,pause,NA,NA,NA,NA,0.0,0,-27.96,-13.99,[],0,0,[],[]
2510,3560,NA,OLF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-30.95,-17.78,[],0,0,[],[]
3560,8250,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-29.31,-11.05,[],0,0,[],[]
8250,9130,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-48.5,-35.16,[],0,0,[],[]
9130,11770,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-35.17,-21.71,[],0,0,[],[]
11770,12610,NA,OLF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-32.75,-17.97,[],0,0,[],[]
12610,17240,NA,NON,0.0,1,pause,NA,NA,NA,NA,0.0,0,-19.56,-3.75,[],0,0,[],[]
17240,18650,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-47.24,-44.51,[],0,0,[],[]
18650,21010,OCH,CXN,0.0,1,XIOCAC,BC,0,NT,FI,0.0,0,-33.87,-20.04,[],0,0,[],[]
21010,22200,CHI,CHN,0.0,1,XIOCAC,NA,NA,NA,NA,0.0,0,-28.8,-24.36,[],0,1190,"[{'start': 21.01, 'end': 22.2}]",[]
22200,23000,NA,OLN,0.0,1,XIOCAC,NA,NA,NA,NA,0.0,0,-23.47,-19.97,[],0,0,[],[]
23000,24570,OCH,CXN,0.0,1,XIOCAC,RC,0,NT,FH,0.0,0,-36.94,-25.28,[],0,0,[],[]
24570,25200,CHI,CHN,0.0,1,XIOCAC,RC,0,NT,FI,1.0,630,-22.58,-19.16,"[{'Canonical-syllable': '0', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '1', 'Medium-island': '1', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '1', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 25.2, 'start': 24.57}]",0,0,[],[]
25200,26000,CHI,CHN,0.0,1,XIOCAC,NA,NA,NA,NA,0.0,0,-19.68,-17.88,[],0,800,"[{'start': 25.2, 'end': 26.0}]",[]
26000,26600,CHI,CHN,0.0,1,XIOCAC,NA,NA,NA,NA,0.0,0,-22.81,-21.8,[],0,600,"[{'start': 26.0, 'end': 26.6}]",[]
26600,28500,OCH,CXN,0.0,1,XIOCAC,RC,0,NT,FI,0.0,0,-24.35,-16.43,[],0,0,[],[]
28500,29630,CHI,CHN,0.0,1,XIOCAC,NA,NA,NA,NA,0.0,0,-18.52,-11.49,[],0,1130,"[{'start': 28.5, 'end': 29.63}]",[]
29630,30430,NA,SIL,0.0,1,XIOCAC,NA,NA,NA,NA,0.0,0,-45.29,-33.24,[],0,0,[],[]
30430,31970,FEM,FAN,8.11,1,XIOCAC,RC,0,NT,FI,0.0,0,-39.41,-32.27,[],0,0,[],[]
31970,32780,NA,SIL,0.0,1,XIOCAC,NA,NA,NA,NA,0.0,0,-57.07,-52.83,[],0,0,[],[]
32780,33380,OCH,CXN,0.0,1,XIOCAC,RC,0,NT,FI,0.0,0,-31.01,-21.08,[],0,0,[],[]
33380,35310,FEM,FAN,6.74,1,XIOCAC,RC,0,NT,FI,0.0,0,-39.67,-25.2,[],0,0,[],[]
35310,37340,CHI,CHN,0.0,1,XIOCAC,NA,NA,NA,NA,0.0,0,-30.33,-13.2,[],0,90,[],"[{'start': 35.56, 'end': 35.65}]"
37340,39110,FEM,FAN,4.07,1,XIOCAC,EC,0,NT,FH,0.0,0,-45.13,-34.18,[],0,0,[],[]
39110,39970,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-46.51,-33.72,[],0,0,[],[]
39970,40870,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-52.91,-43.53,[],0,0,[],[]
40870,41760,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-58.26,-49.62,[],0,0,[],[]
