segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,800,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-32.5,-17.31,[],0,0,[],[]
800,2300,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-36.68,-20.66,[],0,0,[],[]
2300,3300,FEM,FAN,1.67,1,AMF,EC,0,NT,FI,0.0,0,-35.38,-27.82,[],0,0,[],[]
3300,4970,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-13.99,-3.39,[],0,0,[],[]
4970,6780,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-19.78,-2.3,[],0,0,[],[]
6780,8960,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-16.52,-5.18,[],0,0,[],[]
8960,9780,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-17.94,-3.73,[],0,0,[],[]
9780,10380,FEM,FAN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-27.4,-21.74,[],600,0,[],[]
10380,11320,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-20.61,-7.75,[],0,0,[],[]
11320,12380,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-27.0,-7.37,[],0,0,[],[]
12380,13420,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-32.72,-26.58,[],0,0,[],[]
13420,15210,FEM,FAN,7.9,2,AICF,BC,0,NT,FI,0.0,0,-38.37,-29.99,[],0,0,[],[]
15210,17740,OCH,CXN,0.0,2,AICF,RC,0,NT,FI,0.0,0,-27.3,-19.04,[],0,0,[],[]
17740,18430,OCH,CXN,0.0,2,AICF,RC,0,NT,FH,0.0,0,-25.06,-18.98,[],0,0,[],[]
18430,20130,OCH,CXN,0.0,2,AICF,RC,0,NT,FH,0.0,0,-23.81,-14.66,[],0,0,[],[]
20130,20940,NA,NOF,0.0,2,AICF,NA,NA,NA,NA,0.0,0,-37.87,-22.38,[],0,0,[],[]
20940,21940,OCH,CXN,0.0,2,AICF,RC,0,NT,FH,0.0,0,-28.93,-13.91,[],0,0,[],[]
21940,22540,CHI,CHN,0.0,2,AICF,NA,NA,NA,NA,0.0,0,-20.77,-12.62,[],0,400,"[{'start': 22.03, 'end': 22.43}]",[]
22540,23520,OCH,CXN,0.0,2,AICF,RC,0,NT,FH,0.0,0,-28.29,-22.59,[],0,0,[],[]
23520,24590,NA,NOF,0.0,2,AICF,NA,NA,NA,NA,0.0,0,-39.28,-19.87,[],0,0,[],[]
24590,25560,FEM,FAN,7.65,2,AICF,RC,0,NT,FI,0.0,0,-21.09,-9.41,[],0,0,[],[]
25560,27010,OCH,CXN,0.0,2,AICF,RC,0,NT,FI,0.0,0,-18.61,-11.12,[],0,0,[],[]
27010,27830,NA,OLN,0.0,2,AICF,NA,NA,NA,NA,0.0,0,-16.64,-1.77,[],0,0,[],[]
27830,28660,FEM,FAN,4.01,2,AICF,RC,0,NT,FI,0.0,0,-31.64,-19.15,[],0,0,[],[]
28660,29690,FEM,FAN,4.24,2,AICF,RC,0,NT,FH,0.0,0,-30.8,-21.58,[],0,0,[],[]
