segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,900,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-51.56,-43.32,[],0,0,[],[]
900,2300,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-16.63,-2.56,[],0,0,[],[]
2300,3100,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-48.78,-42.75,[],0,0,[],[]
3100,4970,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-38.39,-27.21,[],0,0,[],[]
4970,5970,NA,MAF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-38.68,-26.9,[],0,0,[],[]
5970,6780,FEM,FAN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-32.26,-19.76,[],810,0,[],[]
6780,7750,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-42.57,-28.31,[],0,0,[],[]
7750,8350,CHI,CHN,0.0,1,CIC,BC,0,NT,FI,1.0,600,-16.41,-6.09,"[{'Canonical-syllable': '0', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '1', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '0', 'Voicing-quality': '1', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 8.35, 'start': 7.92}]",0,0,[],[]
8350,9450,OCH,CXN,0.0,1,CIC,RC,0,NT,FI,0.0,0,-23.52,-18.83,[],0,0,[],[]
9450,10450,FEM,FAN,2.86,1,CIC,RC,0,TIFI,FI,0.0,0,-19.01,-12.01,[],0,0,[],[]
10450,11050,NA,CHF,0.0,1,CIC,RC,1,TIFR,FI,1.0,80,-33.03,-21.66,"[{'Canonical-syllable': '0', 'Growl': '0', 'High-freq-energy': '0', 'Long-island': '0', 'Low-tilt-spectrum': '0', 'Medium-island': '0', 'Short-island': '0', 'Squeal': '0', 'Typical-entropy': '0', 'Voicing-quality': '0', 'Wide-band': '0', 'Xlong-island': '0', 'seq': '1', 'end': 11.05, 'start': 10.97}]",0,0,[],[]
11050,12440,OCH,CXN,0.0,1,CIC,RC,1,NT,FI,0.0,0,-23.78,-12.65,[],0,0,[],[]
12440,13580,NA,OLN,0.0,1,CIC,NA,NA,NA,NA,0.0,0,-15.57,-3.22,[],0,0,[],[]
13580,15250,FEM,FAN,7.92,1,CIC,EC,1,NT,FI,0.0,0,-16.49,-3.78,[],0,0,[],[]
