segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,900,NA,FAF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-33.65,-19.59,[],0,0,[],[]
900,1740,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-48.65,-39.49,[],0,0,[],[]
1740,6780,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-15.35,-2.56,[],0,0,[],[]
6780,7920,NA,OLF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-24.36,-12.03,[],0,0,[],[]
7920,8870,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-24.3,-13.69,[],0,0,[],[]
8870,9940,NA,OLN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-22.22,-5.03,[],0,0,[],[]
9940,13160,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-22.26,-6.24,[],0,0,[],[]
13160,13960,NA,OLN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-26.96,-10.61,[],0,0,[],[]
13960,14560,CHI,CHN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-18.86,-3.91,[],0,150,"[{'start': 14.27, 'end': 14.42}]",[]
14560,16090,NA,OLN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-10.55,-1.96,[],0,0,[],[]
16090,16890,FEM,FAN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-21.97,-6.36,[],800,0,[],[]
16890,17690,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-38.69,-30.35,[],0,0,[],[]
17690,21900,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-40.42,-30.66,[],0,0,[],[]
21900,22500,FEM,FAN,0.58,1,AMF,EC,0,NT,FI,0.0,0,-35.18,-27.7,[],0,0,[],[]
22500,32500,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-21.29,-2.25,[],0,0,[],[]
32500,33910,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-47.1,-31.27,[],0,0,[],[]
33910,38130,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-42.29,-26.44,[],0,0,[],[]
38130,38960,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-44.09,-28.27,[],0,0,[],[]
38960,40190,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-39.69,-27.62,[],0,0,[],[]
40190,41220,OCH,CXN,0.0,2,XM,EC,0,NT,FI,0.0,0,-44.93,-38.19,[],0,0,[],[]
