segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,860,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-41.11,-27.95,[],0,0,[],[]
860,1660,NA,CXF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-49.78,-45.19,[],0,0,[],[]
1660,2480,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-19.23,-4.56,[],0,0,[],[]
2480,4240,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-50.03,-38.96,[],0,0,[],[]
4240,5210,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-39.22,-27.73,[],0,0,[],[]
5210,6010,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-50.21,-42.26,[],0,0,[],[]
6010,7550,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-49.03,-40.67,[],0,0,[],[]
7550,8350,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-47.11,-37.8,[],0,0,[],[]
8350,9460,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-50.05,-41.7,[],0,0,[],[]
9460,10320,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-54.39,-48.64,[],0,0,[],[]
10320,12050,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-43.56,-34.31,[],0,0,[],[]
12050,13050,MAL,MAN,3.08,1,AMM,EC,0,NT,FI,0.0,0,-40.3,-33.63,[],0,0,[],[]
13050,13940,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-31.46,-16.27,[],0,0,[],[]
13940,14940,NA,MAF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-41.01,-32.19,[],0,0,[],[]
14940,17690,NA,NON,0.0,2,pause,NA,NA,NA,NA,0.0,0,-15.86,-3.78,[],0,0,[],[]
17690,18490,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-33.07,-21.52,[],0,0,[],[]
18490,19290,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-37.61,-30.76,[],0,0,[],[]
19290,20100,NA,OLN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-21.09,-9.34,[],0,0,[],[]
20100,22350,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-24.49,-5.43,[],0,0,[],[]
22350,23620,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-36.21,-28.41,[],0,0,[],[]
23620,24910,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-37.17,-20.27,[],0,0,[],[]
24910,25770,NA,OLF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-24.16,-7.18,[],0,0,[],[]
25770,27650,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-35.22,-21.82,[],0,0,[],[]
27650,28480,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-47.66,-37.18,[],0,0,[],[]
28480,29480,MAL,MAN,0.0,2,pause,NA,NA,NA,NA,0.0,0,-40.35,-31.19,[],1000,0,[],[]
29480,30280,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-53.37,-41.9,[],0,0,[],[]
30280,30880,MAL,MAN,2.25,2,AMM,EC,0,NT,FI,0.0,0,-40.16,-31.12,[],0,0,[],[]
30880,31860,NA,SIL,0.0,3,pause,NA,NA,NA,NA,0.0,0,-55.57,-46.28,[],0,0,[],[]
31860,32890,NA,MAF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-49.16,-42.43,[],0,0,[],[]
32890,33730,NA,NOF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-52.04,-42.82,[],0,0,[],[]
33730,34730,NA,SIL,0.0,3,pause,NA,NA,NA,NA,0.0,0,-50.29,-35.0,[],0,0,[],[]
34730,39450,NA,NOF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-29.28,-11.25,[],0,0,[],[]
39450,40250,NA,SIL,0.0,3,pause,NA,NA,NA,NA,0.0,0,-51.79,-39.89,[],0,0,[],[]
40250,54040,NA,NOF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-28.41,-7.9,[],0,0,[],[]
54040,56840,NA,SIL,0.0,3,pause,NA,NA,NA,NA,0.0,0,-49.01,-35.07,[],0,0,[],[]
56840,57640,NA,NOF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-45.85,-39.51,[],0,0,[],[]
57640,58580,NA,SIL,0.0,3,pause,NA,NA,NA,NA,0.0,0,-54.06,-43.73,[],0,0,[],[]
58580,60100,NA,NOF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-25.61,-6.96,[],0,0,[],[]
60100,61330,NA,SIL,0.0,3,pause,NA,NA,NA,NA,0.0,0,-52.55,-37.09,[],0,0,[],[]
61330,62380,NA,NOF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-47.97,-33.01,[],0,0,[],[]
62380,63800,NA,SIL,0.0,3,pause,NA,NA,NA,NA,0.0,0,-54.3,-39.24,[],0,0,[],[]
63800,64600,NA,NOF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-41.22,-23.35,[],0,0,[],[]
64600,65430,NA,SIL,0.0,3,pause,NA,NA,NA,NA,0.0,0,-57.12,-50.13,[],0,0,[],[]
65430,67590,NA,NOF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-51.58,-40.21,[],0,0,[],[]
67590,69560,NA,SIL,0.0,3,pause,NA,NA,NA,NA,0.0,0,-56.88,-47.17,[],0,0,[],[]
69560,70840,NA,NOF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-42.73,-22.69,[],0,0,[],[]
70840,71840,NA,MAF,0.0,3,pause,NA,NA,NA,NA,0.0,0,-34.0,-19.33,[],0,0,[],[]
71840,74030,NA,SIL,0.0,3,pause,NA,NA,NA,NA,0.0,0,-50.85,-32.42,[],0,0,[],[]
74030,75030,MAL,MAN,4.11,3,AMM,EC,0,NT,FI,0.0,0,-38.78,-34.13,[],0,0,[],[]
75030,75830,NA,SIL,0.0,4,pause,NA,NA,NA,NA,0.0,0,-54.74,-42.61,[],0,0,[],[]
75830,76730,NA,NOF,0.0,4,pause,NA,NA,NA,NA,0.0,0,-49.54,-36.0,[],0,0,[],[]
76730,83580,NA,SIL,0.0,4,pause,NA,NA,NA,NA,0.0,0,-57.55,-37.21,[],0,0,[],[]
83580,84400,NA,NOF,0.0,4,pause,NA,NA,NA,NA,0.0,0,-45.21,-33.59,[],0,0,[],[]
84400,86200,NA,SIL,0.0,4,pause,NA,NA,NA,NA,0.0,0,-54.41,-40.64,[],0,0,[],[]
86200,87850,NA,NOF,0.0,4,pause,NA,NA,NA,NA,0.0,0,-48.55,-39.0,[],0,0,[],[]
87850,88880,NA,SIL,0.0,4,pause,NA,NA,NA,NA,0.0,0,-59.5,-52.43,[],0,0,[],[]
88880,89830,NA,NOF,0.0,4,pause,NA,NA,NA,NA,0.0,0,-49.61,-38.03,[],0,0,[],[]
89830,93320,NA,SIL,0.0,4,pause,NA,NA,NA,NA,0.0,0,-60.39,-52.37,[],0,0,[],[]
93320,94320,NA,TVN,0.0,4,pause,NA,NA,NA,NA,0.0,0,-49.76,-41.27,[],0,0,[],[]
94320,103630,NA,SIL,0.0,4,pause,NA,NA,NA,NA,0.0,0,-60.64,-43.54,[],0,0,[],[]
103630,107730,NA,NOF,0.0,4,pause,NA,NA,NA,NA,0.0,0,-41.57,-21.73,[],0,0,[],[]
107730,108910,NA,SIL,0.0,4,pause,NA,NA,NA,NA,0.0,0,-37.62,-27.09,[],0,0,[],[]
108910,111070,NA,NON,0.0,4,pause,NA,NA,NA,NA,0.0,0,-35.46,-18.56,[],0,0,[],[]
111070,114150,NA,SIL,0.0,4,pause,NA,NA,NA,NA,0.0,0,-52.24,-36.73,[],0,0,[],[]
114150,114950,NA,NOF,0.0,4,pause,NA,NA,NA,NA,0.0,0,-53.5,-44.22,[],0,0,[],[]
114950,116450,NA,SIL,0.0,4,pause,NA,NA,NA,NA,0.0,0,-54.92,-42.85,[],0,0,[],[]
116450,117280,NA,NOF,0.0,4,pause,NA,NA,NA,NA,0.0,0,-49.5,-36.16,[],0,0,[],[]
117280,118930,NA,SIL,0.0,4,pause,NA,NA,NA,NA,0.0,0,-59.4,-45.08,[],0,0,[],[]
118930,119530,FEM,FAN,0.0,4,pause,NA,NA,NA,NA,0.0,0,-48.26,-42.87,[],600,0,[],[]
119530,133740,NA,SIL,0.0,4,pause,NA,NA,NA,NA,0.0,0,-59.14,-45.27,[],0,0,[],[]
