segment_onset,segment_offset,speaker_type,lena_speaker,words,lena_block_number,lena_block_type,lena_conv_status,lena_response_count,lena_conv_turn_type,lena_conv_floor_type,utterances_count,utterances_length,average_db,peak_db,utterances,non_speech_length,child_cry_vfx_len,cries,vfxs
0,940,NA,SIL,0.0,1,pause,NA,NA,NA,NA,0.0,0,-58.38,-43.1,[],0,0,[],[]
940,5390,NA,NON,0.0,1,pause,NA,NA,NA,NA,0.0,0,-14.86,-2.73,[],0,0,[],[]
5390,6390,NA,OLF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-22.18,-5.83,[],0,0,[],[]
6390,7440,NA,OLN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-17.74,-2.3,[],0,0,[],[]
7440,9450,NA,OLF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-14.26,-1.99,[],0,0,[],[]
9450,12550,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-21.51,-6.0,[],0,0,[],[]
12550,13980,NA,OLN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-18.31,-2.96,[],0,0,[],[]
13980,15390,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-32.12,-20.87,[],0,0,[],[]
15390,16300,NA,OLN,0.0,1,pause,NA,NA,NA,NA,0.0,0,-18.01,-6.42,[],0,0,[],[]
16300,17720,NA,NOF,0.0,1,pause,NA,NA,NA,NA,0.0,0,-16.64,-1.56,[],0,0,[],[]
17720,18810,MAL,MAN,3.76,1,AMM,EC,0,NT,FI,0.0,0,-36.43,-29.23,[],0,0,[],[]
18810,19620,NA,CXF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-40.08,-31.58,[],0,0,[],[]
19620,26450,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-41.8,-18.47,[],0,0,[],[]
26450,27260,NA,NOF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-23.1,-9.92,[],0,0,[],[]
27260,28060,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-43.69,-35.33,[],0,0,[],[]
28060,29060,NA,FAF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-42.02,-36.31,[],0,0,[],[]
29060,32260,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-55.08,-41.15,[],0,0,[],[]
32260,33260,NA,FAF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-44.68,-39.14,[],0,0,[],[]
33260,34260,NA,TVF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-47.38,-44.1,[],0,0,[],[]
34260,37400,NA,SIL,0.0,2,pause,NA,NA,NA,NA,0.0,0,-53.34,-39.96,[],0,0,[],[]
37400,38480,NA,TVF,0.0,2,pause,NA,NA,NA,NA,0.0,0,-38.86,-33.75,[],0,0,[],[]
38480,41040,MAL,MAN,11.37,2,AMM,EC,0,NT,FI,0.0,0,-36.26,-25.99,[],0,0,[],[]
41040,42140,NA,SIL,0.0,3,pause,NA,NA,NA,NA,0.0,0,-49.22,-36.41,[],0,0,[],[]
