segment_onset,segment_offset,speaker_type
32943,40510,NA
33143,34012,CHI
33193,33758,OCH
34511,35858,CHI
36158,36708,FEM
36874,40492,CHI
42503,44555,NA
42505,44117,CHI
46187,48880,NA
46244,48991,CHI
60011,60701,NA
81049,81511,NA
81061,81512,CHI
85487,86992,CHI
85492,86992,NA
88450,91010,NA
88491,91010,CHI
94510,95516,NA
94529,95511,FEM
101856,105511,NA
101993,103446,CHI
102011,103435,OCH
103496,105492,FEM
126492,130493,NA
126698,128365,OCH
127187,130419,CHI
131492,132655,CHI
131510,132767,NA
133198,133900,NA
133223,133837,OCH
135213,136492,CHI
135218,136492,NA
163634,164203,CHI
163671,164365,NA
178750,180061,NA
178850,179974,CHI
180583,183492,NA
180645,183494,CHI
184707,185600,OCH
184722,186134,NA
185011,185511,FEM
187962,190623,NA
187999,189378,CHI
189582,190596,CHI
197152,202581,NA
197267,202510,CHI
203310,204184,NA
203312,204019,CHI
209508,212510,NA
209910,210968,CHI
211511,212218,OCH
215484,216662,NA
215511,216603,CHI
219321,220018,NA
219323,220020,FEM
223401,224365,CHI
223460,224319,NA
226439,228012,NA
226468,227973,CHI
227377,227527,OCH
230958,233992,NA
230992,233606,CHI
231839,232205,OCH
232629,232859,OCH
277493,278492,NA
277685,278011,CHI
278917,283701,NA
278993,280544,OCH
280997,283630,CHI
308991,309951,NA
311573,311814,NA
311948,312993,NA
312544,312802,OCH
314413,317243,NA
314493,317222,CHI
319025,321779,CHI
319057,321740,NA
322340,324645,NA
322358,324650,CHI
343492,344282,NA
343924,344327,MAL
344913,345661,MAL
345129,351562,NA
345992,349011,OCH
346005,346305,CHI
346486,347492,CHI
349275,351604,OCH
349458,350543,CHI
351751,351991,OCH
351827,353108,NA
353617,361086,NA
353762,356531,OCH
357991,359491,CHI
358655,358876,OCH
358992,360754,OCH
361247,361493,NA
362114,367671,NA
363012,364136,OCH
366512,367638,FEM
378511,379790,NA
379256,379511,OCH
380482,380695,NA
381011,381374,NA
381491,381643,NA
382492,382607,NA
385511,386993,NA
385832,386512,FEM
390938,401012,NA
391330,391453,OCH
391510,393511,FEM
393898,394166,FEM
394814,394922,FEM
395974,397537,OCH
396448,397511,CHI
397470,398749,FEM
399337,400012,OCH
400013,400340,FEM
400358,400486,OCH
405493,406163,NA
405513,405722,CHI
412012,412312,NA
412039,412140,FEM
412493,412883,FEM
412493,416492,NA
412992,414011,FEM
414178,415393,CHI
419492,420511,CHI
419492,420609,NA
423147,424311,FEM
423149,424312,NA
432559,435738,NA
432992,435511,CHI
435903,436011,NA
438826,444493,NA
439012,439625,CHI
439739,440412,CHI
440513,444163,CHI
512622,513010,CHI
512647,513010,NA
516491,518072,NA
516512,518080,CHI
542746,545456,NA
542800,544493,CHI
551104,551558,NA
561637,563716,NA
562511,562889,CHI
562992,563277,CHI
568014,569156,CHI
568065,569184,NA
602993,604714,CHI
602993,604885,NA
605510,610011,NA
605991,606511,CHI
606273,606953,FEM
607259,609993,CHI
621992,623808,CHI
621992,623857,NA
634993,636011,NA
635054,635815,CHI
635572,635791,FEM
651512,652992,NA
651615,652992,CHI
656156,657314,NA
656189,657048,CHI
657462,657664,NA
657872,659242,NA
720510,723723,NA
720902,721012,OCH
720993,723661,CHI
728855,729449,NA
736756,737512,NA
736877,737512,CHI
752492,753012,NA
788473,789563,NA
788483,789511,CHI
791993,793493,NA
794222,796861,NA
794492,795332,CHI
819244,820834,FEM
819246,820993,NA
821175,823634,NA
821367,822079,CHI
822012,823511,FEM
827526,829168,NA
828011,828588,CHI
837010,838760,NA
837083,838617,CHI
839417,847011,NA
839445,843991,CHI
843492,843836,OCH
844192,846492,OCH
848620,849011,NA
848671,849012,CHI
859493,862407,CHI
859493,862492,NA
864493,865011,CHI
864527,865097,NA
865372,865669,NA
870510,871531,CHI
870510,871533,NA
876491,879491,NA
876493,878493,FEM
878553,879343,CHI
879596,888133,NA
879989,881511,OCH
883511,887343,FEM
894929,897364,NA
896010,897301,CHI
898727,900899,CHI
898759,900895,NA
901760,903012,NA
901992,902846,FEM
906851,907440,NA
907937,911010,NA
907991,908492,OCH
908138,909820,MAL
912511,914517,NA
912514,914492,CHI
919765,922492,NA
919829,920317,CHI
920941,922011,FEM
921011,921737,MAL
922723,926992,NA
922949,926511,CHI
935240,935375,NA
935624,938547,NA
935830,936993,CHI
936951,938525,FEM
942011,946739,NA
942330,944011,FEM
944573,945493,CHI
945511,946139,FEM
946991,954011,NA
947160,947511,CHI
947992,949082,FEM
949544,951650,CHI
952012,954012,FEM
956510,958510,FEM
956510,958510,NA
963380,965834,NA
963389,964098,CHI
964823,965466,CHI
965010,965769,FEM
966416,967371,NA
966448,967391,CHI
977940,978691,FEM
977960,978510,NA
984266,986821,NA
984273,985010,CHI
985142,986527,FEM
987363,988510,NA
987466,988492,FEM
989398,990011,NA
989729,989992,FEM
992512,998563,NA
992993,994686,FEM
994008,994661,MAL
