segment_onset,segment_offset,speaker_type
10992,12990,MAL
11011,12992,NA
20993,25099,NA
22145,25010,CHI
33701,33991,NA
35939,36992,NA
36005,36641,FEM
39126,39511,NA
39202,39497,FEM
62525,64511,MAL
63180,64511,NA
68604,72018,MAL
69485,71983,NA
80492,83401,NA
80511,83012,MAL
82171,82510,FEM
83813,85021,NA
83992,85011,CHI
86010,87991,MAL
86461,87988,NA
98992,103005,CHI
98992,103169,NA
103275,105784,MAL
103344,103921,NA
105006,105144,NA
109310,113922,NA
109323,110511,CHI
110919,113492,OCH
112396,113759,CHI
116492,122996,NA
116513,117487,MAL
117485,119254,CHI
119011,120992,MAL
120012,120952,FEM
121669,122511,CHI
122511,122692,FEM
131892,134492,NA
132011,132988,MAL
132023,132511,FEM
133010,134492,CHI
138019,140441,MAL
138623,140046,NA
141991,144510,MAL
142666,144382,NA
144992,145984,NA
145012,145640,CHI
147396,150045,MAL
147629,149900,NA
152511,154583,MAL
153002,154492,NA
155618,156993,NA
155719,156721,CHI
161431,162651,CHI
161431,165992,NA
162891,165532,FEM
164992,165586,MAL
165748,172010,MAL
166587,166946,NA
167493,184012,NA
172517,173492,CHI
173510,181991,MAL
182517,183511,OCH
182603,183570,CHI
188445,190436,NA
188482,190490,MAL
194726,204095,NA
194981,195992,OCH
197544,201408,MAL
202335,202510,OCH
203671,204415,OCH
204729,205782,NA
204800,205011,OCH
206332,206448,NA
207507,208012,OCH
216493,219011,FEM
216493,223511,NA
218012,220493,MAL
220582,223493,FEM
224387,224490,NA
225045,232492,MAL
225258,231993,NA
227011,230492,FEM
235600,235963,NA
236248,237510,OCH
236512,237011,NA
239498,248128,NA
239510,240852,CHI
241161,243037,FEM
242992,246001,CHI
245951,247492,MAL
246011,246757,FEM
246949,247511,FEM
248312,267492,NA
248464,249492,CHI
249291,249796,MAL
250037,250209,MAL
250606,251791,FEM
251993,254511,CHI
254497,256984,MAL
256952,258265,CHI
256978,258212,OCH
258515,260511,OCH
258535,263616,CHI
261478,263157,OCH
264232,266552,CHI
265049,265192,OCH
265356,267501,OCH
266838,267012,CHI
269153,270992,NA
270160,270624,OCH
271110,274708,OCH
272180,274991,NA
278492,280993,NA
279011,280992,CHI
285263,287045,NA
285361,286510,OCH
285512,287012,CHI
289545,292012,MAL
290453,306493,NA
291992,293993,OCH
294266,297619,OCH
294325,295010,CHI
296701,299011,CHI
297781,297909,OCH
298013,298668,MAL
299511,302010,CHI
299648,302292,OCH
303011,306357,CHI
307672,307783,OCH
308004,314013,NA
308286,309596,OCH
308492,309022,CHI
309268,310993,CHI
311604,311780,OCH
312058,312848,CHI
312061,313615,OCH
316005,316268,OCH
316011,316284,NA
316511,316700,OCH
317010,319506,OCH
317189,318510,NA
325083,327491,OCH
326006,327609,NA
328283,330247,NA
330510,331011,OCH
336501,338040,NA
338187,338492,NA
340139,342572,OCH
340382,341297,NA
342306,343858,NA
342790,342992,OCH
343432,344011,MAL
352510,353845,NA
353010,354011,OCH
354157,355519,OCH
354215,355516,NA
357991,360011,NA
358008,359993,CHI
367991,372492,NA
368992,372198,CHI
370052,370263,OCH
373373,374644,NA
374011,374510,OCH
376135,377492,NA
376162,377011,CHI
380992,381375,OCH
381491,381788,OCH
383162,388343,NA
383493,387772,CHI
386674,387923,OCH
392513,395512,NA
392749,395012,CHI
394011,395368,MAL
399016,399163,NA
405010,406510,NA
405992,406159,CHI
410493,421992,NA
410567,416510,CHI
413043,416607,OCH
417992,419492,CHI
418313,421992,OCH
422489,452368,NA
422523,423699,OCH
423547,423810,CHI
424340,428056,OCH
424369,426991,CHI
424536,424836,MAL
428183,428394,CHI
429575,432555,OCH
429673,430014,CHI
430152,430263,CHI
434084,439776,CHI
434231,435875,OCH
438510,438623,OCH
438806,439012,OCH
439233,440011,OCH
440203,444493,OCH
440245,441992,CHI
443939,444759,FEM
444511,445201,CHI
445993,448501,CHI
446059,446206,FEM
446492,446629,FEM
447992,448900,OCH
448792,449118,FEM
449771,449904,OCH
451278,451492,OCH
451769,457992,OCH
452512,472993,NA
456992,467316,CHI
465011,467056,OCH
466838,467712,FEM
467789,468837,CHI
467917,469993,OCH
469078,469373,CHI
469493,472201,CHI
473158,473362,NA
473511,476041,NA
474228,474868,OCH
474491,475898,CHI
476256,483445,NA
477107,477946,FEM
477579,479992,CHI
479512,482792,OCH
481074,482900,CHI
487011,488992,CHI
487011,489011,NA
491997,494511,NA
492011,494011,FEM
497397,500347,MAL
497949,500011,NA
501512,503993,NA
501636,503511,FEM
505388,505511,NA
508511,509896,MAL
508582,509863,NA
509993,513992,NA
510492,513992,FEM
516011,517186,NA
516041,517011,FEM
524991,525698,NA
528198,529582,NA
528491,529178,FEM
531492,532012,FEM
531492,532012,NA
539146,539922,NA
539511,539735,CHI
542368,543347,NA
542492,543228,CHI
546156,548770,NA
546569,548238,FEM
549006,551892,NA
549492,550424,CHI
549671,550365,OCH
550032,551510,FEM
550604,550751,OCH
559481,560321,NA
559707,560011,CHI
559727,560010,OCH
561895,570947,NA
562012,563536,OCH
562015,564011,CHI
564398,568018,MAL
567493,569012,FEM
568512,571487,MAL
572010,574830,CHI
572010,574992,NA
576242,576898,NA
577943,578221,MAL
580492,584012,MAL
580981,583111,NA
584511,586011,NA
584747,585916,CHI
598031,602013,NA
599493,601704,FEM
604010,620510,NA
604488,605511,OCH
607993,608388,CHI
611126,612135,MAL
611837,612630,CHI
613373,614202,OCH
614309,614511,OCH
615485,617010,FEM
616996,617359,CHI
617234,617492,FEM
617419,619544,OCH
617510,617691,CHI
617981,618239,CHI
619157,619511,CHI
619993,620241,MAL
622357,622789,NA
628493,630773,NA
628992,630337,CHI
631992,632694,OCH
631999,635011,NA
632942,633096,MAL
633194,634993,OCH
635793,635942,NA
636917,638512,NA
636992,638492,OCH
640852,642011,OCH
641096,641454,NA
646071,646177,NA
646404,647420,NA
647553,647671,NA
650487,651736,NA
651902,655589,NA
652025,653186,FEM
655692,655992,NA
664202,664408,NA
664991,665492,NA
666279,667784,OCH
666492,668807,NA
667059,668011,CHI
668576,668726,OCH
669757,670493,NA
672254,676491,NA
672423,673160,OCH
672492,674492,CHI
673481,674355,OCH
674492,676011,OCH
677511,680596,NA
677992,680010,FEM
680851,681511,MAL
680864,680992,NA
683993,687530,NA
686897,687105,MAL
689354,689999,NA
689492,689784,CHI
692786,693680,OCH
699487,701011,OCH
699585,701325,NA
702992,704359,MAL
703261,704015,NA
717798,718456,OCH
718100,721991,NA
719012,721018,FEM
723992,724512,NA
737623,738617,OCH
737974,738511,NA
743332,744993,NA
743511,744512,CHI
747492,748012,NA
747551,748025,MAL
749851,751341,NA
749886,750342,FEM
751783,752839,NA
751938,752421,FEM
761282,763140,OCH
761783,763511,NA
762583,763344,CHI
765511,766080,NA
765560,766034,FEM
770511,774492,OCH
770642,774322,NA
770987,771492,CHI
776491,776768,OCH
777011,777190,OCH
777553,780029,OCH
777961,779993,NA
781010,782721,NA
781478,781854,MAL
784013,784511,OCH
787011,789576,NA
787440,788709,CHI
789743,789991,NA
795012,801701,NA
795089,795367,OCH
795493,799968,OCH
797880,798491,FEM
800579,800700,OCH
800827,801510,OCH
802482,802585,NA
806492,807587,NA
806993,807255,FEM
810010,815010,NA
810304,815010,OCH
811991,812712,FEM
815204,815972,NA
815312,818439,MAL
816463,817999,NA
819482,820010,NA
820992,821492,OCH
822153,822330,OCH
822511,847493,NA
823389,824493,OCH
823574,825160,FEM
825780,829492,FEM
826011,826340,OCH
828510,830992,OCH
831801,832427,OCH
833492,834012,FEM
834270,835824,MAL
835993,847493,MAL
841992,843492,FEM
850492,865531,NA
850510,853672,CHI
850839,851011,OCH
852004,852530,MAL
853511,855492,MAL
855993,856511,OCH
856732,856904,OCH
859012,860573,FEM
862834,862972,CHI
863492,864010,OCH
863492,864010,CHI
865222,865511,MAL
867512,869432,MAL
867561,867664,NA
867983,868111,NA
868354,869105,NA
870249,873511,MAL
871582,872105,NA
872993,879011,NA
873620,877714,MAL
874289,875492,FEM
878003,878992,MAL
884636,892927,NA
884648,885220,OCH
885283,885511,MAL
885502,885617,OCH
885622,885754,MAL
885922,886516,MAL
886751,889972,MAL
889527,891493,CHI
891893,893842,OCH
894491,931236,NA
895661,895951,FEM
898356,898511,FEM
898493,899806,CHI
899601,903553,FEM
903992,905928,CHI
905511,907011,MAL
906586,909510,CHI
907286,907510,FEM
909611,910991,FEM
909800,910784,MAL
911993,914011,FEM
915361,916066,MAL
915492,919510,FEM
918493,918616,MAL
920992,924185,FEM
924487,929524,FEM
924492,925489,MAL
929492,930992,CHI
930511,930843,OCH
931546,932634,OCH
931807,947415,NA
932135,932618,CHI
932686,949664,MAL
947629,949934,NA
950366,950477,NA
950373,950501,MAL
950992,964593,NA
951019,951510,CHI
951542,964991,MAL
966106,982060,NA
966433,967700,CHI
968011,970512,OCH
969992,972189,CHI
970750,970986,OCH
971868,973613,MAL
972103,972255,FEM
973436,974632,CHI
974575,975685,FEM
974671,975044,MAL
975846,978011,CHI
976605,977157,OCH
977493,977645,OCH
978011,981511,FEM
978718,981727,MAL
982835,993112,NA
983254,984756,FEM
984511,986511,CHI
985993,987284,MAL
986632,986914,CHI
987302,988863,CHI
988460,992458,FEM
992712,992866,FEM
993986,995366,NA
994052,995292,CHI
995968,1026314,NA
995986,997010,CHI
997289,999493,OCH
998038,998510,FEM
998256,998364,CHI
999908,1000991,OCH
1001012,1003493,FEM
1002659,1003864,MAL
1004128,1005792,OCH
1004277,1005659,CHI
1005991,1007511,CHI
1007242,1008938,FEM
1007411,1009024,MAL
1009891,1010490,MAL
1010104,1010492,FEM
1010991,1011234,OCH
1010991,1011793,CHI
1011385,1011512,OCH
1012012,1013872,CHI
1013992,1016523,FEM
1014410,1015812,CHI
1015764,1017659,MAL
1017954,1019090,CHI
1019051,1021969,MAL
1019282,1022603,FEM
