segment_onset,segment_offset,speaker_type
4992,5799,OCH
5010,5339,NA
8122,8345,NA
8492,13689,NA
8525,10511,CHI
8650,13113,OCH
10679,10993,CHI
12511,13088,CHI
13871,16510,NA
13993,16524,OCH
14018,14504,CHI
23465,26327,OCH
23601,24992,NA
25512,26740,NA
27125,28581,NA
28011,28678,OCH
45993,58011,NA
46327,46923,FEM
48492,49673,FEM
48620,48747,OCH
50065,50510,CHI
51092,57511,FEM
57848,57975,FEM
61795,64011,NA
62139,62512,MAL
62718,62900,MAL
66752,66973,NA
67686,74011,NA
67854,68035,OCH
68351,69762,MAL
69512,71171,FEM
70632,70856,MAL
72633,73288,MAL
74356,75509,NA
74944,75491,MAL
76012,76479,NA
76083,76453,OCH
77011,85511,NA
77380,77993,OCH
77492,80788,FEM
81197,81938,MAL
81245,81493,FEM
82431,82863,MAL
83050,85510,FEM
123258,123371,NA
123992,124201,NA
124011,124475,OCH
128075,129288,OCH
128181,131011,NA
129992,130923,CHI
130553,130749,OCH
133309,134200,NA
138515,141492,NA
138581,140304,CHI
140663,141292,OCH
143492,145129,CHI
143492,147493,NA
145682,147196,CHI
149492,151991,NA
149550,149741,FEM
150010,151924,FEM
154801,156261,NA
154808,156195,CHI
157729,157832,MAL
158407,160494,NA
158492,160011,CHI
161873,162001,NA
163880,168288,NA
163961,168219,CHI
169250,171526,NA
169356,171329,CHI
199010,200007,CHI
199010,200105,NA
200745,201773,NA
204203,206012,NA
204311,205548,CHI
221511,223495,NA
221658,223261,CHI
222011,222630,OCH
225492,237492,NA
225496,235337,CHI
227483,230492,OCH
232819,232949,OCH
233105,233394,OCH
236002,236331,FEM
237661,238002,NA
239245,241516,MAL
239249,241544,NA
243565,245696,NA
243611,244370,OCH
243992,245011,CHI
248562,250012,NA
248927,249511,CHI
249838,249975,OCH
256223,258010,NA
256328,257992,OCH
258427,261616,NA
258491,261410,CHI
275817,276011,NA
289919,290491,NA
289992,290208,OCH
296263,296493,NA
305110,307493,NA
305492,306511,OCH
305512,307270,CHI
306676,306828,OCH
369846,370511,OCH
380012,381706,OCH
380167,380889,NA
386201,386311,NA
412493,414012,NA
412511,414011,FEM
439012,439199,OCH
439352,441011,OCH
439493,440597,NA
454272,455651,FEM
454304,455752,NA
459523,463185,NA
459631,463155,CHI
485421,488992,CHI
485421,492065,NA
489321,492011,CHI
490339,491004,OCH
580510,581553,CHI
580510,581624,NA
582992,583814,FEM
583021,583811,NA
597836,599124,FEM
597851,599493,NA
612011,612227,NA
612343,612510,NA
616445,620011,NA
616476,619299,CHI
619647,620253,OCH
625011,626678,NA
625094,626657,CHI
628781,629232,NA
634492,635209,FEM
634497,635211,NA
642992,644101,NA
642997,644011,CHI
643650,643771,OCH
653992,664738,NA
654011,658068,OCH
654262,661805,CHI
660523,661822,OCH
662408,664506,CHI
663935,664510,OCH
666517,667595,NA
666687,667511,CHI
674676,676006,NA
674992,675512,CHI
675197,675302,OCH
682992,684053,NA
683157,684011,CHI
685609,699612,NA
685655,693193,CHI
688201,688392,OCH
688797,690010,OCH
693893,696088,CHI
693907,694118,FEM
