segment_onset,segment_offset,speaker_type
13799,14398,NA
13870,14172,MAL
30736,32331,MAL
38863,40011,MAL
39158,39490,NA
66779,66907,OCH
105062,105492,NA
105108,105331,CHI
768020,769537,MAL
771976,772491,MAL
775987,777705,MAL
777992,779492,NA
778280,782423,MAL
780079,780403,NA
783194,783511,MAL
786090,788010,MAL
786512,787427,NA
788543,789145,MAL
789399,789674,MAL
792011,792303,MAL
792556,792868,MAL
798437,799692,MAL
817665,818760,MAL
817930,819231,NA
818881,819281,MAL
829092,831841,MAL
829511,831288,NA
831529,832452,NA
831992,832306,FEM
832992,834124,MAL
832992,836011,NA
833510,834158,FEM
834511,835512,FEM
840502,841322,NA
846803,848393,MAL
847176,848278,NA
848991,849281,OCH
849012,849316,NA
849992,850161,MAL
849992,850709,NA
854042,854180,MAL
854400,854636,MAL
870470,871990,MAL
870556,871511,NA
882929,883688,NA
882984,883585,FEM
886685,887993,NA
886756,887011,OCH
886987,887510,CHI
973323,974511,NA
973492,974499,FEM
1075582,1076054,NA
1075586,1076011,CHI
1077305,1080322,NA
1081245,1082170,NA
1081512,1082012,FEM
1088937,1091011,NA
1088991,1089423,OCH
1089011,1090010,FEM
1090493,1091011,OCH
1104153,1107140,NA
1104992,1106798,FEM
1105687,1106375,OCH
1113337,1116012,NA
1113546,1114493,FEM
1114091,1114240,OCH
1114418,1116490,MAL
1119650,1121771,NA
1120537,1121782,MAL
1122491,1124710,NA
1122689,1122819,OCH
1123237,1123492,CHI
1123511,1124505,MAL
1126357,1127503,MAL
1126452,1133593,NA
1126612,1127150,FEM
1127375,1128011,FEM
1128511,1128761,CHI
1129545,1129673,FEM
1129945,1130640,CHI
1130011,1130510,OCH
1131354,1132010,FEM
1131492,1132024,OCH
1131953,1132512,CHI
1132159,1132421,OCH
1133911,1135636,NA
1133992,1134326,MAL
1134511,1135461,CHI
1137999,1138320,NA
1140900,1141011,MAL
1140991,1142120,NA
1141199,1141999,CHI
1142600,1145214,NA
1143492,1144903,OCH
1146322,1149832,NA
1146992,1147598,CHI
1147512,1147858,FEM
1148668,1149491,FEM
1150511,1151878,NA
1151062,1151511,FEM
1152085,1153602,NA
1152274,1153501,OCH
1152515,1153511,CHI
1158351,1159011,NA
1160507,1161182,MAL
1160625,1160770,NA
1160917,1161179,NA
1162289,1164771,NA
1162510,1163730,FEM
1164112,1164492,FEM
1166493,1167411,NA
1166810,1167328,FEM
1168511,1173690,NA
1168621,1171010,FEM
1171216,1172340,FEM
1175511,1176011,FEM
1175511,1176221,NA
1185636,1186512,MAL
1188508,1189909,MAL
1189019,1189338,NA
1193790,1195078,NA
1194001,1194369,CHI
1198861,1202010,NA
1199111,1202012,MAL
1203755,1206922,MAL
1204163,1206944,NA
1206011,1206369,FEM
1208341,1210059,NA
1208397,1209992,FEM
1211558,1212515,NA
1218031,1218136,MAL
1218853,1222517,MAL
