segment_onset,segment_offset,speaker_type
682,2511,NA
802,1744,FEM
1308,1511,MAL
11991,16937,NA
12029,12161,CHI
12992,16752,FEM
18264,21011,NA
18338,20540,FEM
20010,20339,MAL
20635,21011,MAL
29702,30038,NA
31134,32511,NA
31285,32512,FEM
57404,59515,NA
57491,58107,CHI
57544,59461,FEM
58492,59489,MAL
64145,65083,NA
64292,64397,FEM
64533,64768,MAL
71852,72510,NA
77294,78242,NA
77313,78081,FEM
91471,93992,NA
91493,93894,FEM
147012,151011,NA
147990,149738,FEM
148584,151341,MAL
159820,160205,NA
165993,170347,FEM
165993,170492,NA
166585,169491,MAL
172304,175762,NA
172493,175510,MAL
172660,173011,FEM
174818,175547,FEM
212492,217511,FEM
212492,217701,NA
213992,214547,MAL
215992,216321,MAL
217088,217329,MAL
223445,229491,NA
223526,227514,FEM
226488,227511,MAL
228320,229167,FEM
248992,250511,FEM
248992,250642,NA
251011,253309,MAL
251512,252784,NA
262011,262511,NA
262135,262316,FEM
277182,281406,NA
277236,280646,FEM
278492,281221,MAL
289047,289433,NA
292012,294542,NA
292086,294492,FEM
294820,294992,NA
319511,321492,FEM
319511,321511,NA
331850,333981,NA
331992,333011,CHI
331992,333631,FEM
334329,337010,NA
334707,336862,MAL
334992,335510,FEM
335647,336948,FEM
348511,349512,FEM
348511,349596,NA
445492,448086,FEM
445492,448465,NA
446588,446701,MAL
447010,447439,MAL
498158,499609,MAL
498326,499742,NA
503651,505372,NA
503717,503833,FEM
504102,505125,MAL
507654,507804,FEM
507657,507824,NA
528365,531510,NA
528452,529492,CHI
529730,531510,FEM
599992,600910,NA
602011,603493,NA
602461,603301,CHI
605348,606992,NA
605391,606992,FEM
612510,614243,NA
612856,613695,MAL
612892,614011,FEM
617993,618616,NA
618013,618126,MAL
618177,618493,FEM
633223,635493,NA
633390,635012,FEM
633992,635511,MAL
646508,647688,FEM
646512,647714,NA
648511,648638,NA
648754,650698,NA
648910,650511,FEM
656142,656415,NA
656762,662493,NA
656829,661492,CHI
665589,666011,NA
667783,669011,CHI
667889,669011,NA
671885,672126,NA
673523,673677,NA
675550,676910,NA
681607,683877,NA
681991,683780,CHI
695993,698011,CHI
695993,698111,NA
711492,712010,NA
711563,712010,CHI
745465,746638,NA
745465,746643,CHI
800653,801004,NA
802011,803010,CHI
802011,803010,NA
820974,821548,CHI
820992,821547,NA
826511,827750,NA
826792,827545,CHI
836492,840471,NA
836511,840256,CHI
841055,841457,NA
843407,844981,NA
843443,844511,CHI
844050,844492,FEM
850409,851992,NA
850470,851992,FEM
855546,857011,NA
855809,856725,CHI
861644,864250,CHI
861661,864471,NA
869975,871011,CHI
869992,873492,NA
871190,873510,FEM
881493,882662,CHI
881493,886012,NA
883337,884992,FEM
885492,885992,CHI
889010,897775,NA
889275,890650,CHI
889993,890206,FEM
890846,895039,CHI
893827,895621,FEM
895823,897511,CHI
899993,900992,CHI
899993,900992,NA
903511,906010,FEM
903511,906360,NA
910131,911010,NA
910136,911010,CHI
920511,927511,NA
920600,927529,CHI
936704,939768,NA
936780,939566,CHI
937754,938512,FEM
940992,944753,NA
941159,944492,CHI
944860,946264,NA
945365,946011,CHI
949209,950416,CHI
949234,950366,NA
950986,956011,CHI
950992,956880,NA
956060,956556,FEM
957401,961991,NA
957504,961726,CHI
957569,959493,FEM
962906,963311,NA
963785,974285,NA
963993,966011,CHI
965142,967472,FEM
966597,972277,CHI
972574,973511,FEM
974992,981146,NA
975011,978475,CHI
976109,976344,FEM
978738,979511,MAL
979012,980993,FEM
981848,984344,NA
981953,984375,CHI
985151,990902,NA
985421,990900,CHI
995642,998011,NA
995814,996511,CHI
996511,998011,FEM
1003762,1005969,NA
1004511,1005510,CHI
1008433,1009493,NA
1008492,1009332,CHI
1010078,1010991,CHI
1010080,1010991,NA
1015198,1015306,NA
1015431,1023015,NA
1015511,1016017,FEM
1015657,1023011,CHI
1028376,1033165,CHI
1028393,1040200,NA
1033013,1035676,FEM
1035865,1038511,CHI
