segment_onset,segment_offset,speaker_type
74702,75991,NA
74993,75992,FEM
103349,103995,NA
103391,103992,CHI
111085,111617,NA
111896,112942,NA
112094,112769,CHI
114323,115525,NA
114382,115511,CHI
119791,120640,NA
119851,120511,CHI
122028,124779,NA
123863,123983,OCH
124011,124241,FEM
124397,124758,FEM
682084,682710,NA
682871,685011,NA
682992,684511,CHI
687312,688954,NA
687493,688011,MAL
687719,688381,OCH
690010,694320,NA
690285,693491,CHI
695588,699545,NA
697012,699511,FEM
997436,999304,NA
997505,999078,MAL
997637,997993,FEM
1004061,1005131,NA
1004491,1004754,OCH
1005428,1006493,NA
1005468,1005784,MAL
1005991,1006411,OCH
1011388,1013511,NA
1011493,1013498,FEM
1017993,1019492,NA
1018491,1019809,MAL
1021584,1026503,NA
1021759,1021990,FEM
1021992,1022510,OCH
1023275,1025845,OCH
1024434,1026010,FEM
1028778,1032992,NA
1029142,1029453,CHI
1031511,1032782,CHI
1033658,1034223,NA
1038462,1042063,NA
1038493,1039608,CHI
1039510,1041992,FEM
1043516,1044275,NA
1044404,1054470,NA
1044605,1046212,OCH
1045011,1046385,CHI
1046512,1046741,OCH
1046525,1046879,CHI
1047018,1047167,OCH
1047673,1050012,OCH
1049188,1049526,CHI
1050011,1051511,FEM
1051512,1053993,CHI
1059011,1060012,NA
1059188,1059510,OCH
1064458,1065260,NA
1064492,1065236,FEM
1089992,1090454,OCH
1089992,1090512,NA
1103983,1105993,NA
1103993,1105686,CHI
1110149,1110384,NA
1111075,1112283,NA
1114422,1115512,NA
1118132,1119492,NA
1118362,1119012,OCH
1122628,1125450,NA
1122778,1123991,FEM
1134655,1135992,NA
1134705,1135991,FEM
1138497,1139179,NA
1138568,1139010,CHI
1151150,1151982,MAL
1151510,1151883,NA
1154993,1158992,NA
1155511,1158851,FEM
1183493,1184423,NA
1183511,1184237,FEM
1183572,1184368,OCH
1188010,1189873,NA
1188287,1188572,OCH
1188577,1188925,CHI
1188667,1189264,FEM
1190342,1196511,NA
1190492,1190897,OCH
1190492,1191491,CHI
1191086,1192854,FEM
1193820,1195298,FEM
1193955,1196512,MAL
1195825,1196011,FEM
1199121,1204011,NA
1199413,1203488,MAL
1199492,1202011,FEM
1202408,1203542,FEM
1204288,1204931,NA
1212511,1214150,NA
1212924,1214011,FEM
1216505,1218992,OCH
1216782,1216991,NA
1217633,1219807,NA
1218993,1219486,FEM
1220095,1226590,NA
1221173,1221404,FEM
1221394,1224167,OCH
1223492,1223944,CHI
1224256,1226580,FEM
1227000,1234835,NA
1227017,1227716,CHI
1227093,1227312,OCH
1227766,1228925,MAL
1229788,1230107,OCH
1230010,1230206,CHI
1231389,1232342,MAL
1231451,1232224,FEM
1232447,1234690,OCH
1236642,1236878,OCH
1237579,1242442,NA
1237597,1237870,OCH
1238090,1242368,FEM
1243468,1245702,NA
1243539,1245667,FEM
1246334,1249604,NA
1246377,1249733,OCH
1250362,1251035,NA
1250492,1250981,FEM
1251143,1254287,OCH
1251146,1254111,NA
1255595,1258877,OCH
1255741,1259705,NA
1258062,1258637,FEM
1258981,1259540,FEM
1259859,1261869,NA
1259879,1261727,OCH
1261081,1261594,CHI
1261987,1267296,NA
1262091,1267268,FEM
1262147,1262512,OCH
1269928,1280011,NA
1269992,1270991,FEM
1270492,1275028,OCH
1274493,1275452,FEM
1275845,1279402,FEM
1278474,1279026,MAL
1280703,1287220,NA
1281493,1286510,FEM
1287654,1288272,NA
1289260,1289942,NA
1292009,1295602,NA
1292993,1295595,CHI
1298319,1303030,NA
1298992,1302510,FEM
1300043,1300564,MAL
1302706,1304512,OCH
1303364,1304115,NA
1305565,1308496,NA
1306010,1308011,FEM
1306282,1306457,MAL
1307011,1307829,MAL
1312642,1314890,NA
1312801,1314807,FEM
1315492,1317826,MAL
1315565,1321842,NA
1317863,1320293,OCH
1320992,1321512,CHI
1322087,1326161,NA
1322185,1323069,OCH
1322254,1322802,CHI
1323511,1323906,FEM
1323805,1325511,OCH
1327622,1327735,NA
1327992,1329232,NA
1328230,1329011,FEM
1330427,1332136,NA
1330493,1331252,FEM
1332826,1334940,NA
1333002,1333238,FEM
1333073,1333416,MAL
1333493,1333992,FEM
1335493,1335724,NA
1336011,1341053,NA
1336569,1338714,FEM
1337011,1337389,CHI
1339340,1340962,CHI
1341483,1343621,NA
1341622,1342496,CHI
1342491,1343512,OCH
1342629,1342887,CHI
1343844,1343949,NA
1344511,1349469,OCH
1344990,1345729,NA
1345891,1360123,NA
1348512,1349766,FEM
1350213,1355223,FEM
1356590,1359511,OCH
1359010,1359511,CHI
1361028,1365993,NA
1361203,1365597,FEM
1362862,1362992,OCH
1363510,1364492,OCH
1364855,1364977,OCH
1366271,1390492,NA
1366278,1367690,FEM
1367901,1371607,CHI
1368070,1368326,OCH
1369681,1371492,OCH
1372167,1375993,FEM
1375993,1380345,OCH
1377564,1377709,CHI
1377992,1378357,CHI
1379234,1382511,FEM
1382334,1383028,CHI
1382992,1383174,OCH
1383558,1383809,OCH
1383991,1385992,OCH
1384965,1390475,FEM
1392992,1401095,NA
1393335,1394511,CHI
1393492,1393789,OCH
1393907,1394476,OCH
1394553,1397101,FEM
1396607,1396828,MAL
1397863,1399935,OCH
1399493,1400556,FEM
1401511,1404650,NA
1401911,1403492,OCH
1402982,1403767,FEM
1405011,1406840,FEM
1405011,1407492,NA
1406832,1407083,MAL
1408575,1411511,NA
1408890,1409589,CHI
1409861,1411484,CHI
1413011,1416492,FEM
1413011,1422461,NA
1416493,1417993,OCH
1416746,1417011,FEM
1418011,1418192,FEM
1418656,1421992,FEM
1424307,1442139,NA
1424491,1425318,CHI
1424554,1437565,OCH
1425291,1425510,FEM
1425592,1426993,CHI
1429908,1430011,CHI
1430134,1430509,CHI
1431854,1431992,FEM
1432492,1433592,CHI
1433796,1433992,CHI
1435669,1437510,CHI
1437510,1441182,FEM
1437677,1439003,MAL
1439043,1442011,OCH
1445317,1447269,NA
1445568,1447083,CHI
1446063,1446512,OCH
1446692,1446916,OCH
1448110,1453275,NA
1449011,1450606,FEM
1449046,1449245,OCH
1449448,1450012,OCH
1451491,1453040,FEM
1451876,1451992,CHI
1455003,1463493,NA
1455146,1457510,FEM
1455293,1455936,OCH
1456748,1456885,OCH
1456998,1457589,MAL
1457652,1458484,FEM
1457992,1460572,OCH
1460992,1463493,FEM
1465123,1466279,NA
1465815,1466205,OCH
1473491,1473619,OCH
1473814,1474099,OCH
1475992,1477700,NA
1475992,1477912,OCH
1480623,1483259,NA
1480650,1482489,OCH
1482859,1482984,OCH
1483512,1487505,NA
1483550,1483960,OCH
1484121,1485393,OCH
1485405,1487199,FEM
1485525,1485685,OCH
1490010,1493993,NA
1490078,1491053,CHI
1491011,1493492,FEM
1493478,1496661,OCH
1495078,1496766,NA
1497278,1498319,OCH
1497434,1498516,NA
1499011,1502492,NA
1499381,1501575,CHI
1499492,1502509,OCH
1503166,1505645,OCH
1503215,1506079,NA
1505193,1505949,FEM
1509492,1513712,NA
1509513,1509683,OCH
1510491,1511991,CHI
1510670,1513930,OCH
1516992,1520293,FEM
1516992,1520482,NA
1529832,1533163,FEM
1529849,1543492,NA
1533511,1537298,OCH
1533597,1534512,CHI
1536275,1536427,FEM
1538492,1539967,CHI
1541012,1543027,FEM
1545492,1547512,NA
1545612,1546511,CHI
1545666,1546511,OCH
1546012,1546375,FEM
1546508,1547011,FEM
1549402,1557294,NA
1549496,1549764,OCH
1550418,1553511,OCH
1550927,1553662,CHI
1553600,1555514,FEM
1555492,1556982,OCH
1555511,1556849,CHI
1558096,1568511,NA
1558492,1560537,FEM
1558508,1565687,OCH
1561493,1561636,CHI
1561700,1561929,FEM
1561989,1563493,CHI
1563708,1565615,CHI
1565992,1568415,OCH
1566493,1566992,CHI
1567293,1568262,CHI
1573781,1574066,FEM
1573854,1573994,NA
1574492,1576011,FEM
1574492,1578081,NA
1577011,1577492,OCH
1577401,1577511,CHI
1578552,1587992,NA
1578621,1583999,OCH
1582168,1583714,CHI
1583992,1584368,FEM
1584873,1585511,FEM
1585492,1586994,OCH
1585511,1586512,CHI
1586709,1587391,FEM
1588511,1593739,NA
1588761,1589971,OCH
1588817,1590012,CHI
1590011,1591643,FEM
1591988,1592744,OCH
1592372,1592492,CHI
1598992,1601491,OCH
1598992,1602828,NA
1599305,1599492,CHI
1601336,1602637,FEM
1604384,1605621,NA
1604482,1605653,OCH
1609492,1611492,NA
1609592,1610247,CHI
1610236,1610815,OCH
1613204,1613837,NA
1614187,1614584,OCH
1618512,1619722,NA
1618976,1619502,OCH
1622784,1623221,OCH
1625493,1626011,FEM
1625493,1626070,NA
1626492,1632964,NA
1626522,1629011,OCH
1628512,1628863,CHI
1629907,1630741,FEM
1631426,1632698,FEM
1634256,1635491,NA
1634313,1635491,CHI
1652839,1657699,NA
1652881,1656995,OCH
1653737,1654518,CHI
1656511,1657586,CHI
1660735,1660917,OCH
1660735,1661005,NA
1661351,1664512,NA
1661457,1664241,CHI
1666754,1667934,OCH
1666757,1667948,NA
1672491,1673991,OCH
1672512,1674010,NA
1673296,1673526,CHI
1676012,1677993,OCH
1676425,1678899,NA
1678163,1678278,FEM
1679992,1682474,NA
1680008,1682522,OCH
1683877,1685011,NA
1683992,1684780,CHI
1690009,1692407,NA
