segment_onset,segment_offset,speaker_type
7320,7730,NA
8238,9529,NA
8486,9048,MAL
8492,9457,FEM
9285,9403,MAL
11011,12493,NA
11141,12191,CHI
11831,12001,FEM
21875,24131,NA
21976,23783,FEM
24779,27749,NA
24992,26011,CHI
26133,27483,FEM
28898,30511,NA
28949,30491,FEM
32275,37511,NA
32559,33011,OCH
33011,34653,FEM
35429,38011,MAL
35547,35849,CHI
39133,65207,NA
39359,41472,FEM
41371,42076,CHI
41416,42103,OCH
42311,44992,FEM
45353,46511,CHI
46492,48350,FEM
48762,49609,CHI
50267,51865,FEM
52297,58011,FEM
52394,52514,OCH
53013,53906,MAL
53971,55238,CHI
58992,59726,OCH
60537,62473,FEM
62512,64010,CHI
64712,64977,FEM
65958,66358,NA
67735,70992,NA
67770,69614,MAL
68992,69594,FEM
70578,70779,MAL
73263,78783,NA
73447,73812,OCH
74296,75005,FEM
74473,75278,CHI
75922,76916,FEM
77288,77997,CHI
77848,78891,MAL
79864,83560,NA
79957,81064,MAL
81010,83513,FEM
84542,84993,NA
86493,90617,NA
86673,90492,FEM
87264,87710,MAL
90934,93512,NA
90985,93496,FEM
99839,101960,NA
99993,101696,FEM
100057,100384,MAL
102377,103238,NA
102570,102683,FEM
102890,102991,FEM
106031,107103,NA
106145,106773,OCH
107956,109056,MAL
108010,121252,NA
109492,110418,FEM
111009,113037,MAL
111011,111517,FEM
112585,118493,FEM
118768,121011,FEM
120545,120842,MAL
122011,125011,FEM
122011,125011,NA
126492,130532,NA
126569,127313,MAL
126642,126801,FEM
126993,130493,FEM
131554,133773,NA
131774,133750,FEM
137992,140083,NA
138360,139011,FEM
138832,139510,OCH
138961,140011,CHI
152633,153927,MAL
152663,160491,NA
153017,157511,FEM
155969,159012,MAL
157634,158491,FEM
159059,160237,FEM
160723,162022,NA
160836,161511,FEM
162564,162993,NA
162646,162960,OCH
175011,183492,NA
175436,175774,MAL
175573,179954,FEM
178991,182481,MAL
181607,181938,CHI
182608,182885,CHI
187010,196511,NA
187226,189492,FEM
189856,192524,MAL
192473,194992,FEM
193305,194512,MAL
195028,196633,MAL
198020,200492,NA
198312,199512,FEM
201992,203524,FEM
201992,203526,NA
204884,207068,MAL
204986,207011,NA
205080,205492,FEM
211378,218412,NA
211489,216768,FEM
217429,218205,FEM
217529,217679,CHI
226574,226734,NA
226972,236491,NA
226992,233676,FEM
233992,236371,FEM
236672,237011,NA
240600,243992,NA
241610,243534,MAL
242350,242482,FEM
244470,251029,NA
244580,245454,MAL
245800,245933,MAL
246851,250992,FEM
248084,248212,CHI
251630,273043,NA
251834,255493,CHI
252543,252889,FEM
254595,258491,FEM
258719,259512,CHI
259831,267492,FEM
266706,267334,MAL
267470,268511,CHI
269492,272843,FEM
274457,275778,NA
274992,275205,FEM
276011,297068,NA
276389,278080,MAL
277106,277226,FEM
277523,277714,FEM
278188,278445,MAL
278414,279099,CHI
279205,280022,FEM
280385,280957,MAL
281639,282046,CHI
281651,283752,OCH
282218,284017,CHI
283993,285281,FEM
284011,284117,OCH
284739,285061,OCH
285297,286510,OCH
285677,288011,CHI
289011,290191,OCH
289238,289493,FEM
289859,289992,FEM
290483,291511,FEM
291767,292486,FEM
292817,293646,OCH
293993,296511,FEM
294162,295011,CHI
296254,296430,CHI
298046,317229,NA
298512,298689,FEM
299074,302532,FEM
303013,306403,OCH
305512,309511,FEM
310574,311568,CHI
311835,314511,FEM
311855,312506,MAL
313931,314866,CHI
315510,316511,CHI
315590,317013,FEM
318182,319866,FEM
318187,320015,NA
319511,319808,CHI
321992,324493,FEM
321992,330026,NA
324651,327511,CHI
326994,328280,FEM
328772,329648,CHI
329127,329512,FEM
334977,339056,NA
335011,336245,FEM
336440,338992,CHI
339287,339770,NA
340382,345492,NA
340457,343012,CHI
340747,342993,OCH
