segment_onset,segment_offset,speaker_type
773,925,OCH
1399,1841,OCH
10010,12992,NA
10511,12011,FEM
12103,12862,OCH
14479,17019,NA
14862,16492,OCH
15491,16380,CHI
16694,16932,OCH
18741,20010,NA
20306,20429,NA
21983,36512,NA
22493,24847,CHI
22992,23448,OCH
24992,26928,OCH
26511,27149,CHI
27103,29160,FEM
29511,30248,CHI
30993,36511,FEM
41629,41757,NA
41992,43276,NA
42491,43011,CHI
44418,58147,NA
45993,49493,FEM
50510,51627,CHI
53492,56772,OCH
53522,54010,CHI
57011,57512,CHI
57218,57512,OCH
62210,62406,NA
67497,72511,NA
67569,70505,CHI
69189,69413,OCH
70046,71504,OCH
71700,71992,OCH
74491,75961,NA
74792,75494,FEM
77061,83470,NA
77510,83317,FEM
149038,169492,NA
150761,152253,CHI
152513,154283,OCH
153952,163999,CHI
155512,158492,OCH
160512,160860,OCH
161384,163492,OCH
163991,164318,FEM
164435,166195,CHI
166369,169116,CHI
166669,167587,OCH
168391,169012,OCH
177469,178444,NA
177491,178017,CHI
2993011,2994992,OCH
2993011,2996717,NA
2993492,2996509,CHI
2996885,2997138,NA
2997309,2999499,NA
2998141,2998673,OCH
2998166,2998492,CHI
2998839,2998989,OCH
2999764,3000815,NA
3001040,3004513,NA
3002493,3004464,CHI
3005031,3005492,NA
3007986,3009493,NA
3007992,3009364,CHI
3013991,3014296,NA
3027512,3030016,NA
3027566,3029935,CHI
3039992,3041492,NA
3040079,3041228,CHI
3042048,3042191,NA
3042954,3043531,NA
3061641,3068136,NA
3061673,3065576,CHI
3064787,3064993,OCH
3066282,3068037,CHI
3077637,3079171,NA
3077806,3078586,CHI
3080271,3081415,NA
3082011,3082251,NA
3082928,3083993,NA
3087865,3089043,NA
3088012,3089011,CHI
3100493,3106168,NA
3102020,3104517,CHI
3105123,3105992,CHI
3107941,3110992,NA
3108250,3108648,CHI
3108399,3109012,OCH
3110189,3110493,CHI
3110370,3110512,OCH
3114615,3115533,NA
3114622,3115150,CHI
3115336,3115512,CHI
3123993,3129511,NA
3124011,3127698,CHI
3128255,3128491,CHI
3141644,3141747,NA
3145677,3151941,NA
3146457,3151511,CHI
3153409,3155061,NA
3153423,3154965,CHI
3156011,3157845,NA
3156273,3157613,CHI
3156875,3157489,OCH
3160853,3161644,NA
3160883,3161511,CHI
3168533,3168935,OCH
3182510,3184010,NA
3182514,3183992,FEM
3188282,3190110,NA
