segment_onset,segment_offset,speaker_type
10,511,CHI
10,3010,NA
668,2278,OCH
746,2719,CHI
4992,6970,CHI
4992,7155,NA
7449,9012,NA
7511,8707,CHI
18510,20513,NA
19295,19519,CHI
19349,19805,OCH
21992,25993,NA
23011,24511,CHI
23114,25500,OCH
26112,75365,NA
26511,27326,OCH
27010,28991,CHI
28492,28924,FEM
29309,31643,CHI
30993,45011,OCH
38213,40807,CHI
40677,40837,FEM
41992,43470,CHI
44012,50114,CHI
45213,46214,OCH
49955,51011,FEM
50384,53011,CHI
50620,51015,OCH
54010,55991,FEM
55315,72011,CHI
56256,56637,FEM
60510,60966,OCH
65011,67023,OCH
67141,67261,OCH
70492,74993,FEM
76057,84648,NA
76307,76412,OCH
76616,76719,OCH
76837,78465,FEM
79498,82011,CHI
79545,80763,OCH
82083,82510,FEM
83324,84492,FEM
85992,90366,NA
85997,90158,FEM
88536,88951,MAL
91110,92587,NA
91154,91493,FEM
95993,98442,NA
96086,97060,OCH
96491,98378,FEM
122011,125001,NA
122445,123960,CHI
124370,124897,CHI
129992,135163,FEM
130012,135365,NA
141473,141856,NA
142305,142445,NA
150010,151157,NA
156511,167493,NA
156841,158820,FEM
158964,165301,FEM
164595,165086,MAL
165512,167370,CHI
169992,172378,FEM
169992,173753,NA
172992,173510,CHI
183642,184479,NA
183706,184425,CHI
186656,187763,NA
186924,187511,CHI
190947,191597,NA
190991,191511,FEM
192159,193492,NA
201511,207169,FEM
201511,207174,NA
207959,212868,NA
207969,210213,FEM
211493,212868,FEM
222924,225913,NA
222991,224243,CHI
223886,224099,MAL
224011,224492,FEM
225011,225391,FEM
229510,231113,NA
229912,231011,FEM
242367,242532,OCH
246426,247945,NA
246470,247685,CHI
253010,253871,OCH
253484,253813,NA
270992,272045,NA
271046,271179,OCH
271458,271730,CHI
276742,277493,FEM
276927,277491,NA
281011,284013,NA
281473,283510,OCH
281991,283510,CHI
288510,290073,NA
288993,289698,FEM
300503,309605,NA
300716,301492,OCH
302478,303992,FEM
303991,307493,CHI
307463,307993,FEM
307940,309562,CHI
324025,324715,OCH
