segment_onset,segment_offset,speaker_type
16991,18010,FEM
16991,18235,NA
18838,21526,NA
19015,19594,CHI
19928,21492,FEM
22216,23993,NA
22327,23500,OCH
22493,23011,CHI
51992,53011,CHI
51992,53104,NA
69427,70917,NA
69485,70803,FEM
75905,76646,NA
75905,76654,FEM
79586,80150,NA
79589,80418,OCH
80992,81627,OCH
81010,84010,NA
81864,83040,OCH
82011,83012,CHI
83357,83511,OCH
86511,86670,FEM
86511,89010,NA
86992,87330,FEM
88153,89010,FEM
90865,95008,NA
91530,91657,FEM
92659,93990,MAL
92684,94512,FEM
95813,108012,NA
96879,99039,CHI
98803,99993,FEM
100011,101228,OCH
100337,107175,CHI
101729,101992,OCH
107492,108010,FEM
112151,116576,NA
112492,114510,FEM
114991,116511,CHI
119018,120403,NA
119492,120096,CHI
119505,120015,OCH
124909,125765,NA
125096,125398,CHI
126077,127582,NA
126492,127410,FEM
128756,130514,NA
128993,130392,CHI
133736,134850,NA
133815,134795,CHI
141117,144011,NA
141347,143828,CHI
144961,146009,NA
145336,145922,CHI
152837,153011,FEM
152867,153491,NA
154470,155511,NA
154492,155491,CHI
154968,155084,OCH
161644,163492,NA
161701,163382,CHI
174992,179012,NA
175009,179012,CHI
180961,182279,NA
180993,181511,CHI
181130,181471,OCH
191899,193011,MAL
192166,192392,NA
199304,201299,CHI
199329,201313,NA
229986,231429,CHI
229993,232330,NA
232838,234011,NA
247401,248830,NA
247490,248356,CHI
247492,248759,OCH
254414,256277,NA
254463,255708,CHI
254597,254708,OCH
254813,255696,OCH
256930,257510,NA
265511,267028,NA
265913,267012,CHI
271991,274829,NA
272017,273492,CHI
273054,274612,MAL
293011,294557,FEM
293011,294599,NA
296428,297866,NA
296489,297512,CHI
302584,304194,NA
302677,304049,CHI
304469,306631,NA
304511,306458,CHI
316511,318011,MAL
316865,317265,NA
321524,323352,NA
322010,322511,FEM
325223,328733,NA
325279,326666,CHI
327274,328511,FEM
327734,328028,OCH
330266,332890,NA
330510,332633,CHI
331467,332437,OCH
333980,338518,NA
333992,335546,CHI
335797,338185,CHI
338774,340596,NA
342492,343511,NA
342509,343511,OCH
354745,356144,NA
354775,356063,CHI
363992,364468,NA
365511,368493,NA
365644,368163,CHI
369367,369492,NA
369595,369814,NA
381039,382727,NA
381174,381491,CHI
381940,382212,CHI
383992,386732,NA
384306,386544,CHI
391929,392850,CHI
391939,393011,NA
394517,395511,NA
394563,395476,CHI
403512,414739,CHI
403512,414886,NA
407611,411745,OCH
411959,412457,OCH
429492,430511,FEM
429492,434492,NA
430512,432032,CHI
432311,434090,FEM
434688,436701,NA
434903,436054,CHI
435011,435222,OCH
436013,436345,FEM
437010,450898,NA
437132,438376,FEM
437854,438011,OCH
438632,440885,FEM
441280,442512,CHI
443510,444511,FEM
444617,446478,CHI
446027,448018,FEM
448581,450510,FEM
450026,450171,MAL
455011,455212,NA
455966,473666,NA
455996,457781,FEM
458013,459643,CHI
460428,461842,FEM
461992,462492,CHI
462473,468659,FEM
463823,464236,MAL
467687,469989,MAL
468882,468992,FEM
