segment_onset,segment_offset,speaker_type
2012,5011,OCH
2469,5512,NA
3993,5011,CHI
7493,10608,OCH
7541,21991,NA
10992,16492,FEM
13011,14476,MAL
14634,15201,MAL
16895,21991,FEM
16991,18523,MAL
18895,19011,MAL
27992,29197,OCH
29371,29498,OCH
29720,31345,OCH
34771,51006,NA
34803,36511,OCH
37071,37511,OCH
38313,41492,FEM
38597,38789,CHI
39104,39418,CHI
42490,43403,FEM
43492,44400,CHI
44523,46514,FEM
45993,46302,MAL
46573,47256,CHI
46621,46746,OCH
47427,47869,FEM
48841,50491,FEM
49172,49329,MAL
49547,49852,MAL
52512,54010,FEM
52512,54010,NA
59992,63492,FEM
59992,63500,NA
65991,67015,CHI
65991,71006,NA
67011,68872,FEM
68865,69776,CHI
69650,70683,FEM
71668,72567,NA
71734,72524,CHI
75511,78407,NA
75511,78498,OCH
75801,76493,CHI
83135,85992,OCH
83492,84515,NA
97011,98245,NA
100869,102567,NA
101427,102510,FEM
107023,108238,NA
107131,108036,OCH
111011,111154,NA
112492,117663,NA
112740,117630,FEM
120511,122281,NA
120889,122011,OCH
129136,129511,FEM
129153,129511,NA
131011,131607,OCH
138505,139992,OCH
138512,140493,NA
142511,152511,NA
142547,147373,OCH
145787,149012,CHI
148510,148709,OCH
149175,149492,CHI
149251,149691,OCH
150012,151998,OCH
156492,160993,NA
156511,160993,CHI
162420,167874,NA
162493,167157,CHI
164992,165512,FEM
167113,167371,OCH
168865,201888,NA
168909,170492,CHI
170000,181958,OCH
170689,173492,CHI
180510,184412,CHI
183956,185510,FEM
185011,187512,CHI
186251,186374,OCH
186980,189493,FEM
189407,190713,CHI
190492,191511,FEM
191690,195323,CHI
191800,193012,OCH
193231,193990,OCH
195532,196511,CHI
195991,196587,OCH
196562,198147,FEM
198610,200238,OCH
199010,200390,FEM
200178,201784,CHI
204795,205688,OCH
205116,205757,NA
209512,213511,NA
209724,210492,CHI
210492,210991,FEM
212382,213182,FEM
218492,220991,OCH
218508,220869,NA
222861,224225,NA
222877,223326,OCH
225116,227094,NA
225325,227011,OCH
225992,226512,CHI
229011,232933,NA
229152,231126,CHI
232161,232760,OCH
234510,235850,NA
234802,235806,CHI
236598,237909,OCH
237016,237510,NA
245012,245282,NA
245384,249491,NA
245572,249006,CHI
245698,246390,OCH
246691,246990,OCH
247104,247492,OCH
263675,266282,NA
263682,265697,OCH
264840,265517,CHI
266466,266881,NA
266991,271368,NA
267153,268490,FEM
282012,284530,OCH
282012,284996,NA
283993,284452,CHI
285581,287512,NA
285587,287033,OCH
292940,297194,OCH
292979,299577,NA
297437,299089,FEM
299741,303492,NA
299992,301776,OCH
299992,303492,CHI
310399,313745,NA
310492,311331,CHI
311484,313511,CHI
315811,317311,NA
315979,316254,OCH
315993,316889,CHI
316430,316847,OCH
317810,320011,NA
318063,319683,CHI
318075,319487,OCH
319812,319993,CHI
328808,339152,NA
328823,330808,CHI
331012,333511,OCH
333631,333985,OCH
333754,335571,CHI
335840,335992,CHI
337265,338991,CHI
341427,342153,NA
342741,342992,NA
371824,372492,NA
373992,374294,NA
374492,375992,NA
374674,375673,OCH
375092,375210,CHI
380217,380627,MAL
384510,386051,NA
384522,385857,OCH
386863,389313,OCH
387492,388067,NA
389492,391934,OCH
394011,396492,OCH
394094,396679,NA
396809,396947,NA
397602,399922,NA
397690,399511,OCH
401099,402012,NA
401411,401993,FEM
403004,403795,OCH
406492,407547,NA
406598,407003,FEM
420512,420745,NA
421011,422992,NA
433328,433514,NA
438885,443823,NA
438927,443510,CHI
442493,443198,OCH
465011,468492,NA
465060,465411,OCH
465067,468493,FEM
469727,471332,NA
469758,471209,FEM
476650,477857,FEM
476680,477883,NA
487836,494297,NA
489011,491335,OCH
490011,491493,CHI
491528,492011,FEM
491947,494370,OCH
495833,497991,NA
496010,497983,FEM
496169,496993,OCH
501058,504457,NA
501479,503492,FEM
503359,504069,CHI
505892,509247,NA
507543,508512,CHI
523010,524174,NA
523088,524043,CHI
532374,536068,NA
532492,535813,CHI
536662,536883,OCH
541492,544644,NA
541504,542511,CHI
543323,544656,CHI
548859,549011,OCH
552206,554111,NA
552493,553534,CHI
555096,557008,NA
555285,556885,CHI
562783,562980,OCH
565512,566344,CHI
565512,566364,NA
567486,568011,NA
567579,567682,MAL
567788,567894,CHI
574972,576887,NA
574979,576837,CHI
578244,580350,NA
578296,580223,CHI
584342,588510,CHI
584493,588492,NA
589682,594805,NA
589692,592299,CHI
592738,594776,CHI
595752,598268,NA
595991,597562,CHI
599084,602005,OCH
599181,599365,NA
599773,601759,NA
617804,619554,NA
617817,619511,CHI
621062,621766,NA
621132,621721,CHI
622510,624511,NA
622696,624512,CHI
625943,627396,NA
625970,627256,CHI
628992,629952,CHI
628992,630011,NA
633359,634613,NA
633472,634625,CHI
637575,646993,NA
637624,646936,CHI
648992,650803,NA
649176,649824,CHI
649399,650876,OCH
652512,654360,CHI
652544,657146,NA
654801,656512,OCH
656993,658011,MAL
657283,657494,NA
672087,672212,OCH
672582,673573,NA
672631,673313,OCH
682261,684725,NA
682315,684011,CHI
684197,684475,CHI
684197,684648,OCH
686401,687375,NA
686448,687248,CHI
688414,688870,NA
690992,691510,NA
691013,691394,CHI
694094,694725,NA
694261,694487,OCH
696512,696900,NA
697493,699530,NA
697992,699327,CHI
699685,700146,NA
700512,700740,NA
701011,702879,NA
701048,702795,CHI
707797,708232,NA
707820,708011,FEM
713502,717086,NA
713865,717039,CHI
714779,715010,FEM
725166,727166,CHI
725191,727208,NA
729547,731012,OCH
729856,732993,NA
730492,731493,CHI
731577,732512,FEM
742011,742408,NA
742510,742626,NA
742736,746936,NA
742880,744546,CHI
745067,746511,CHI
748266,749685,NA
748492,749572,CHI
751061,752492,CHI
751142,752492,NA
769144,770011,NA
769206,769513,CHI
810010,811492,NA
810047,811345,CHI
859201,860993,OCH
859262,859654,NA
860104,860511,NA
864152,865991,OCH
864184,865780,NA
867498,868060,OCH
967012,968276,NA
967073,968094,FEM
971379,977336,NA
971904,972010,MAL
972493,974012,OCH
975011,975786,OCH
975962,976598,OCH
976006,976867,CHI
977927,983011,NA
978011,978843,FEM
978991,979857,OCH
980512,982792,FEM
985181,986518,NA
985286,986511,FEM
989012,993013,FEM
989012,993317,NA
991511,993011,CHI
993988,994493,NA
995011,995232,NA
997459,1000510,NA
998438,1000119,CHI
999552,1000001,OCH
1001067,1001492,NA
1001292,1001523,OCH
1003507,1005000,NA
1003511,1004993,FEM
1038479,1039591,OCH
1038614,1041511,NA
1039738,1039961,OCH
1040720,1041262,FEM
1040744,1040982,CHI
1069905,1072011,NA
1069970,1071018,CHI
1071507,1072106,OCH
1072565,1074096,OCH
1073010,1074249,NA
1074418,1075154,NA
1075348,1076239,NA
1078004,1079011,NA
1078277,1079657,OCH
1080511,1081417,OCH
1080980,1081432,NA
1082180,1082403,OCH
1083011,1085508,OCH
1083024,1087012,NA
1085493,1086808,FEM
1098601,1099499,NA
1101011,1103011,NA
1102121,1102717,FEM
1111460,1115893,NA
1111511,1113511,OCH
1111511,1115608,CHI
1114278,1114511,FEM
1118352,1120537,NA
1118492,1120536,CHI
1123502,1130058,NA
1123511,1129993,CHI
1132498,1162011,NA
1132510,1155992,CHI
1135040,1135200,OCH
1135391,1135678,OCH
1135823,1136012,OCH
1140991,1142491,OCH
1153681,1154010,OCH
1156704,1160648,CHI
1160760,1161992,CHI
1164918,1169019,NA
1164983,1168012,CHI
1168055,1168533,OCH
1171037,1175492,NA
1171086,1174172,CHI
1174444,1174822,CHI
1175951,1177505,NA
1176010,1177473,CHI
1178012,1179369,NA
1178201,1179205,CHI
1180504,1181636,NA
1180511,1181572,OCH
1180668,1181500,CHI
1189510,1191088,NA
1189654,1190012,OCH
1189844,1191010,FEM
1197011,1198187,NA
1197556,1198010,MAL
1201622,1201794,NA
1205936,1207919,NA
1206510,1207858,FEM
1211682,1213822,NA
1211993,1213598,FEM
1218993,1221285,NA
1219328,1220516,OCH
1220010,1221011,CHI
1230420,1234511,NA
1230491,1232011,CHI
1231991,1233203,FEM
1232709,1232957,CHI
1233996,1234492,FEM
1236423,1239644,NA
1236884,1239511,FEM
1244012,1246012,FEM
1244012,1249512,NA
1245491,1247113,OCH
1248245,1248495,OCH
1248991,1249263,FEM
1250773,1263492,NA
1250993,1251992,FEM
1251470,1251929,OCH
1252857,1255354,CHI
1254511,1261496,OCH
1256636,1257650,CHI
1257883,1258944,CHI
1261492,1263223,FEM
1264493,1266337,CHI
1264493,1266454,NA
1269010,1269717,OCH
1269027,1269493,NA
1270510,1272014,NA
1278811,1283428,NA
1279979,1283482,OCH
1292957,1294491,NA
1292993,1294281,OCH
1295355,1295463,NA
1295789,1297261,CHI
1295814,1297233,NA
1311513,1312809,NA
1314011,1317190,NA
1314492,1315265,OCH
1315386,1319492,OCH
1318358,1319011,NA
1323992,1330553,CHI
1323992,1330648,NA
1336471,1337770,CHI
1336488,1338044,NA
1338302,1338751,NA
1338473,1338670,MAL
1339011,1343491,NA
1339013,1339570,MAL
1339684,1341366,CHI
1340955,1346011,MAL
1343824,1344347,NA
1347909,1349991,NA
1347992,1349926,CHI
1353011,1355993,OCH
1353135,1356491,NA
1357211,1363357,NA
1357393,1359992,CHI
1360442,1361640,CHI
1360842,1360992,OCH
1361510,1362899,FEM
1366511,1366992,NA
1370512,1372012,OCH
1370768,1371131,NA
1371482,1371992,NA
1373109,1377010,NA
1373183,1376980,CHI
1379492,1380763,CHI
1379492,1380830,NA
1383487,1383983,NA
1390584,1390878,NA
1393046,1396011,OCH
1393705,1393992,NA
1396492,1397992,NA
1396992,1397993,CHI
1400232,1403064,NA
1400311,1401796,CHI
1401811,1402992,FEM
1403838,1405121,NA
1403992,1405288,OCH
1406511,1406767,NA
1407011,1411992,NA
1407194,1408510,FEM
1408082,1409942,CHI
1409493,1411511,FEM
1415075,1417689,NA
1415841,1417562,FEM
1415870,1416614,MAL
1423011,1423770,NA
1444424,1446010,OCH
1444441,1446010,NA
1447511,1448173,NA
1448349,1452578,NA
1449252,1450926,CHI
1451189,1452573,CHI
1454554,1455992,NA
1454637,1455941,CHI
1458992,1459119,NA
1459510,1459647,NA
1459510,1459731,OCH
1460012,1462012,OCH
1460148,1461587,NA
1468424,1471993,NA
1468496,1471064,CHI
1468706,1469511,OCH
1469726,1472445,OCH
1473010,1473263,NA
1473041,1473159,OCH
1473491,1478992,NA
1473611,1479467,OCH
1474264,1474369,CHI
1475133,1476530,CHI
1480925,1482346,OCH
1481011,1482545,NA
1483075,1484589,NA
1483601,1484011,FEM
1484011,1495685,OCH
1485089,1485254,NA
1485695,1488992,NA
1491029,1491351,NA
1491603,1492000,NA
1492187,1495493,NA
1496823,1502012,OCH
1496863,1516713,NA
1498726,1499364,CHI
1501011,1501357,CHI
1501492,1502040,CHI
1502467,1519992,OCH
1502548,1503064,CHI
1511992,1512918,CHI
1517493,1519992,NA
1526312,1527129,OCH
1527984,1530988,OCH
1527992,1530992,NA
