segment_onset,segment_offset,speaker_type
10,874,NA
42,879,FEM
2766,3752,OCH
2864,6011,NA
4067,6035,OCH
4492,4848,FEM
6257,6492,OCH
8492,8813,MAL
9011,10314,MAL
12866,15959,NA
13154,15010,FEM
13411,13568,MAL
16409,16525,MAL
16455,24815,NA
17322,18011,FEM
18505,20145,CHI
19992,22549,MAL
22511,24558,CHI
23984,24510,OCH
25491,28078,NA
25608,27631,CHI
25766,27502,OCH
27758,27863,FEM
28492,30272,MAL
29003,29744,NA
30993,31904,OCH
31011,31138,NA
31276,32073,NA
45178,45696,NA
47010,48991,MAL
47812,48241,NA
50510,52491,MAL
50706,56049,NA
52940,53765,CHI
53398,55629,MAL
54510,55085,FEM
62512,64010,MAL
62768,63365,NA
65171,69078,NA
65384,65970,OCH
66575,67915,CHI
66606,67510,OCH
68143,68847,FEM
69957,70991,NA
70011,70813,MAL
73030,73935,MAL
75992,78299,MAL
76640,77511,NA
84772,85332,MAL
84966,86107,NA
85082,86010,CHI
90487,91503,NA
90641,91365,OCH
97475,100011,OCH
97492,98692,NA
99011,100012,NA
102401,103511,CHI
102403,109222,NA
103818,104108,FEM
103904,104010,MAL
104436,105845,FEM
105992,107011,OCH
105992,107190,CHI
107011,109129,FEM
109775,113010,NA
109882,112865,MAL
112381,112936,FEM
115349,122011,NA
115467,117850,CHI
117236,117393,OCH
117975,119252,FEM
119286,120057,CHI
119583,120980,FEM
121141,121968,CHI
122511,127719,NA
122806,125022,FEM
125241,127641,CHI
128512,131927,NA
129048,129360,FEM
129391,131728,CHI
133718,135773,NA
133915,134985,FEM
134035,135512,CHI
136868,144290,NA
136991,139762,FEM
137172,137511,CHI
139874,140993,OCH
139958,141011,CHI
140867,144180,FEM
146492,146856,NA
149594,149731,NA
149988,150992,NA
149992,150947,FEM
156274,156959,MAL
156511,158013,NA
157012,157992,CHI
157088,157950,OCH
160815,161492,NA
160880,161435,CHI
162371,162492,NA
207993,209011,NA
208013,209002,CHI
231770,232897,CHI
231795,234520,NA
233091,234495,FEM
235216,238512,NA
235324,236993,CHI
236863,237263,FEM
237794,238511,CHI
239993,243133,FEM
239993,246492,NA
241402,241603,CHI
243876,244791,CHI
243879,244088,FEM
244200,246316,FEM
247232,248577,CHI
247254,249547,NA
