segment_onset,segment_offset,speaker_type
10,3998,OCH
10,4114,NA
511,1510,CHI
1941,2393,CHI
3142,3917,CHI
7795,8512,NA
7919,8511,OCH
8858,8993,NA
93840,94993,NA
93992,94853,CHI
95764,96512,NA
95928,96220,CHI
96017,96137,OCH
100011,101293,OCH
100178,101133,NA
105492,107033,NA
105992,106907,FEM
122779,123491,CHI
122779,123510,NA
128993,130443,FEM
129011,130449,NA
148233,148515,NA
148264,148510,CHI
160977,161510,NA
166011,168336,NA
166055,167820,FEM
179248,181172,NA
179353,181027,FEM
181511,183339,NA
181992,183224,FEM
185647,186813,NA
185740,186798,CHI
242713,243992,CHI
242929,243992,NA
329778,329992,NA
334046,334181,MAL
334621,335525,NA
486196,487428,CHI
486216,487382,NA
558954,559538,NA
559047,559511,FEM
561016,562175,CHI
561217,562208,NA
569408,570323,NA
569433,570265,CHI
636491,636930,NA
642492,643231,OCH
642541,643135,NA
650492,650850,MAL
821991,823123,NA
822140,822290,FEM
823397,825079,NA
823510,825010,CHI
825571,826656,CHI
825574,826689,NA
831988,833252,NA
832012,832684,FEM
832240,832993,OCH
837083,840512,NA
837116,839492,FEM
838310,838864,MAL
843011,843912,NA
873492,874665,FEM
873492,874697,NA
876012,877914,FEM
876012,877921,NA
884572,890021,NA
885001,889993,FEM
891493,899492,NA
891511,899328,FEM
892051,892491,OCH
899929,912492,NA
900124,900492,FEM
901010,912483,FEM
913548,917051,NA
913688,916724,FEM
916010,916796,MAL
917637,926512,NA
918010,926491,FEM
918513,921468,MAL
926681,927437,NA
930229,939492,NA
930493,930635,OCH
931191,939035,FEM
936993,938687,MAL
950314,950781,NA
950948,954011,NA
951510,953992,FEM
955977,956510,NA
961991,964109,FEM
962005,964195,NA
1009179,1009366,MAL
1044539,1044691,NA
1044993,1050493,NA
1045011,1045821,FEM
1045995,1046511,CHI
1046993,1047530,OCH
1047797,1049491,OCH
1048424,1050312,FEM
1051009,1054781,NA
1051075,1054511,FEM
1051815,1051979,MAL
1135610,1136086,NA
1135682,1136011,FEM
1137829,1138882,CHI
1137913,1138858,NA
1160492,1161501,FEM
1160492,1161521,NA
1162137,1163023,NA
1162242,1163012,FEM
1163433,1164014,NA
1163503,1163783,FEM
1166010,1166155,FEM
1166015,1166140,NA
1180867,1184551,NA
1181544,1181993,FEM
1182548,1184011,OCH
1183609,1184011,FEM
1184315,1184420,OCH
1185322,1187992,NA
1185376,1187438,FEM
1186657,1186768,MAL
1188992,1190609,NA
1189504,1189683,FEM
1189991,1190511,FEM
1213993,1215011,FEM
1213993,1216322,NA
1215508,1216124,OCH
1216510,1223778,NA
1216566,1218011,OCH
1216823,1223578,FEM
1221455,1221666,MAL
1221856,1222011,MAL
1224374,1224475,NA
1224977,1230291,NA
1225009,1230011,FEM
1230677,1232506,NA
1230883,1232398,OCH
1231511,1232397,FEM
1233112,1234040,NA
1233129,1234055,MAL
1234251,1253011,NA
1234319,1234520,MAL
1235512,1237046,FEM
1237511,1241529,FEM
1242511,1244388,FEM
1245011,1246510,FEM
1245876,1246991,OCH
1247300,1249511,OCH
1247500,1248016,FEM
1248141,1248256,FEM
1249064,1249444,FEM
1250245,1253011,FEM
1250326,1250959,MAL
1253141,1253492,NA
1255076,1260400,NA
1255087,1259512,FEM
1261011,1262388,NA
1261482,1262476,FEM
1269795,1271918,NA
1270193,1271673,MAL
1274653,1279170,NA
1274815,1278801,FEM
1280446,1282370,NA
1280745,1281693,OCH
1283796,1293011,NA
1283990,1287434,FEM
1286288,1286701,MAL
1288492,1292010,OCH
1288850,1288992,CHI
1290065,1291493,CHI
1292164,1292871,MAL
1292657,1292789,FEM
1294529,1309511,NA
