segment_onset,segment_offset,speaker_type
10,1292,OCH
511,1071,NA
1976,6510,NA
2054,3002,OCH
2101,4011,FEM
4595,4804,OCH
5076,6335,OCH
7992,9998,OCH
8181,8296,NA
8551,8656,NA
8989,20305,NA
9511,10529,CHI
10513,11758,FEM
12310,13083,OCH
13993,14923,FEM
14405,15018,OCH
15474,19085,OCH
17749,19011,CHI
19513,20291,FEM
22491,23122,FEM
22493,23011,NA
24857,27511,NA
24992,27184,OCH
25066,26995,CHI
29001,31510,FEM
29012,31601,NA
32010,35420,OCH
32010,35512,NA
32511,33010,CHI
33492,35492,CHI
37604,40490,OCH
38011,40011,NA
50858,59292,NA
50993,54709,FEM
55991,57511,FEM
57176,59382,MAL
59646,59992,NA
59765,59868,FEM
64992,76757,NA
64992,67275,CHI
66992,69010,FEM
69236,71107,OCH
71594,72490,MAL
72461,74010,OCH
73492,73899,CHI
74137,76803,FEM
79491,80991,OCH
79512,81011,NA
81314,81493,NA
85845,98300,NA
85982,90992,CHI
87500,88386,FEM
91341,93558,CHI
93742,95475,CHI
94051,94272,OCH
95948,98230,FEM
114492,115829,FEM
114510,115901,NA
118702,121012,NA
118825,120062,FEM
118992,119832,MAL
123378,125152,NA
123512,124276,FEM
124399,125012,FEM
128010,151026,NA
128135,129510,CHI
128491,129152,OCH
129414,131630,OCH
130648,130818,FEM
130938,134765,FEM
133010,135511,OCH
135125,135753,CHI
135611,137538,FEM
136615,138518,CHI
138171,142371,FEM
139492,141041,MAL
141293,141511,CHI
141738,142011,CHI
142253,144794,OCH
142626,144502,CHI
144119,144308,FEM
144492,145439,FEM
146575,148993,FEM
150788,150965,FEM
153564,171075,NA
154658,156580,CHI
154727,157732,OCH
158510,159251,FEM
159332,160993,CHI
159450,161321,OCH
160967,161753,FEM
162446,166160,OCH
167010,168011,OCH
167511,167901,CHI
171722,173011,MAL
171784,177069,NA
173003,177114,OCH
181751,181987,OCH
182682,190691,NA
182706,183492,FEM
183011,185409,OCH
185012,187992,FEM
188511,190263,FEM
188512,188767,MAL
188992,190010,MAL
192272,209893,NA
193492,197010,FEM
196644,200510,CHI
198445,198828,FEM
199862,201992,FEM
201493,209738,CHI
203507,203979,FEM
210376,228380,NA
210492,214321,CHI
214051,216493,FEM
215782,216157,MAL
217011,217323,OCH
217650,218848,MAL
219434,222898,OCH
222600,224011,FEM
224492,224953,OCH
225988,227578,FEM
230492,231511,FEM
230492,231511,NA
232991,235512,OCH
233999,235398,NA
236226,237436,OCH
236284,239706,NA
237878,238575,FEM
239176,239554,MAL
277520,278090,NA
277580,278123,OCH
350808,352448,NA
350836,351513,FEM
352023,352163,OCH
352708,356405,NA
352767,356392,FEM
353913,355493,OCH
357777,360992,NA
357991,358492,CHI
358565,361010,MAL
358582,359745,FEM
361748,362352,NA
362821,363687,NA
362838,363704,FEM
370011,378638,NA
370432,372855,MAL
370492,371496,FEM
372703,375492,OCH
374492,377992,CHI
377011,378118,FEM
378511,380728,MAL
379011,382411,NA
380089,381010,FEM
380511,382263,CHI
381848,382012,OCH
383024,383910,MAL
383277,383493,NA
384890,393010,NA
384947,387082,CHI
386697,387146,FEM
387492,389991,FEM
388191,388334,MAL
388493,392432,MAL
391487,392727,FEM
392410,392511,CHI
398113,400104,NA
398341,399991,FEM
400501,410155,NA
400606,401492,CHI
400700,403390,OCH
402308,403347,FEM
403512,405368,FEM
403841,404011,MAL
405707,411718,MAL
411991,412128,MAL
412879,414528,MAL
413141,413308,NA
414011,416524,NA
414943,416335,OCH
416649,425011,NA
416723,417668,OCH
417876,419135,OCH
419011,421588,MAL
421774,425208,OCH
426691,427219,NA
427908,430640,OCH
427972,430512,NA
434423,434990,MAL
437368,438499,NA
437478,438146,CHI
437493,438453,OCH
438991,441556,OCH
439091,439212,NA
439354,441531,NA
447134,449525,OCH
448305,450011,NA
449643,450274,MAL
451972,456012,NA
451992,454511,FEM
454675,454992,FEM
455333,455591,FEM
458992,462890,NA
459150,462628,FEM
464624,473991,NA
465512,470895,FEM
471319,473492,FEM
474992,475510,NA
477512,477650,FEM
477993,480322,FEM
477993,480323,NA
480661,484011,NA
480678,483935,FEM
485992,495012,NA
486010,491572,FEM
