segment_onset,segment_offset,speaker_type
1011,6630,FEM
1011,6993,NA
3512,4492,CHI
6126,6575,CHI
9492,15545,NA
9754,10314,CHI
10493,13455,FEM
12358,14496,OCH
13664,15515,FEM
22081,25562,NA
23011,25601,FEM
29012,31493,FEM
29012,31493,NA
33521,35580,NA
33529,34067,FEM
34584,35558,CHI
37393,38525,NA
37473,38464,OCH
39673,43056,FEM
39788,43062,NA
44462,45748,NA
44493,45558,FEM
46511,49872,NA
46821,49499,FEM
55991,57122,FEM
56177,57117,NA
57767,60011,FEM
57795,67491,NA
60456,67491,FEM
63865,64446,MAL
67907,69674,NA
67986,69604,FEM
70426,71992,FEM
70435,72011,NA
73992,77011,NA
74512,76512,FEM
76307,76435,OCH
77951,81493,NA
78011,81411,FEM
84491,85011,FEM
84557,85011,NA
87011,90492,FEM
87011,92018,NA
90011,90244,MAL
92279,92492,NA
94011,97011,NA
94292,96805,FEM
95614,96512,OCH
97647,97952,NA
99890,101493,FEM
99920,101611,NA
102578,102991,NA
103202,103813,NA
103282,103512,OCH
105364,105492,NA
105369,105492,FEM
106814,109494,NA
106873,109111,FEM
136510,137463,CHI
136549,137480,NA
143677,144455,NA
143829,144383,CHI
149005,150492,NA
149011,150491,CHI
154594,156793,FEM
154626,156784,NA
175394,176417,CHI
175404,176405,NA
183025,183492,NA
184140,185011,CHI
184206,184996,NA
187491,188863,CHI
187491,188898,NA
199834,202143,NA
200013,200695,FEM
200468,200775,CHI
200963,202011,CHI
201219,201811,FEM
211035,213166,NA
211467,211936,MAL
211493,213046,CHI
236993,238512,FEM
236993,238512,NA
263453,268355,NA
263491,267511,FEM
268927,271992,NA
269011,269207,FEM
269492,269794,FEM
269987,271992,FEM
278011,284012,FEM
278011,284013,NA
293122,294492,NA
293230,294302,FEM
296894,302512,NA
296907,302005,FEM
303510,303623,NA
313637,317010,FEM
313642,317204,NA
322512,325712,FEM
322512,325914,NA
334511,343180,NA
334635,338663,FEM
335583,335949,MAL
338079,338685,CHI
339721,343039,FEM
347993,350492,NA
348125,350012,CHI
348847,350011,FEM
354512,357492,NA
354993,357377,FEM
355573,355880,CHI
359438,360992,FEM
359443,363128,NA
361646,363253,FEM
367511,367887,FEM
367511,370493,NA
367991,370269,FEM
381512,383512,NA
381532,383493,FEM
385012,386917,NA
385329,386574,FEM
385634,386010,CHI
402511,404511,FEM
402511,406492,NA
403959,406232,MAL
405037,405837,FEM
414447,416438,NA
414492,416492,FEM
427013,428010,NA
427067,428014,FEM
435993,438511,NA
436011,438510,FEM
540776,543454,NA
540781,543226,CHI
568595,569805,NA
568620,569727,CHI
642954,643783,NA
642992,643512,CHI
654342,655511,NA
654406,655493,CHI
663491,665373,NA
663689,665267,CHI
667286,668992,NA
667533,667992,CHI
694492,694912,NA
694680,694818,OCH
730644,732019,NA
730743,732010,CHI
742299,743072,NA
742323,743011,CHI
808010,809510,CHI
808010,809596,NA
809708,809992,NA
810417,811011,NA
887492,889011,NA
887541,889011,FEM
897713,900551,NA
898012,900025,CHI
900793,901805,NA
901113,901511,FEM
945169,946274,FEM
945197,946139,NA
968012,969610,NA
969099,969511,FEM
986511,988011,NA
986794,987945,CHI
1025561,1026911,NA
1025686,1026037,OCH
1026287,1026490,OCH
1028459,1030496,NA
1028467,1029345,MAL
1029011,1029112,CHI
1029464,1030129,CHI
1041513,1044787,CHI
1041674,1044740,NA
1172399,1176010,NA
1172683,1172997,CHI
1174242,1175992,FEM
1177011,1177127,NA
1195069,1197911,NA
1195204,1197992,FEM
1198992,1201005,FEM
1199011,1200992,NA
1204050,1204992,NA
1204188,1204991,FEM
1205280,1206011,FEM
1205302,1205992,NA
1211126,1212439,NA
1211163,1211993,OCH
1212573,1213867,NA
1213010,1213511,FEM
1215511,1223525,NA
1215550,1223010,FEM
1223309,1223468,FEM
1225324,1226186,NA
1225753,1225947,FEM
1228510,1230010,FEM
1228510,1230051,NA
1230734,1230992,NA
1231273,1234791,NA
1231291,1234492,FEM
1236011,1239538,NA
1236268,1239501,FEM
1240353,1242307,NA
1240458,1242493,FEM
1243715,1244636,FEM
1243745,1244579,NA
1247216,1252591,NA
1247493,1252591,FEM
1247511,1247754,OCH
1253148,1254415,FEM
1253239,1256562,NA
1254963,1255560,OCH
1255696,1256293,FEM
1259359,1259492,FEM
1263043,1267999,NA
1263158,1266449,FEM
1266823,1267491,FEM
1268285,1272073,NA
1269010,1272044,FEM
1276040,1277513,NA
1276082,1277581,FEM
1298489,1302625,FEM
1298492,1302827,NA
1317511,1317717,NA
1317588,1317718,FEM
1317992,1325511,FEM
1317992,1325511,NA
1322733,1323010,OCH
1329423,1330007,NA
1329654,1329779,CHI
1329693,1329801,OCH
1331817,1342992,NA
1331848,1339023,FEM
1339991,1342678,FEM
1341740,1341841,OCH
1343264,1343519,NA
1343282,1343388,OCH
1346011,1346246,NA
1346492,1349092,NA
1346492,1349111,FEM
1350677,1369511,NA
1350812,1351011,OCH
1351011,1351146,FEM
1351492,1353492,FEM
1354251,1361055,FEM
1355390,1355493,OCH
1361634,1362493,CHI
1361728,1362012,OCH
1362427,1369499,FEM
1375513,1376784,MAL
1376992,1377513,NA
1379491,1381011,NA
1379565,1380053,CHI
1380011,1380458,FEM
1388146,1388789,OCH
1395331,1401511,NA
1395352,1396992,FEM
1397135,1398223,FEM
1399012,1400025,FEM
1400223,1401011,FEM
1402989,1405011,NA
1402993,1403513,MAL
1403038,1404832,CHI
1406492,1409010,FEM
1406492,1409492,NA
1411012,1416993,NA
1411351,1413962,CHI
1412277,1413119,OCH
1414361,1416011,FEM
1416643,1416766,MAL
1417596,1418522,NA
1418297,1418415,MAL
1419488,1425511,NA
1420011,1425502,FEM
1425747,1425992,NA
1426656,1426909,NA
1427080,1428607,NA
1427747,1428528,FEM
1428773,1428920,NA
1432011,1434016,NA
1432115,1433991,FEM
1435492,1438492,NA
1435637,1436511,OCH
1436106,1438492,FEM
1440492,1442991,FEM
1440492,1443011,NA
1444011,1448366,NA
1444048,1445493,OCH
1445933,1448228,FEM
1448788,1449158,NA
1448832,1449009,FEM
1449330,1449571,NA
1453402,1456512,NA
1453415,1456361,FEM
1459492,1494830,NA
1459991,1470492,FEM
1470012,1471011,OCH
1471009,1483417,FEM
1478744,1479110,MAL
1481402,1481510,OCH
1483115,1484617,MAL
1485511,1490492,FEM
1490854,1491510,FEM
1492219,1492327,MAL
1492440,1492774,MAL
1493681,1493902,FEM
1495322,1495675,NA
1495339,1495617,MAL
1496492,1496779,NA
1496991,1499011,NA
1497538,1499011,CHI
1531668,1531992,NA
1532694,1534140,NA
1533234,1533907,FEM
1534336,1536051,NA
1534493,1535534,FEM
1534916,1535866,OCH
1538960,1542370,NA
1538992,1539993,CHI
1540510,1542326,FEM
1542986,1547053,NA
1543239,1546992,CHI
1544992,1546011,OCH
1571209,1571444,NA
1576992,1577510,NA
1578731,1584654,NA
1578763,1582502,CHI
1582696,1584642,CHI
1617011,1617256,NA
1617011,1617694,FEM
1617992,1618492,FEM
1657112,1658980,NA
1657537,1657993,MAL
1657992,1658510,FEM
1666011,1671116,CHI
1666011,1671403,NA
1668131,1669800,OCH
1693992,1694618,MAL
1707581,1708511,FEM
1707588,1708511,NA
1718511,1720232,NA
1718992,1720382,FEM
1721954,1722992,NA
1721993,1722492,FEM
1723511,1734510,NA
1723663,1726491,FEM
1728559,1729511,OCH
1729050,1729266,FEM
1729492,1730159,FEM
1731512,1734492,CHI
1739492,1743286,NA
1739622,1741011,FEM
1740704,1742992,CHI
1743992,1746010,OCH
1743998,1752844,NA
1745511,1748992,FEM
1749291,1752511,FEM
1754786,1755993,NA
1754789,1755992,CHI
1757492,1758491,FEM
1757492,1758491,NA
1760538,1765042,NA
1760940,1764359,CHI
1764465,1765010,FEM
1766443,1770076,NA
1766510,1768329,CHI
1769214,1769324,CHI
1771477,1777167,NA
1771492,1775441,FEM
1776182,1776346,FEM
1778115,1787624,NA
1778478,1781510,FEM
1781992,1783992,CHI
1785993,1787493,FEM
1787835,1787992,NA
1788387,1789207,NA
1789493,1789785,FEM
1789493,1790011,NA
1789891,1790011,FEM
1791990,1794012,NA
1792511,1794335,FEM
1795286,1797011,NA
1795296,1796543,FEM
1796681,1796909,FEM
1800343,1801349,NA
1800382,1801339,FEM
1803554,1804275,NA
1803828,1803939,FEM
1805444,1812491,NA
1805573,1806012,OCH
1806011,1812491,FEM
1818950,1819493,NA
1825006,1835516,FEM
1825011,1835992,NA
1836358,1838226,NA
1836992,1838195,FEM
1843928,1844512,NA
1843931,1844538,FEM
1858970,1860011,NA
1858979,1860022,FEM
1863022,1863214,NA
1863992,1865511,NA
1864337,1865409,CHI
1868992,1870966,FEM
1868992,1878523,NA
1870511,1870739,MAL
1870845,1870990,MAL
1870887,1874878,CHI
1871279,1874630,OCH
