segment_onset,segment_offset,speaker_type
10,8326,NA
302,908,OCH
1360,2511,CHI
2491,2992,FEM
2852,3991,MAL
3409,3603,FEM
4112,4510,FEM
4529,6522,CHI
6213,8154,FEM
8893,23492,NA
8951,10085,FEM
9653,9867,OCH
10351,11492,OCH
10468,11511,CHI
11492,15186,FEM
13667,15088,OCH
15439,20377,OCH
15491,16991,CHI
19992,23492,FEM
24335,26422,NA
24445,26014,FEM
25658,25872,OCH
28298,29783,FEM
28308,29808,NA
30076,39705,NA
30097,30993,CHI
31361,33344,OCH
32010,33574,CHI
33443,38492,FEM
37770,40840,OCH
39896,42993,NA
41180,42478,FEM
44361,47957,NA
44508,45946,MAL
44712,44871,FEM
46978,47658,FEM
49067,49177,NA
50011,52718,OCH
50073,53273,NA
54705,58510,NA
55991,57338,FEM
56511,58315,OCH
59508,62297,NA
59511,62172,FEM
61413,61779,MAL
61930,62045,MAL
62547,70011,NA
62724,65011,FEM
65011,65511,CHI
65991,68217,CHI
66012,66512,FEM
66992,67159,FEM
69085,70011,OCH
72888,74434,NA
72932,74010,CHI
73005,74011,OCH
76511,79010,NA
77755,78879,OCH
80004,84876,NA
80492,84667,FEM
81621,82541,OCH
88540,97992,NA
88992,90595,FEM
90357,91287,OCH
91657,95854,OCH
92200,95339,CHI
96010,97576,FEM
96363,96491,OCH
97084,97192,OCH
101333,110493,NA
101377,102389,FEM
101874,102436,OCH
102585,104843,OCH
108010,110253,FEM
109647,110243,OCH
110901,112346,NA
110962,112012,OCH
111626,111953,FEM
113495,119999,NA
113771,118010,FEM
118380,118512,FEM
120373,130493,NA
120515,120650,MAL
120822,123011,MAL
122492,127011,FEM
124413,124555,OCH
126510,129553,OCH
131050,131399,NA
132995,145749,NA
133399,137586,FEM
133778,134109,MAL
136083,137990,MAL
138993,139128,FEM
142589,143181,OCH
143299,143474,OCH
144512,144728,FEM
148510,149617,NA
148719,149104,OCH
150512,150993,NA
151998,154347,NA
152012,153163,FEM
153568,153993,FEM
156144,161510,MAL
156443,161013,NA
157172,157322,FEM
161668,166012,NA
162039,162856,MAL
162722,163065,FEM
163013,163362,MAL
164012,166027,OCH
164126,164899,CHI
168745,170006,OCH
169312,176983,NA
170492,172257,FEM
172456,173492,OCH
173708,175099,MAL
173991,176510,FEM
183742,184267,OCH
183786,184341,NA
186243,188258,NA
186315,188011,CHI
188965,189996,MAL
189010,200492,NA
190492,191992,FEM
193379,195321,FEM
195991,197462,MAL
197492,198535,CHI
198676,200131,FEM
200991,203033,NA
201589,202517,CHI
201670,202699,OCH
203572,206564,NA
203720,206506,OCH
203848,203991,CHI
206714,214860,NA
206882,208011,OCH
207510,209194,FEM
210072,212203,FEM
210117,210689,OCH
211287,214642,OCH
212093,212992,CHI
215011,227760,NA
215362,217998,CHI
217492,217646,OCH
218511,220011,FEM
219071,226118,CHI
225011,227503,OCH
226511,227061,CHI
228992,235492,NA
229011,230758,CHI
230192,230884,FEM
231864,232095,MAL
232011,232342,FEM
232264,234913,CHI
232539,233477,OCH
233992,235011,OCH
237020,245253,NA
237511,245118,CHI
242337,242921,OCH
246446,248518,NA
246512,248010,FEM
248846,249806,NA
249993,252627,NA
250012,251993,FEM
253007,253233,NA
253495,270817,NA
253893,255493,CHI
254301,254650,OCH
255266,259981,FEM
260354,263268,FEM
260528,260972,CHI
263690,265511,CHI
265945,266774,FEM
266610,268011,CHI
267152,267253,FEM
267487,269301,FEM
272351,273826,NA
272445,273933,OCH
274820,276342,NA
274919,276029,CHI
278470,279602,NA
278492,279494,CHI
286811,287349,MAL
289492,296824,FEM
289492,297010,NA
291301,291559,MAL
296168,296748,MAL
298831,300041,OCH
299511,299845,NA
299972,348911,NA
300491,303338,FEM
301328,301450,OCH
303492,305232,FEM
304862,305011,CHI
305166,305512,OCH
305277,305512,CHI
305492,307493,FEM
307010,309011,CHI
308510,311522,FEM
311713,315274,FEM
316558,317986,FEM
318902,321545,FEM
320510,321367,MAL
321725,324390,FEM
324312,324491,MAL
324857,327312,FEM
328058,328954,OCH
328860,330110,FEM
330016,331709,CHI
331493,334873,FEM
334204,334331,CHI
334493,335428,CHI
335011,335136,FEM
335284,335475,FEM
336098,337235,FEM
336992,338011,CHI
339007,340926,FEM
340954,342235,CHI
342414,344885,FEM
345087,346511,CHI
345492,346511,OCH
346685,348563,FEM
349242,411415,NA
349491,352933,CHI
353153,356498,FEM
356181,357992,CHI
357161,357558,OCH
357558,362464,FEM
362011,370357,CHI
365612,366127,FEM
367792,370019,OCH
370011,380072,FEM
375447,376492,CHI
379492,382298,CHI
380101,380366,OCH
380292,380493,FEM
382011,385327,FEM
383511,384011,CHI
383579,383741,OCH
384299,384483,CHI
385683,385907,CHI
386313,386993,CHI
386993,388451,FEM
387011,387124,OCH
387345,387563,OCH
388106,390992,CHI
391100,391227,FEM
391373,398511,FEM
395736,396883,CHI
