segment_onset,segment_offset,speaker_type
487439,488511,NA
487482,488192,FEM
526807,527474,MAL
527077,527268,NA
532906,533164,OCH
538512,540512,OCH
539101,540140,NA
586953,588011,NA
586992,587512,OCH
587750,588012,OCH
596258,600013,NA
596354,597993,CHI
597491,598515,OCH
598501,599070,CHI
598681,598856,OCH
600642,601541,NA
600701,601528,CHI
601865,603947,CHI
601869,605673,NA
604468,605587,CHI
613506,613683,NA
625492,625889,OCH
634492,635012,NA
634554,634993,CHI
815111,815794,NA
815213,815493,FEM
819011,819237,NA
819011,819296,FEM
840380,840491,NA
842182,842511,NA
863857,865226,NA
863882,865148,CHI
890146,891511,OCH
892838,892992,OCH
902492,903734,NA
902578,902991,FEM
903206,903606,OCH
922374,923238,NA
922377,923123,OCH
922501,923011,CHI
1359693,1360511,OCH
1359718,1360437,NA
1361090,1361498,OCH
1364246,1364438,NA
2065988,2067512,NA
2066011,2067491,OCH
2066465,2067462,CHI
2136022,2136972,NA
2137875,2138052,MAL
2141993,2143036,CHI
2141993,2143232,NA
2142511,2143032,OCH
2143672,2144511,OCH
2143717,2145011,NA
2150511,2154011,NA
2150616,2153512,CHI
2150992,2153630,OCH
2153760,2153905,OCH
2155501,2160493,NA
2156023,2156511,OCH
2156993,2157236,OCH
2157492,2159991,OCH
2158010,2159686,CHI
2160613,2162493,NA
2160717,2162312,CHI
2168512,2168701,NA
2169011,2170484,NA
2169492,2169706,CHI
2170719,2171505,NA
2170942,2171337,MAL
2170992,2171453,FEM
2172312,2173011,NA
2172493,2172886,CHI
2173822,2174467,NA
2179070,2180511,NA
2180010,2180170,CHI
2180037,2180158,OCH
2182493,2183904,NA
2182511,2183696,CHI
2182773,2183510,OCH
2185112,2186011,NA
2185188,2185904,CHI
2186914,2187780,NA
2186992,2187687,CHI
2188397,2191899,NA
2188458,2189511,CHI
2188733,2188854,OCH
2190382,2191695,CHI
2191263,2191469,OCH
2193779,2194604,MAL
2204493,2205011,NA
2230222,2232785,NA
2231697,2232789,OCH
2233256,2239746,NA
2233359,2234930,OCH
2233745,2234860,CHI
2235254,2238992,CHI
2237061,2239633,OCH
2240244,2240826,NA
2242203,2242738,NA
2242939,2243287,MAL
2242978,2243459,NA
2244294,2253979,NA
2244331,2244836,MAL
2244834,2249491,FEM
2249092,2249980,OCH
2249492,2249706,CHI
2249724,2252792,FEM
2253002,2253751,FEM
2253275,2253440,MAL
2253545,2253646,MAL
2256488,2257593,NA
2260744,2265241,NA
2260965,2261512,CHI
2261993,2265135,FEM
2271011,2273898,FEM
2271011,2273902,NA
2300678,2301527,NA
2300972,2301208,OCH
2307493,2321656,NA
2307992,2314273,FEM
2309032,2311000,MAL
2314992,2317187,MAL
2317511,2320992,FEM
2321922,2324011,NA
2322100,2323992,FEM
2326992,2328069,NA
2327010,2327511,MAL
2328492,2340200,NA
2328677,2328925,MAL
2330011,2332011,FEM
2330540,2330812,MAL
2332145,2332396,MAL
2332844,2333423,FEM
2332901,2333991,OCH
2333991,2334104,FEM
2334685,2336212,FEM
2336803,2337011,CHI
2337593,2337839,FEM
2337945,2339017,FEM
2338588,2339420,OCH
2340301,2340404,NA
2341487,2343510,NA
2341735,2342145,MAL
2342010,2342719,FEM
2347491,2348095,NA
2348258,2349267,NA
2352652,2353985,NA
2352829,2353565,FEM
2354511,2357992,NA
2355362,2357880,FEM
2359010,2360991,NA
2359177,2360574,FEM
2362799,2369492,NA
2362856,2367967,CHI
2368567,2368979,OCH
2371317,2372650,CHI
2371319,2372737,NA
2377991,2379312,NA
2377998,2379260,FEM
2382011,2382991,NA
2382038,2382492,FEM
2383511,2386405,NA
2384031,2385573,CHI
2385462,2386056,FEM
2389584,2392264,NA
2389726,2391138,CHI
2391491,2392191,MAL
2398005,2404190,NA
