segment_onset,segment_offset,speaker_type
10,1053,OCH
7992,9973,OCH
7992,10162,NA
10511,22162,NA
10707,12992,OCH
10930,12015,CHI
13706,15517,FEM
15010,15702,CHI
15873,16941,CHI
18429,19992,OCH
18510,21991,CHI
20702,21990,OCH
22381,23221,NA
23959,45287,NA
24064,33492,OCH
26011,28492,CHI
29163,30226,CHI
32813,33010,CHI
34511,35129,FEM
36619,36739,FEM
36992,38104,FEM
37174,38077,MAL
38154,43962,CHI
38175,39486,OCH
42012,42206,OCH
42491,44116,OCH
44251,44492,OCH
44700,45085,CHI
46870,55579,NA
46909,47994,OCH
47010,50510,CHI
49508,51012,OCH
50780,51609,FEM
52299,55311,CHI
54992,55127,FEM
58413,70823,NA
59405,60458,MAL
60011,60991,FEM
60991,62599,OCH
61398,70511,CHI
72485,75813,NA
72510,74511,CHI
72662,75492,OCH
74814,74993,CHI
76493,79704,NA
76511,77589,FEM
77856,79511,CHI
78992,79512,OCH
83197,105791,NA
84134,84404,CHI
84993,85546,CHI
85759,88511,CHI
86199,86862,OCH
87900,90991,OCH
88634,91511,CHI
91530,92055,OCH
91625,91922,CHI
92293,92519,CHI
92332,92734,OCH
93732,97515,FEM
96682,98315,MAL
97639,97855,FEM
98216,102386,CHI
99740,101993,OCH
102242,102439,MAL
103493,103993,FEM
103493,104224,MAL
104222,104511,FEM
104514,104693,OCH
104826,105650,OCH
106633,142516,NA
107214,108220,CHI
107234,107556,MAL
107960,108225,MAL
108493,108962,OCH
109315,109992,MAL
110212,112080,CHI
111534,113007,FEM
113186,116303,CHI
116993,118993,CHI
119011,123206,MAL
123010,133184,CHI
127595,128309,MAL
133903,134828,CHI
134784,135702,MAL
135587,141910,CHI
142663,143677,NA
143036,143163,CHI
144968,149151,NA
145012,149097,CHI
152511,161510,NA
152747,155992,CHI
156092,157282,OCH
156168,157214,CHI
157236,159524,MAL
159116,161328,CHI
163281,188492,NA
163318,165996,CHI
167034,169992,CHI
167457,168011,OCH
170492,171528,FEM
172044,172484,MAL
172135,172270,FEM
172493,180495,CHI
179992,183510,MAL
183362,188492,CHI
183620,183824,MAL
190510,216492,NA
190657,191511,CHI
190995,191685,OCH
192395,192518,OCH
192422,193011,FEM
192637,192993,OCH
192895,198012,CHI
193604,194034,FEM
194928,198992,OCH
199731,204993,CHI
200011,200514,OCH
200991,201511,OCH
204657,206792,FEM
206425,208799,CHI
209402,210146,OCH
209439,216169,CHI
216629,217510,NA
216805,217409,OCH
218012,218591,NA
218059,218511,OCH
220047,220496,NA
223012,225084,MAL
223906,224488,NA
225492,244510,NA
225992,232863,CHI
227161,228314,OCH
233361,234419,CHI
233503,234110,OCH
234011,235980,MAL
235921,239993,CHI
236512,238012,OCH
239512,242011,OCH
242011,244448,CHI
247578,248726,NA
250511,252163,CHI
250511,276011,NA
251932,253493,MAL
254013,255493,CHI
254953,260993,OCH
259554,259804,CHI
259936,264511,CHI
264511,264643,FEM
265012,270993,CHI
265493,265648,OCH
269511,273011,OCH
272992,273883,MAL
274347,275829,OCH
277509,278766,NA
282042,286274,NA
282191,285011,OCH
282275,282511,CHI
284992,285923,MAL
286094,286197,MAL
286991,289089,NA
287224,287492,CHI
287236,288947,OCH
287631,288962,CHI
294472,296392,NA
294492,295940,CHI
294707,295758,OCH
299361,301163,NA
299492,299981,FEM
299992,301948,MAL
302493,304489,MAL
303095,303421,NA
306011,309136,NA
306992,309130,FEM
309682,312291,NA
309729,312145,CHI
310993,311217,OCH
311511,312176,OCH
312923,319113,NA
312962,314148,CHI
313224,314142,OCH
314989,318992,CHI
319511,321192,MAL
319791,320022,NA
320365,320989,NA
321389,321497,MAL
324339,330991,NA
324395,327728,OCH
328492,329020,OCH
329012,329162,FEM
329378,330011,OCH
329493,330902,FEM
332844,336327,NA
332993,333472,MAL
332993,336265,FEM
337488,342927,NA
337492,341041,FEM
341012,342683,OCH
342406,342538,CHI
343293,347900,NA
343416,346222,OCH
345992,347914,FEM
361493,365761,NA
361511,365011,OCH
361699,361966,CHI
363992,365609,FEM
377511,377865,NA
378493,381011,NA
379492,379674,OCH
380037,380493,OCH
383125,385596,NA
384011,385533,FEM
391485,392308,NA
392703,392931,NA
394246,395512,NA
394350,394912,FEM
394558,394880,OCH
397492,399029,NA
397617,397792,FEM
397772,398562,MAL
398010,399011,FEM
400992,406510,NA
401011,403053,FEM
403491,405923,CHI
403689,403809,OCH
403993,404857,OCH
405992,406213,FEM
408512,410993,FEM
408512,411971,NA
410734,412187,MAL
412928,416511,OCH
412980,416244,NA
416598,435491,NA
416652,417511,OCH
418325,421184,CHI
418758,418863,OCH
421352,422851,OCH
422940,423811,FEM
424018,424150,FEM
424263,427992,FEM
426175,431438,OCH
430512,431012,CHI
431511,434468,CHI
434511,435120,OCH
434649,434879,FEM
474181,475293,CHI
474284,475511,NA
494169,494901,CHI
494173,494922,NA
505487,507492,NA
505492,507252,FEM
514325,516492,NA
514392,516351,FEM
515641,515985,MAL
529492,532207,NA
529563,532160,FEM
533750,535603,NA
533765,535562,FEM
539202,539492,NA
548583,549153,NA
548681,549012,CHI
555618,556782,NA
555641,556802,FEM
564992,568991,NA
565010,567511,FEM
567010,568362,OCH
567651,568532,CHI
569899,576637,NA
