segment_onset,segment_offset,speaker_type
17493,18256,NA
17650,18180,FEM
19690,26803,NA
19992,22562,FEM
21214,21950,OCH
22864,23583,FEM
23390,23510,CHI
24320,26728,FEM
27992,28686,NA
29469,30011,MAL
29511,29997,NA
31123,31493,NA
34012,38656,NA
34145,38588,CHI
57562,63266,NA
57993,59335,FEM
58511,60352,CHI
59992,62182,FEM
61493,62330,CHI
62517,63032,FEM
66012,70011,NA
66111,69181,FEM
71240,73861,NA
71277,73861,FEM
74950,76992,FEM
74955,77010,NA
79907,81697,NA
79910,81511,FEM
84945,88511,NA
84993,85511,CHI
84993,85550,OCH
85809,85996,OCH
85960,86493,CHI
86010,88511,FEM
89039,89328,FEM
89103,89231,NA
92011,97176,NA
92116,92540,CHI
93093,97074,CHI
102992,108564,FEM
102992,108664,NA
112251,112675,NA
112288,112627,OCH
113127,113294,NA
113155,113295,OCH
113403,117011,NA
113420,114640,OCH
113839,113991,CHI
114991,117011,CHI
115179,115511,OCH
121510,121660,NA
121886,123329,NA
121993,123218,CHI
130511,133010,FEM
130511,133010,NA
143655,144387,NA
143679,144290,FEM
145194,146331,FEM
145209,146314,NA
153787,155446,NA
153893,155010,FEM
154410,155011,OCH
159992,161156,NA
160002,161131,FEM
170529,173293,NA
170826,173202,FEM
178386,178869,NA
179729,179840,NA
180409,183225,NA
180449,182511,CHI
181889,183006,OCH
186511,187993,FEM
186511,188011,NA
193307,197492,NA
193366,194512,FEM
195492,197458,FEM
198430,220992,NA
198511,199139,FEM
199211,202011,OCH
199252,200529,CHI
201623,201868,CHI
201992,209512,CHI
209188,211493,FEM
210916,215854,CHI
215985,216657,FEM
217514,218901,FEM
218963,220769,CHI
221511,225492,NA
221579,225396,FEM
226039,229455,NA
226199,227601,FEM
226992,227210,OCH
227396,229303,OCH
227836,227991,FEM
232296,233192,NA
232424,233008,FEM
233741,236245,NA
233921,235011,CHI
234011,236210,FEM
236871,238265,FEM
236898,238378,NA
240492,249115,NA
240519,242583,CHI
242899,246978,FEM
247352,249099,FEM
254107,258209,FEM
254107,258491,NA
271477,272316,FEM
271480,284302,NA
273306,277992,OCH
273343,276510,CHI
279863,280369,FEM
280493,281016,FEM
281126,282326,OCH
285415,286944,NA
285444,286944,FEM
288993,290974,CHI
288993,292284,NA
290739,292157,FEM
292511,299043,NA
292607,293510,CHI
293510,293760,FEM
294470,298510,FEM
297992,298846,OCH
301168,302078,FEM
301199,302183,NA
302621,311747,NA
303031,303510,FEM
303510,305373,CHI
304251,304511,OCH
304776,304886,OCH
305098,305208,OCH
305593,307414,OCH
305601,310188,CHI
309238,310185,OCH
310259,311688,FEM
310343,310492,CHI
328153,330510,NA
328359,330511,FEM
352011,353913,FEM
352011,354007,NA
359709,362510,FEM
359709,362800,NA
362011,362620,MAL
372011,374564,FEM
372011,374711,NA
383422,385179,FEM
383442,385064,NA
385312,386991,FEM
385417,391492,NA
387492,391491,FEM
392472,395108,NA
392992,393119,OCH
394046,394579,OCH
394843,394958,OCH
395248,396510,NA
395493,395993,OCH
395511,396461,FEM
399681,402435,NA
399905,400511,CHI
400511,402339,FEM
403993,404957,FEM
403993,405011,NA
414163,415511,NA
414195,415297,FEM
431725,433676,FEM
431762,433924,NA
454010,460991,NA
454511,459492,FEM
459447,460527,CHI
459992,460281,OCH
461832,462978,FEM
461864,462848,NA
469738,475467,NA
469780,470603,FEM
470779,473865,CHI
473511,475475,FEM
509789,510216,NA
509831,510138,CHI
516389,516512,MAL
556063,556492,CHI
556089,556496,NA
619986,621010,NA
620168,620730,FEM
620173,620730,CHI
675798,676510,NA
675889,676395,CHI
690512,691015,NA
690527,690964,CHI
703492,703814,NA
717127,717993,NA
717152,717667,CHI
718153,718511,NA
718173,718510,CHI
726751,726889,NA
729547,730011,NA
735559,736168,NA
735602,736152,CHI
750492,751273,NA
750549,751155,CHI
762785,764010,CHI
762976,764010,NA
766329,767011,NA
766395,767011,FEM
770354,771380,NA
789799,791620,CHI
789818,791669,NA
795493,802012,NA
795511,798888,CHI
798787,799875,FEM
799534,801937,CHI
802162,802493,NA
802239,802399,CHI
810687,811322,NA
810710,811279,CHI
812025,812514,NA
812032,812511,CHI
813853,815978,NA
813930,815827,CHI
816094,817512,NA
816175,817404,CHI
817673,818491,NA
817769,818491,FEM
833375,834992,NA
833436,834786,CHI
846480,847363,NA
846492,847115,FEM
848011,849267,NA
848219,848335,CHI
857696,859394,NA
857782,859097,CHI
891672,894252,NA
891852,894010,CHI
912095,912662,NA
928009,928262,NA
972984,973492,NA
972992,973431,CHI
1005261,1006849,NA
1005272,1006612,CHI
1020511,1023493,NA
1020992,1023211,FEM
1037966,1044714,NA
1038007,1044743,CHI
1048768,1050896,NA
1048786,1050367,FEM
1059045,1060493,FEM
1059063,1062492,NA
1064276,1075992,NA
1064421,1065012,CHI
1065012,1067245,FEM
1068409,1068993,CHI
1068512,1071929,FEM
1071812,1075992,CHI
1077992,1079479,FEM
1077992,1082273,NA
1079637,1080936,CHI
1080910,1082012,FEM
1101565,1102012,NA
1105552,1114008,NA
1105593,1113047,CHI
1106603,1107921,FEM
1108223,1108547,FEM
1112984,1113953,FEM
1115492,1117510,FEM
1115492,1117512,NA
1118757,1121265,FEM
1118760,1121992,NA
1120993,1121511,OCH
1121769,1121928,OCH
1124542,1125290,NA
1227013,1227594,NA
1428158,1428332,NA
1476200,1476995,NA
1476235,1476556,CHI
1480375,1481153,NA
1480479,1481011,CHI
1483790,1487214,NA
1483802,1485694,FEM
1485511,1487259,CHI
1489511,1493183,NA
1489511,1493198,CHI
1501991,1503204,CHI
1501991,1503277,NA
1504389,1506087,NA
1504906,1505969,FEM
1506492,1508073,NA
1506857,1507993,CHI
1509388,1513011,NA
1509481,1510801,CHI
1511374,1512496,FEM
1512010,1512558,OCH
1512513,1512660,CHI
1514352,1514495,NA
1516215,1517492,FEM
1516236,1517493,NA
1518826,1531718,NA
1518885,1527675,CHI
1527346,1527751,FEM
1527992,1531556,FEM
1532458,1539120,NA
1532491,1533846,FEM
1533814,1534492,OCH
1534493,1538992,FEM
1536788,1537490,MAL
1540011,1555744,NA
1540202,1542450,FEM
1541992,1542216,CHI
1542765,1543129,FEM
1543102,1545152,CHI
1545571,1546821,CHI
1545848,1546189,OCH
1546756,1548492,FEM
1547586,1547839,MAL
1548492,1550622,CHI
1548717,1549009,FEM
1549511,1549685,OCH
1549812,1550556,OCH
1551194,1554994,CHI
1551493,1553511,OCH
1557203,1558351,FEM
1557205,1559969,NA
1558492,1559796,CHI
1566010,1568278,NA
1566010,1568298,FEM
1569014,1569512,NA
1569027,1569511,FEM
1575593,1579491,NA
1575739,1577605,CHI
1578125,1579492,FEM
1580956,1581759,NA
1580992,1581606,FEM
1583992,1591491,NA
1584114,1584511,CHI
1584340,1586011,FEM
1584760,1584993,CHI
1586010,1588332,CHI
1587664,1591491,FEM
1593098,1594218,CHI
1593137,1594109,NA
1608208,1609685,NA
1608473,1609489,MAL
1609067,1609469,FEM
1613356,1622499,NA
1613373,1616389,FEM
1615982,1616206,CHI
1616512,1621470,CHI
1621460,1622473,FEM
1623729,1625113,NA
1623783,1624721,FEM
1624085,1624698,CHI
1625726,1626271,CHI
1625741,1626267,NA
1629492,1631510,FEM
1629492,1632020,NA
1630569,1631121,MAL
1632830,1633684,NA
1633021,1633645,FEM
1635491,1636478,NA
1635566,1636114,CHI
1637731,1637993,NA
1638210,1638495,NA
1643492,1647852,FEM
1643492,1648296,NA
1647042,1648080,CHI
1654035,1659000,NA
1654568,1658540,FEM
1657511,1658220,MAL
1659688,1664492,NA
1660080,1662836,FEM
1661295,1662146,CHI
1662577,1663206,CHI
1662986,1664351,FEM
1666211,1668493,NA
1666263,1668372,CHI
1670698,1670973,NA
1670743,1670875,CHI
1672400,1676867,NA
1672564,1672687,OCH
1672611,1673011,CHI
1672971,1676851,FEM
1678894,1680011,CHI
1678895,1680162,NA
1681511,1681992,NA
1682149,1688227,NA
1682492,1688142,FEM
1688511,1694125,NA
1688597,1690492,FEM
1689981,1690239,OCH
1690774,1691442,OCH
1691992,1693011,FEM
1692822,1693895,OCH
1693246,1693359,FEM
1693511,1693673,CHI
1694993,1696972,NA
1695026,1696643,CHI
1695131,1696012,OCH
1698138,1699917,NA
1700845,1704547,NA
1701186,1701291,CHI
1701992,1703615,CHI
1703938,1704512,FEM
1709618,1710511,NA
1709689,1710192,CHI
1710263,1710371,MAL
1725011,1726639,NA
1725123,1726512,FEM
1753512,1754808,NA
1753711,1754440,OCH
1757457,1764823,CHI
1757491,1764708,NA
1770010,1771725,NA
1770064,1770375,CHI
1770491,1771671,CHI
1783639,1784165,MAL
1784314,1784489,MAL
1785011,1785122,NA
1785471,1786462,NA
1785491,1786358,CHI
1787511,1791259,NA
1787729,1789465,CHI
1789671,1791011,FEM
1791843,1793514,NA
1792493,1793011,FEM
1795340,1795855,NA
1796280,1797512,NA
1796690,1797011,FEM
1797245,1797348,FEM
1800993,1801493,NA
1801492,1802010,OCH
1802532,1803070,NA
1849151,1850633,NA
1849220,1850511,FEM
1849984,1850347,OCH
1856652,1857541,CHI
1856662,1857540,NA
1859279,1860229,NA
1859321,1859993,FEM
1859554,1860148,OCH
1864991,1869510,NA
1865492,1866525,FEM
1880992,1881264,FEM
1881011,1881212,NA
1883512,1885508,FEM
1883550,1885502,NA
1895493,1896791,NA
1895584,1896510,FEM
1895862,1896021,OCH
1897504,1899541,NA
1897869,1899511,CHI
1901512,1902511,NA
1901834,1902436,CHI
1904656,1904762,NA
1921992,1922213,NA
1922493,1926511,NA
1922594,1923556,OCH
1923492,1923995,FEM
1924992,1926112,CHI
1930650,1932910,MAL
1930657,1934694,NA
1932512,1934572,FEM
1937915,1938632,NA
1937993,1938511,FEM
1946683,1952512,NA
1946764,1949388,FEM
1949381,1952267,CHI
1959481,1961462,NA
1959685,1959903,OCH
1960065,1960510,OCH
1961012,1961211,FEM
1968464,1973354,NA
1968492,1973335,FEM
1978405,1982762,NA
1978435,1978810,MAL
1978493,1982801,FEM
1989691,1991870,NA
1989698,1991512,FEM
1992423,1993012,NA
1992492,1993012,CHI
1996512,1996792,NA
1996655,1996792,FEM
1997085,1998366,NA
1997173,1998067,CHI
1998511,2000992,NA
1998770,2000503,CHI
2001512,2008311,NA
2001630,2002481,CHI
2002511,2003701,FEM
2003493,2007877,CHI
2008511,2010992,NA
2008744,2010992,FEM
2012011,2014510,NA
2012067,2014510,FEM
2019492,2022511,NA
2020012,2021681,FEM
2021790,2022011,OCH
2022011,2022213,CHI
2027167,2027368,NA
2040839,2041278,NA
2071011,2074492,FEM
2071011,2075010,NA
2074479,2074889,OCH
2083742,2083992,FEM
2083747,2083992,NA
2090546,2092657,NA
2090580,2092043,FEM
2125992,2126993,NA
2126015,2126906,FEM
2128511,2129966,NA
2128562,2129848,FEM
2134024,2134157,NA
2174951,2176215,NA
2174992,2176089,CHI
2195061,2196011,FEM
2195159,2195900,NA
2215134,2219579,NA
2215326,2217354,CHI
2217908,2218492,CHI
2306964,2307658,NA
2306991,2307538,CHI
2307994,2309511,NA
2308114,2309407,FEM
2311782,2316760,NA
2311824,2313491,CHI
2313492,2314434,FEM
2313542,2313719,OCH
2314011,2316650,CHI
2314263,2314661,OCH
2332893,2335011,NA
2332959,2335011,FEM
2341492,2342010,NA
2341511,2342010,CHI
2396480,2398245,FEM
2396491,2398396,NA
2399336,2400991,NA
2399426,2400612,FEM
2403187,2404510,NA
2403368,2404598,FEM
2412992,2415511,CHI
2412992,2417511,NA
2415010,2417492,FEM
2448785,2450346,NA
2448849,2449786,CHI
2491815,2492512,NA
2491860,2492444,CHI
2507988,2514512,NA
2507993,2508822,CHI
2508972,2513830,CHI
2513990,2514489,FEM
2539492,2539772,FEM
2577594,2578011,NA
2683463,2684278,OCH
2683493,2684202,NA
2730205,2730492,NA
2730296,2730416,FEM
2732287,2734992,NA
2732366,2734977,FEM
2770492,2772088,CHI
2770492,2772291,NA
2851372,2852962,FEM
2851384,2852992,NA
2872884,2883257,NA
2872992,2874747,FEM
2875144,2882498,CHI
2881562,2882585,FEM
2882831,2882968,FEM
2891309,2905192,NA
2891342,2905147,CHI
2924287,2925570,NA
2924308,2925513,CHI
2942511,2949853,CHI
2942511,2952493,NA
2950511,2952011,FEM
2952916,2954511,NA
2952992,2954293,CHI
2975132,2978053,NA
2975133,2978010,CHI
2997493,2999165,CHI
2997493,2999386,NA
3049010,3050011,FEM
3049010,3050394,NA
3055096,3057302,NA
3055204,3055471,FEM
3055992,3057249,CHI
3058467,3060900,NA
3058992,3060548,CHI
3062011,3063913,NA
3062046,3063688,CHI
3070410,3077123,NA
