segment_onset,segment_offset,speaker_type
7013,7239,MAL
10994,12808,NA
11063,11991,FEM
14992,16992,NA
15491,16750,OCH
16143,16349,CHI
20512,22562,NA
20682,22381,OCH
23993,27010,NA
24076,25512,FEM
25512,25947,CHI
26082,26187,FEM
28716,38348,NA
28855,31113,FEM
30606,31703,CHI
31224,31372,FEM
32992,34011,OCH
32992,34889,FEM
33510,34062,CHI
35527,36026,CHI
35706,37137,OCH
36511,38042,CHI
36831,37493,FEM
39477,43303,NA
39491,42928,FEM
43511,51992,FEM
43511,52126,NA
53232,56465,FEM
53263,56493,NA
58511,60080,NA
58654,60065,FEM
59147,59493,OCH
61962,65867,NA
61992,65782,FEM
66992,69329,FEM
66992,69491,NA
71822,75057,NA
71992,75011,FEM
76332,77689,NA
76459,77657,FEM
80570,83123,NA
80661,83012,FEM
83931,85750,NA
84011,85724,FEM
87509,90012,FEM
87509,90364,NA
89598,89750,OCH
108211,109239,NA
108493,108755,FEM
108582,108886,CHI
108898,109126,FEM
110992,113233,NA
111011,112493,FEM
111765,113010,OCH
112511,112697,CHI
115894,122366,NA
115992,116492,CHI
117992,121564,FEM
121122,121510,CHI
121844,122300,CHI
123992,139836,NA
124065,124875,CHI
125012,127707,FEM
128662,130012,CHI
128731,130034,OCH
130012,136592,FEM
135511,135840,MAL
136991,139806,FEM
140581,144334,NA
140611,144234,FEM
145010,149239,NA
145012,148011,FEM
147992,148584,CHI
148115,148510,OCH
150491,154286,NA
150493,152181,FEM
152592,154215,FEM
153703,154211,CHI
154568,155491,NA
154712,154839,CHI
158517,163971,NA
158652,159511,FEM
160053,160441,OCH
160196,160512,CHI
160589,162990,FEM
162677,163330,OCH
164837,175598,NA
164992,167149,FEM
168760,169165,OCH
169145,170512,MAL
169535,169746,FEM
169985,173785,FEM
170711,170878,MAL
173492,173963,CHI
176011,176622,NA
178009,180886,NA
178242,178470,OCH
178332,180490,CHI
178814,178984,OCH
182145,191941,NA
182255,182491,CHI
182949,188011,FEM
184467,184590,OCH
185041,185917,MAL
187145,188147,OCH
189010,191568,FEM
192827,192932,NA
193318,195959,NA
193492,193992,FEM
193629,195637,OCH
194511,195670,CHI
197330,199493,OCH
197500,202600,NA
198511,200538,CHI
199657,200403,OCH
201152,201535,FEM
201412,201643,MAL
201771,201920,MAL
203865,212999,NA
203951,204511,CHI
204890,208692,FEM
209442,210880,CHI
210992,212511,FEM
211721,212678,CHI
211729,212286,OCH
213133,213454,NA
216010,218695,NA
216111,217248,FEM
216606,218369,OCH
219011,228272,NA
219036,223992,FEM
225011,228118,FEM
233375,247029,NA
234007,234510,OCH
234993,239011,FEM
236135,237625,OCH
237738,237849,OCH
238992,240511,OCH
239149,239552,FEM
239180,240493,CHI
240492,242522,FEM
242892,243231,OCH
242992,243103,CHI
243520,245133,FEM
245214,247006,CHI
249029,249493,NA
249942,256695,NA
250194,250511,CHI
250277,251301,OCH
251991,256011,FEM
253145,253452,OCH
256993,266748,NA
257237,260558,CHI
259492,260101,OCH
260299,263036,OCH
261993,262943,FEM
263210,264525,OCH
264320,266713,FEM
266863,271507,NA
266991,268061,CHI
268046,271492,FEM
274693,278557,NA
275493,278019,FEM
277511,278041,OCH
277830,278316,CHI
278664,278993,NA
284459,286012,NA
284469,285362,FEM
285107,285537,CHI
289894,295179,NA
290010,294679,FEM
295512,297869,NA
295807,295923,OCH
296070,297744,FEM
298991,299573,NA
299013,299513,CHI
301425,304059,NA
301492,304057,FEM
302133,302341,MAL
307473,309344,NA
307992,309278,CHI
310245,311009,NA
310448,310877,CHI
312010,318598,NA
312512,315668,FEM
316145,318511,FEM
319653,321551,NA
319702,321511,CHI
321918,325091,NA
321983,323510,CHI
323852,324993,CHI
326492,326919,NA
326511,326720,CHI
330758,331517,NA
330995,331493,CHI
332000,332685,NA
332115,332512,CHI
338740,338846,CHI
338740,338846,NA
340040,347654,NA
340041,342010,CHI
342492,347600,FEM
349993,351402,NA
350067,351312,FEM
352534,352644,OCH
354095,355121,NA
354512,354765,FEM
356103,356236,NA
356651,356806,NA
362991,363539,NA
365992,367112,CHI
365992,368081,NA
367286,367988,FEM
369510,373408,NA
369880,373012,CHI
370511,370700,OCH
377651,381077,NA
378245,381004,FEM
384026,384868,NA
384036,384762,CHI
389089,391492,NA
389143,391170,FEM
392298,396201,NA
392457,394492,FEM
395138,396010,OCH
398491,399510,NA
402653,406011,NA
402762,402991,FEM
412992,414958,FEM
412992,415473,NA
415744,421492,NA
415873,420628,FEM
423394,424974,NA
423563,423713,CHI
423854,424667,CHI
425750,426012,NA
425798,425992,CHI
433011,438511,NA
433146,436492,FEM
435512,437534,OCH
437010,437255,CHI
437807,438119,OCH
440426,440996,NA
441511,444538,NA
441695,442934,FEM
443011,443403,OCH
443063,443434,CHI
443645,443849,OCH
444012,444277,CHI
444872,445869,NA
444980,445760,CHI
446391,449508,NA
446511,447902,FEM
448696,448824,FEM
450394,452409,NA
450492,451057,CHI
453011,455493,NA
453365,455221,FEM
454634,454825,CHI
455598,457491,NA
455951,457385,CHI
458695,464011,NA
458806,463511,FEM
463511,463796,CHI
468497,473492,NA
468529,472692,FEM
473615,475431,NA
474010,474251,CHI
474491,474812,CHI
474992,475220,CHI
476641,477146,NA
476670,477072,CHI
477709,481492,NA
477880,481493,CHI
479512,479645,OCH
479829,480069,OCH
481672,482205,NA
481731,482011,CHI
482726,488884,NA
483511,486722,CHI
486604,488236,FEM
488511,488700,CHI
489707,492950,NA
489878,490011,CHI
490013,490209,FEM
490251,490398,CHI
490774,491992,FEM
491667,492811,CHI
499562,500230,NA
499598,499804,CHI
500955,502050,NA
501630,501775,CHI
503251,504601,CHI
503251,504785,NA
505178,516818,NA
505992,514752,FEM
515589,516716,CHI
517988,523273,NA
518179,520614,FEM
523511,525992,NA
523667,525982,FEM
530969,532321,NA
530992,531623,FEM
534965,537861,NA
534992,537905,CHI
539119,542492,NA
539511,542366,FEM
543488,545992,NA
543513,545270,CHI
548054,555553,NA
548215,551511,FEM
551624,555492,CHI
556423,557051,NA
557157,559280,NA
557341,557866,OCH
558228,558344,CHI
558478,559140,CHI
560112,563929,NA
560923,561581,FEM
562010,563664,CHI
562493,563036,OCH
563333,563510,OCH
567724,572255,NA
567732,569011,FEM
568505,568942,CHI
569710,570108,CHI
570491,572160,FEM
571772,571981,CHI
574903,575180,NA
577376,579457,NA
577425,579301,FEM
590011,602311,NA
590063,590510,CHI
590622,599729,FEM
600364,602011,FEM
601147,602003,OCH
601557,601889,CHI
604717,607010,NA
604744,605510,CHI
606698,606990,OCH
607787,611520,NA
608096,608315,OCH
608116,608688,FEM
608432,608962,CHI
608511,609011,OCH
609773,611059,FEM
613887,619235,NA
613943,615701,CHI
614996,616992,OCH
617029,619057,FEM
618646,618864,CHI
622544,623521,NA
622564,623511,CHI
625700,633247,NA
625708,633011,FEM
626397,627011,OCH
634431,637116,NA
634510,636749,FEM
638148,639776,NA
638538,639510,CHI
639004,639169,FEM
641442,649920,NA
641525,642011,OCH
642011,649492,FEM
650798,661011,NA
651034,651422,OCH
652511,654043,FEM
654117,654888,OCH
655388,657720,FEM
657011,657512,MAL
657917,658066,MAL
657992,660511,OCH
