segment_onset,segment_offset,speaker_type
1045,2511,MAL
1811,1958,NA
3491,4991,NA
3512,4987,FEM
6691,10095,NA
6791,8492,OCH
6944,7967,CHI
9082,9455,FEM
9254,9392,OCH
31992,32466,NA
54493,57426,FEM
54493,57446,NA
62594,63819,NA
62630,63582,OCH
69491,71639,NA
69491,71992,MAL
77870,78994,NA
77993,78825,FEM
78118,78511,OCH
99068,103987,CHI
99119,107017,NA
104542,104807,MAL
104763,104884,FEM
104927,105148,MAL
104993,105113,FEM
105227,106027,FEM
105383,107300,MAL
109482,113512,NA
109492,111309,CHI
111512,114090,MAL
114843,115147,MAL
118511,120210,NA
118630,119492,CHI
119024,120123,FEM
121993,123984,NA
122101,124511,MAL
130992,131405,OCH
130999,131492,NA
131645,131918,MAL
132265,137191,NA
132761,133512,OCH
132992,134139,FEM
134863,137192,FEM
141372,141733,NA
142503,143237,OCH
142511,143502,NA
145447,148587,NA
145478,146511,CHI
146669,146902,MAL
146991,147420,FEM
147049,148180,MAL
147614,147957,FEM
149330,154011,NA
149433,152153,FEM
151988,154035,MAL
156011,156131,OCH
163362,166789,NA
163380,166510,CHI
167960,171510,NA
168011,172194,MAL
181283,181982,OCH
189368,190568,NA
189493,190176,FEM
190848,193577,NA
190905,192655,MAL
192011,193511,FEM
196511,198011,FEM
196511,200001,NA
197993,199549,MAL
199673,199990,MAL
204513,206511,MAL
204986,208584,NA
205629,206012,FEM
206511,207419,CHI
207087,209190,MAL
210403,215617,NA
210494,213012,MAL
210568,210992,CHI
211553,211865,CHI
212898,214398,CHI
214299,215448,FEM
216010,218629,NA
216132,218763,MAL
217510,217898,FEM
223685,228511,NA
223700,226493,CHI
226795,228493,CHI
230698,233492,NA
230745,233492,CHI
234510,236010,CHI
234510,236211,NA
235724,235878,FEM
246382,248858,NA
246409,247492,CHI
246554,248928,OCH
249831,260477,NA
249914,259011,CHI
249991,250489,OCH
260749,260850,NA
260969,261209,MAL
260970,261191,NA
261341,261446,NA
261578,261745,MAL
266011,269011,MAL
266492,268492,NA
269124,269433,MAL
273692,276011,NA
273794,274980,OCH
278478,279249,NA
278492,279201,CHI
280851,281511,NA
280908,281220,FEM
293024,293198,NA
293455,293705,NA
293492,293610,FEM
332492,334080,CHI
332492,336512,NA
334371,336992,MAL
340492,342433,NA
340492,342438,CHI
342635,345311,MAL
343074,346511,NA
344512,346512,FEM
353410,354299,NA
353511,353629,FEM
369993,371370,OCH
370121,371247,NA
378493,379710,NA
378493,379743,OCH
390644,390976,NA
391449,392087,NA
509890,511512,CHI
509910,516081,NA
511930,512916,CHI
512701,513300,FEM
513569,516011,CHI
520511,520636,NA
521011,525343,NA
521525,529124,CHI
521630,522011,FEM
525508,525646,NA
525906,529153,NA
529274,529492,NA
530012,531195,NA
530115,530992,CHI
530415,530526,MAL
532256,532361,NA
532273,532389,OCH
532511,533993,NA
532551,533493,OCH
536492,539923,NA
536512,537972,OCH
536741,536965,FEM
538324,539661,FEM
540660,540825,NA
540950,547362,NA
540992,542492,CHI
542001,546476,OCH
545179,545280,CHI
545403,547094,CHI
551991,554391,OCH
551991,554839,NA
555010,555126,NA
555326,560512,NA
555793,556881,CHI
555836,558993,OCH
557992,560491,CHI
576011,579535,NA
576350,579511,CHI
580811,582824,OCH
580851,582893,NA
583011,583306,NA
584275,599493,NA
584491,585520,OCH
586492,588930,CHI
588011,588904,OCH
589133,589852,OCH
589987,596843,OCH
