segment_onset,segment_offset,speaker_type
33197,33511,NA
52485,54054,NA
52598,53477,CHI
53065,53175,MAL
62436,63992,NA
62844,62992,FEM
75492,77458,NA
75511,77011,FEM
76543,76648,MAL
78239,79825,MAL
78384,79511,NA
82325,82511,NA
86493,87511,NA
86630,87011,FEM
117511,117614,FEM
117511,118095,NA
119205,120180,NA
119244,120100,CHI
124511,128134,NA
124526,125272,CHI
125909,127620,CHI
127676,128010,FEM
143492,149241,NA
143512,147268,CHI
147935,149234,CHI
159295,163011,NA
159332,160960,CHI
161502,162945,CHI
168492,169972,NA
169010,169396,CHI
169511,169756,CHI
172490,173077,NA
172511,172764,CHI
173510,176274,NA
173683,175335,CHI
175510,175670,CHI
177010,179011,NA
177491,178735,OCH
178492,178840,CHI
188340,188872,NA
188394,188899,CHI
189829,193314,CHI
189884,193492,NA
193811,194493,NA
201526,202491,NA
201528,202378,CHI
203992,211285,NA
204368,204491,CHI
204992,205900,MAL
205511,207727,CHI
207993,210268,CHI
209729,210936,MAL
214329,215158,MAL
214491,215991,NA
214743,215845,CHI
216464,223190,NA
216577,217407,MAL
216729,219005,CHI
219512,223030,CHI
224492,227901,NA
224492,227980,CHI
232325,234225,CHI
232328,237394,NA
235173,237011,FEM
235992,237011,CHI
238152,239033,NA
238557,238822,CHI
240801,242588,CHI
240810,242587,NA
245695,247992,CHI
245707,248010,NA
255029,255274,NA
255493,258586,NA
255511,256950,CHI
257492,258521,FEM
261816,261988,MAL
261905,262511,NA
262060,262360,CHI
272717,273414,NA
272762,273180,CHI
274992,283011,NA
275010,282791,CHI
281954,282511,OCH
286026,286799,NA
286141,286492,CHI
288316,296524,NA
288326,296492,CHI
297327,305802,NA
297361,301760,CHI
302619,305766,CHI
307662,315492,NA
307871,315492,CHI
316992,318026,MAL
317010,323119,NA
317925,319493,CHI
320345,320991,MAL
320993,323123,CHI
323511,324728,CHI
323511,324773,NA
328107,332010,NA
328244,331992,CHI
341511,348420,NA
341558,345655,CHI
346214,347491,CHI
346493,348251,FEM
352385,353369,MAL
352492,360531,NA
353243,353493,FEM
353492,356786,CHI
357502,360393,CHI
363511,370231,CHI
363511,371186,NA
372089,373012,MAL
372257,378010,NA
373511,374733,CHI
374993,377929,CHI
383992,386208,CHI
383992,386253,NA
425989,427493,NA
426101,426236,FEM
426679,427310,FEM
436445,436863,NA
460492,461029,CHI
460515,461025,NA
496550,496948,CHI
496550,496992,NA
498732,498992,NA
533566,534835,NA
533868,534577,CHI
555155,555303,NA
556246,556452,NA
556288,556401,CHI
568159,569011,NA
568161,568991,CHI
581135,581780,NA
592415,593316,NA
592434,593092,FEM
617956,619011,NA
618011,618922,FEM
635666,636317,CHI
635666,636378,NA
641993,642511,FEM
641993,642511,NA
643123,643334,FEM
643125,643333,NA
663096,663212,FEM
663459,664367,NA
663461,664011,FEM
675511,675987,MAL
679784,679885,NA
698492,698993,NA
698639,698993,FEM
701639,701786,MAL
710512,714012,NA
710566,712927,CHI
712938,713991,FEM
736898,737993,NA
736992,737544,FEM
746337,746914,MAL
793010,794011,NA
793079,793182,FEM
815511,816011,NA
815646,815845,FEM
864511,867030,NA
864675,866843,CHI
867512,867661,NA
890011,890149,NA
890011,890308,FEM
944992,946011,NA
944992,946106,FEM
948974,949202,MAL
948998,949199,NA
964492,967445,NA
965010,967492,FEM
967994,968359,NA
968002,968510,FEM
987512,987799,FEM
987512,987821,NA
998011,998136,NA
999992,1001372,NA
1000011,1001231,FEM
1005492,1007492,NA
1005966,1007356,FEM
1009493,1012492,CHI
1009493,1012510,NA
1026982,1028511,FEM
1026986,1028512,NA
1041012,1041113,NA
1041297,1043027,NA
1041466,1042991,CHI
1043440,1044690,NA
1044078,1044299,OCH
1044144,1044492,CHI
1044159,1044675,MAL
1048992,1050011,NA
1049090,1050011,FEM
1054011,1055098,NA
1054492,1054873,FEM
1073675,1073962,MAL
1076369,1076939,MAL
1076492,1076948,NA
1077172,1077290,NA
1087493,1088033,NA
1089511,1090993,NA
1089663,1090897,CHI
1105248,1108593,NA
1106011,1108011,CHI
1115492,1121015,NA
1116626,1119993,CHI
1117010,1117358,FEM
1117925,1118074,FEM
1119493,1119749,FEM
1121651,1122819,NA
1122933,1123222,NA
1123489,1123643,NA
1124619,1128021,NA
1124947,1125553,CHI
1125070,1125213,MAL
1125478,1127488,MAL
1129012,1129218,NA
1131511,1131778,NA
1131940,1133992,NA
1131992,1133710,CHI
1134511,1137010,NA
1134840,1136011,CHI
1137302,1137768,NA
1138274,1138390,NA
1148992,1150614,NA
1149010,1150510,CHI
1153113,1153226,MAL
1153229,1153335,NA
1157492,1161680,NA
1157514,1161512,CHI
1162385,1162491,NA
1164346,1164645,NA
1164993,1166512,NA
1171010,1172991,NA
1171221,1172510,CHI
1175992,1177011,NA
1176059,1176742,FEM
1183493,1184511,NA
1183511,1184510,CHI
1186491,1190101,NA
1187224,1187492,CHI
1187811,1187992,CHI
1189492,1189656,CHI
1189787,1189903,CHI
1225493,1226804,FEM
1225505,1226512,NA
1247010,1249511,FEM
1247336,1249511,NA
1270168,1271990,MAL
1270203,1271781,NA
1282119,1282224,MAL
1284657,1285487,MAL
1301010,1301346,NA
1301888,1302538,FEM
1301908,1302678,NA
1312669,1313266,MAL
1313948,1315232,MAL
1314227,1314436,NA
1332620,1333492,NA
1341601,1341800,NA
1391492,1393740,MAL
1391543,1391649,NA
1391764,1394012,NA
1395993,1396325,FEM
1395993,1396511,NA
1425743,1426369,MAL
1425992,1426372,NA
1426493,1427165,NA
1444011,1444244,NA
1454497,1455538,MAL
1455992,1456164,NA
1456982,1457586,NA
1458719,1458881,NA
1459011,1459141,NA
1459659,1462011,NA
1460599,1460992,CHI
1460992,1461952,FEM
1465992,1466512,FEM
1465992,1466512,NA
1473132,1475424,MAL
1473491,1473945,NA
1474755,1474954,NA
1487779,1490010,NA
1487904,1489991,CHI
1501725,1502493,FEM
1501728,1502022,NA
1502157,1502493,NA
1504616,1506992,FEM
1504745,1506991,NA
1508510,1509992,NA
1508510,1510010,FEM
1514521,1515495,NA
1518885,1520492,FEM
1519128,1520211,NA
1527756,1530993,FEM
1527783,1530993,NA
1531781,1531931,NA
1535510,1537511,NA
1535514,1535617,FEM
1535750,1535856,FEM
1535974,1537511,FEM
1557762,1558511,NA
1557775,1558511,FEM
1576010,1576712,NA
1578493,1584023,NA
