recording_filename,segment_onset,segment_offset,child_id,duration_its,voc_dur_chi,voc_chi,avg_voc_dur_chi,wc_fem,wc_mal,wc_adu,5s_CTC,CVC,speechlike_pitch,nonspeechlike_pitch
20180906_133202_022870.wav,18264000,18384000,3461,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20180906_133202_022870.wav,28611000,28731000,3461,120000,2520.0,3,840.0,43.66,0.0,43.66,0,3.0,"[387.0529655009924, 329.8378258814288, 375.91365977890115]",[]
20180906_133202_022870.wav,36581000,36701000,3461,120000,1200.0,2,600.0,5.13,0.83,5.96,0,1.0,[294.7441814859422],[370.4418591236769]
20180906_133202_022870.wav,39778000,39898000,3461,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20180906_133202_022870.wav,41905000,42025000,3461,120000,19320.0,13,1486.1538461538462,10.46,0.0,10.46,1,13.0,"[380.27752096585226, 348.66245760751576, 642.1767571639161, 518.9538934686009, 413.83126384679866, 387.47381449773854, 379.00556621335625]","[461.9371673972455, 472.055680427587, 468.2798553960011, 452.60144615823157, 612.9157021617347, 418.0888808814892]"
20181218_132113_024879.wav,1639000,1759000,3131,120000,19460.0,22,884.5454545454545,70.22999999999999,39.6,109.83,8,22.0,"[334.8913280532604, 333.2285637466207, 357.4907365932843, 303.4214795868407, 314.1436301859726, 425.8141711732771, 301.8854534948673, 336.60050728621906, 364.03631772775293, 339.7791586489161, 305.4436432904502, 300.103890268015, 290.04700874180935, 514.2854893571432, 322.8133156306328, 354.9970704317772, 337.574361086486, 337.18462187720075]","[565.9518621576195, 381.8969790320208, 311.92844273842303, 311.6329696457556]"
20181218_132113_024879.wav,5817000,5937000,3131,120000,18230.0,18,1012.7777777777778,166.80999999999997,0.0,166.81,7,19.0,"[424.4707229345975, 344.94935782159996, 321.5440218773151, 303.45831761331726, 303.93326294580334, 349.8038228928553, 281.1135931452999, 357.4707831754097, 309.3354701338566, 290.4449368459342, 328.42697735421945, 291.9882446730189, 310.4074438380457, 310.956292233601, 423.32620124759285, 358.2921898110259, 327.0415666429728]",[430.90995656080014]
20181218_132113_024879.wav,6837000,6957000,3131,120000,6000.0,6,1000.0,189.51,6.98,196.49,3,4.0,"[380.05794356043936, 374.85304612354474, 401.0750749561403, 316.7684295694579]","[322.2019809239349, 356.839150045905]"
20181218_132113_024879.wav,7296000,7416000,3131,120000,8320.0,8,1040.0,201.99,4.13,206.12,6,6.0,"[423.0705729047439, 362.20272258912684, 394.87454289312757, 367.77483934673336, 395.62956498444566, 467.8790921998081]","[388.2406947739866, 375.79325934104685]"
20181218_132113_024879.wav,9384000,9504000,3131,120000,14150.0,12,1179.1666666666667,87.34,2.94,90.28,3,15.0,"[356.8465492916485, 264.62726966495563, 342.3608447696492, 633.3149865858637, 609.5674812732074, 736.6175603202493, 347.5810862047617, 379.8034995207275, 388.9242145456481, 430.514119289034, 283.40834723472284]",[493.61615941121755]
20181218_132113_024879.wav,14868000,14988000,3131,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20181218_132113_024879.wav,16289000,16409000,3131,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20181218_132113_024879.wav,18264000,18384000,3131,120000,24450.0,26,940.3846153846154,68.09,4.06,72.15,12,33.0,"[nan, 309.63105273447155, 316.57062624270714, 274.6727695993672, 267.5173550253741, 289.6824557007327, 383.74921276520814, 304.7423463835519, 271.8142392122167, 300.16241418949545, 311.0555427987345, 274.84212141072777, 305.38143458423434, 302.2921432613763, 325.58221547957186, 250.17377417107673, 282.43661826454326, 272.7368780937783, 299.1037173524411, 293.05230009221174, 286.24130347945186, 342.2456312874369, 300.10220041689234, 321.13673821989005, 314.83293241515275, 319.765141014832]",[]
20181218_132113_024879.wav,36581000,36701000,3131,120000,3460.0,2,1730.0,5.89,1.57,7.459999999999999,0,4.0,"[437.2831318070802, 333.172003337726]",[]
20181218_132113_024879.wav,39778000,39898000,3131,120000,2660.0,3,886.6666666666666,91.22,0.0,91.21999999999998,2,4.0,"[323.3073206191675, 287.28728398784006, 275.82747876038997]",[]
20181218_132113_024879.wav,41905000,42025000,3131,120000,2650.0,4,662.5,20.95,14.11,35.06,1,4.0,"[302.0081121340356, 309.1190013493312, 398.69092995449466, 301.2163218162297]",[]
20181218_132113_024879.wav,45308000,45428000,3131,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20181218_132113_024879.wav,48958000,49078000,3131,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20181218_132113_024879.wav,49225000,49345000,3131,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20181218_132113_024879.wav,49860000,49980000,3131,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20190307_091344_022872.wav,1639000,1759000,3951,120000,6460.0,6,1076.6666666666667,5.73,0.0,5.73,1,6.0,"[342.9506092007169, 374.11907419113305, 338.86064860949455, 403.49384427118446, 285.3863158944226]",[572.6920708236595]
20190307_091344_022872.wav,5817000,5937000,3951,120000,4880.0,7,697.1428571428571,13.27,0.0,13.27,2,5.0,"[310.2295853728957, 290.3895996864295, 269.7128792345565]","[549.5057890371094, 435.6667596255339, 310.1484980216533, 297.4832996501665]"
20190307_091344_022872.wav,6837000,6957000,3951,120000,4140.0,5,828.0,0.0,0.0,0.0,0,3.0,"[409.50932777420167, 422.11245356099704]","[482.7735337253465, 409.66111043092656, 335.73655939737176]"
20190307_091344_022872.wav,7296000,7416000,3951,120000,6100.0,7,871.4285714285714,34.17,0.0,34.169999999999995,4,7.0,"[384.56154775776184, 346.8965686984325, 402.3310232418923, 418.3705193803529, 514.7536743842802]","[266.0846764206168, 375.72180578286276]"
20190307_091344_022872.wav,9384000,9504000,3951,120000,5660.0,6,943.3333333333334,6.83,0.0,6.83,0,2.0,"[nan, 407.357982470834]","[554.4920546567172, nan, 231.77486536881912, 357.05724368570463]"
20190307_091344_022872.wav,14868000,14988000,3951,120000,5450.0,7,778.5714285714286,19.380000000000003,0.0,19.380000000000003,0,2.0,[394.0980779993547],"[390.77513412535984, 533.2774118438965, 504.54062275042435, 447.44939693351915, 477.5113907138334, 488.46343333009776]"
20190307_091344_022872.wav,16289000,16409000,3951,120000,1600.0,2,800.0,79.03,0.0,79.03,1,2.0,"[313.31021322847096, 510.23127884129906]",[]
20190307_091344_022872.wav,18264000,18384000,3951,120000,8620.0,12,718.3333333333334,16.68,0.0,16.68,1,5.0,"[279.30789153903424, 313.03966116891667, 300.6503483948857, 339.76535186027246]","[371.94193194371957, 289.9267024866954, 529.155222238921, 318.0993046507679, 313.13608670286055, 701.1410668958007, 421.7992456858402, nan]"
20190307_091344_022872.wav,36581000,36701000,3951,120000,3080.0,3,1026.6666666666667,0.0,0.0,0.0,0,0.0,[],"[nan, 532.1892166735615, 528.2407635843687]"
20190307_091344_022872.wav,39778000,39898000,3951,120000,1110.0,1,1110.0,4.78,0.0,4.78,0,1.0,[358.0270580299305],[]
20190307_091344_022872.wav,41905000,42025000,3951,120000,37310.0,31,1203.548387096774,20.45,43.470000000000006,63.92,1,3.0,"[404.23911589210485, 491.6760470378347, 557.1017014708694]","[nan, 518.5948124088442, 486.1748730737528, 699.4294520634321, 566.5379169232344, 508.1415139817428, 217.35884037152837, 521.9342116124708, 644.7327795478698, 537.5476689217294, 593.3519464666354, 449.28640705730027, 579.103206347643, 534.8063960573929, 477.201542589278, 381.37477110262796, 574.1716583468, 576.9557319132361, 677.088147819305, 588.9868942948181, 597.8816053090027, 610.7864615675416, 531.9901927849576, 416.90212625015477, 423.33711246449485, 703.1346346817356, 658.0648235944008, 350.5061105471047]"
20190307_091344_022872.wav,45308000,45428000,3951,120000,18640.0,22,847.2727272727273,9.08,0.0,9.08,1,9.0,"[596.4440860819611, 461.42443508115156, 475.47987521684337, 517.0770214593949, 669.9160022696656, 403.5501172958434, 368.7426113831973, 383.00825433653114]","[480.6280224195507, 450.36894120094115, 606.9233644258115, 412.9636144165107, 450.69028685746525, 651.7583127005939, 586.131535101271, 411.0366341047784, 461.1079707293725, 698.7063836993211, 432.5431799057122, 458.89569526893257, 458.9370500096833, 492.42821425420215]"
20190307_091344_022872.wav,48958000,49078000,3951,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20190307_091344_022872.wav,49225000,49345000,3951,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20190307_091344_022872.wav,49860000,49980000,3951,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20190307_114201_025481.wav,1639000,1759000,3891,120000,1330.0,2,665.0,48.43,22.44,70.87,0,1.0,[367.2237858528602],[nan]
20190307_114201_025481.wav,2072000,2192000,3891,120000,10730.0,12,894.1666666666666,6.5,0.0,6.5,0,8.0,"[273.6399059961694, 268.3461907287746, 415.11596119314214, 441.48343500116846, 455.32524389826796, 349.8952017679985]","[382.42634198408666, 596.1946078427634, 375.2394898843008, 343.8756746111647, 324.1731949491261, 441.25502320108365]"
20190307_114201_025481.wav,2202000,2322000,3891,120000,10630.0,11,966.3636363636364,24.08,0.0,24.08,0,2.0,"[414.42396854467955, 243.1358971517388]","[522.0021906123243, 415.17265072945827, 357.5084650586456, 296.3680447802977, 378.97996034861853, 421.110412196089, 507.79419998591254, 406.79585660172773, 290.63056149670524]"
20190307_114201_025481.wav,5817000,5937000,3891,120000,5650.0,6,941.6666666666666,28.18,9.45,37.63,0,1.0,[540.097703379162],"[616.8470454874175, 742.3610004613062, 703.5596550891862, 719.044761732054, 446.6223807273249]"
20190307_114201_025481.wav,6620000,6740000,3891,120000,1000.0,1,1000.0,82.61,0.0,82.61,0,2.0,[439.427833611006],[]
20190307_114201_025481.wav,6837000,6957000,3891,120000,5990.0,8,748.75,21.55,0.0,21.55,1,5.0,"[288.21340095146303, 384.38067183871317, 314.4077772983255, 306.2618646556066]","[268.2067704573111, 453.58716863721986, 239.0005335061825, nan]"
20190307_114201_025481.wav,7296000,7416000,3891,120000,9870.0,14,705.0,50.93,0.0,50.92999999999999,6,7.0,"[277.4277334829902, 387.512092160394, 378.7370361992585, 340.96847490725065, 310.18803246927155, 324.3477363163915, 343.58665802748175]","[439.6779927725967, 274.0829686805555, 348.90428797089265, nan, nan, 373.9615282596065, 522.7775754597055]"
20190307_114201_025481.wav,9384000,9504000,3891,120000,6830.0,7,975.7142857142856,6.24,0.0,6.24,1,4.0,"[386.3670574535073, 490.24308090000653, 467.84338368782505]","[480.62926009258524, 409.4157691264201, 341.5220280531747, 441.2578877727008]"
20190307_114201_025481.wav,14868000,14988000,3891,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20190307_114201_025481.wav,15408000,15528000,3891,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20190307_114201_025481.wav,16289000,16409000,3891,120000,1200.0,2,600.0,0.0,0.0,0.0,0,2.0,"[413.5014731761358, 398.8624835168785]",[]
20190307_114201_025481.wav,18264000,18384000,3891,120000,8990.0,9,998.8888888888888,70.75,30.96,101.71,3,3.0,"[306.41554927467797, 410.56342025590436, 350.30447213549496]","[406.82348673961974, 424.599608816854, 450.40942114254057, 386.67866859881764, 331.9823684250148, 459.2452395267056]"
20190307_114201_025481.wav,28611000,28731000,3891,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20190307_114201_025481.wav,36581000,36701000,3891,120000,9600.0,12,800.0,0.0,0.0,0.0,0,15.0,"[331.07257287633377, 328.53775917259924, 325.28747521236846, 368.7570217060545, 298.3823933915004, 321.6906305882376, 426.3893711092912, 262.4144293369765, 302.65856726225104, 289.1308229115479, 350.46338895637973]",[395.6267839951102]
20190307_114201_025481.wav,39778000,39898000,3891,120000,10430.0,11,948.181818181818,1.97,3.23,5.2,1,5.0,"[316.624205527077, 415.7379526695751, 426.9177492175657, 409.366558006896, 370.67391184430284]","[408.94971523495553, 433.85004175566365, 271.2908981506786, 492.9784431534313, nan, 443.88289472257486]"
20190618_135122_024883.wav,1639000,1759000,5011,120000,5220.0,7,745.7142857142857,15.37,9.78,25.15,1,7.0,"[283.27545832062896, 286.67300390115236, 289.28529059796824, 354.0484491167956, 395.2630126633119, 320.192576916293, 278.75419507158756]",[]
20190618_135122_024883.wav,5817000,5937000,5011,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20190618_135122_024883.wav,6837000,6957000,5011,120000,0.0,0,,10.36,0.88,11.24,0,0.0,[],[]
20190618_135122_024883.wav,7296000,7416000,5011,120000,0.0,0,,0.73,0.0,0.73,0,0.0,[],[]
20190618_135122_024883.wav,9384000,9504000,5011,120000,83240.0,22,3783.636363636364,14.93,15.52,30.45,0,1.0,[253.9083487414817],"[407.42285397228386, 380.5546436244208, 462.3942188311739, 377.3438256710718, 213.19896669808548, 405.83440546534865, 479.9885936136425, 394.9122946878061, 411.41441835057566, 344.66280985803314, 325.9545448726453, 389.00457367395455, 407.3034772538082, 379.67795448994974, 427.79212163961756, 432.18448271750617, 419.814478891537, 417.0881541710057, 527.2716142799004, 432.31702882747777, 543.0604451236527]"
20190618_135122_024883.wav,14868000,14988000,5011,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20190618_135122_024883.wav,16289000,16409000,5011,120000,0.0,0,,23.27,0.0,23.27,0,0.0,[],[]
20190618_135122_024883.wav,18264000,18384000,5011,120000,4090.0,5,818.0,59.06,13.419999999999998,72.48,0,2.0,"[280.1837126933771, 599.1210643931555]","[530.9775839483715, 569.2404503260263, 349.583334579516]"
20190618_135122_024883.wav,36581000,36701000,5011,120000,52780.0,50,1055.6,7.21,0.0,7.21,1,14.0,"[569.7344137751951, 465.3566489308867, 427.05508875297176, 537.8318765312699, 323.7148748163057, 242.0018607705572, 508.55888678603253, 482.91622568841865, 391.94990249583174, 573.5242234795755, 456.06935321642817, 584.9817372331653, 634.1569864914017, 539.1190377236993]","[544.1562002442297, 444.4112769454513, 350.36232968009983, 299.4433646101298, 347.17371991467667, 430.01546543377845, 580.2627029261531, 237.56793826391913, 586.5375783877619, 365.14936488964895, 391.0268350020324, 393.8456021458994, 409.8566201585178, 364.03028629710235, 496.7291868345985, 432.2445773674607, 418.50708321128127, 396.7214502674391, 415.50590014243124, 459.59646958438327, 490.643943385539, 514.7825618617179, 330.3138424011548, 427.01875367106567, 392.6952856024929, 392.79728286538096, 346.4512726779606, 453.5473513766462, 487.3628432420053, 445.1644607173701, 520.4951418541544, 297.490924611361, 359.7929751481585, 498.0289284788671, 500.4401557055722, 366.9132559264098]"
20190618_135122_024883.wav,39778000,39898000,5011,120000,11310.0,10,1131.0,23.840000000000003,12.170000000000002,36.010000000000005,2,6.0,"[253.67588661888144, 257.8245214973611, 324.0048930920003, 650.4107366089404, 509.8507377970571]","[461.98842213601654, 596.7765813251885, 531.2812462639766, 503.98685095613035, 520.1826214251723]"
20190618_135122_024883.wav,41905000,42025000,5011,120000,0.0,0,,60.09,46.010000000000005,106.1,0,0.0,[],[]
20190618_135122_024883.wav,45308000,45428000,5011,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20190618_135122_024883.wav,48958000,49078000,5011,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20190618_135122_024883.wav,49225000,49345000,5011,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20190618_135122_024883.wav,49860000,49980000,5011,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20190819_210318_025481_2.wav,1639000,1759000,3362,120000,14420.0,16,901.25,61.790000000000006,5.88,67.67000000000002,9,14.0,"[326.66443579047166, 332.9442213370567, 461.24829285874745, 247.99198002814256, 255.0883404914255, 283.172970810352, 291.40955459812034, 374.82187558485, 401.39599705639057, 454.70903794901926, 217.37664939836904, 412.41139425887167, 254.7381774231723]","[324.3827987054765, 347.3213197176037, 338.0884218102622]"
20190819_210318_025481_2.wav,2072000,2192000,3362,120000,9850.0,11,895.4545454545455,135.87,0.0,135.87,5,6.0,"[408.9139635854353, 367.0389992019684, 299.552350421236, 374.4292014865712, 318.33623005831925, 318.30425526357413]","[375.88105483536765, 371.6157988275145, 256.560147837916, 411.1569088658207, 316.78622006394266]"
20190819_210318_025481_2.wav,2202000,2322000,3362,120000,7940.0,8,992.5,12.05,0.0,12.05,1,3.0,"[473.7532714027952, 341.75140214880724, 380.8675639634395]","[364.30442800023866, 251.55404984381585, 466.3510989364406, 337.1505729779423, 469.955144189242]"
20190819_210318_025481_2.wav,5817000,5937000,3362,120000,43070.0,28,1538.2142857142858,51.01,0.0,51.010000000000005,7,30.0,"[287.6277484392506, 397.3061668346522, 327.17189462571633, 335.3861171068567, 274.0374522901321, 282.9421488654307, 235.78776831795318, 256.21025578168974, 277.69316695842144, 466.6928413694617, 277.8645964960744, 245.5118067349631, 277.1695812344454, 307.7910399585027, 270.55286400065296, 272.4149794471492, 344.0468340252991, 321.03461402481287, 295.9155315343998, 358.36181053907353, 414.6412959839756, 399.63761353468226, 349.85428458843876, 307.02763442909185, 325.66708591909054, 399.20925963782736]","[438.0050954600936, 256.56367036829266]"
20190819_210318_025481_2.wav,6620000,6740000,3362,120000,8390.0,8,1048.75,240.27,0.0,240.27,2,7.0,"[306.26520625906875, 422.2690671687963, 384.2023681152642, 294.08043819214174, 338.75184387543226]","[298.32709157518485, 395.2611293475429, 280.9545834919067]"
20190819_210318_025481_2.wav,6837000,6957000,3362,120000,18180.0,18,1010.0,180.23,0.0,180.23,9,16.0,"[358.45656318186235, 319.9697224956912, 266.3875059574814, 256.1913408370482, 289.00065211115776, 310.5085012851652, 292.18880681753024, 242.3904957963743, 319.37996788963056, 233.33022578789513, 232.2741097554921, 361.0232624730582, 253.87875577637428]","[nan, 342.53465062091993, 254.44240467942868, 336.7588233578581, 380.8955951655079]"
20190819_210318_025481_2.wav,7296000,7416000,3362,120000,27970.0,19,1472.1052631578948,232.51,0.0,232.51,11,18.0,"[290.7734547997353, 258.3739861570086, 305.97426889880524, 363.3843965463957, 308.5998232166426, 285.58227037516684, 280.03893146967266, 218.6490023090531, 297.7145436207528, 314.3056507906175, 234.28063859943614, 229.65200113373854, 360.3886766806201, 361.31483408309066, 326.8463657481169, 301.19034704813265]","[290.3351881878018, 333.0306879532973, 361.1125911488954]"
20190819_210318_025481_2.wav,9384000,9504000,3362,120000,11410.0,13,877.6923076923077,363.5,0.0,363.5,5,9.0,"[333.4345177481711, 242.37330064141497, 294.95506150543054, 303.7061370138648, 343.7616704375162, 314.520336511317, 290.4062556792277, 299.81738160838955]","[401.88765666376366, 522.499159038929, 456.1294897867492, 306.09528706046626, 472.56708409598315]"
20190819_210318_025481_2.wav,14868000,14988000,3362,120000,12760.0,16,797.5,168.85000000000002,0.0,168.85000000000002,8,16.0,"[246.53185204998954, 312.031672030691, 256.27000778328846, 383.6062749582098, 303.09811384602017, 352.46031313051634, 325.5193291226829, 233.89046518536023, 340.6531861218614, 346.02465549857703, 281.6591667398464, 261.6348853172322, 341.67411379493643, 222.84808881933108]","[374.4475764635299, 291.95981812510485]"
20190819_210318_025481_2.wav,16289000,16409000,3362,120000,7290.0,7,1041.428571428571,264.92999999999995,9.09,274.02,4,7.0,"[338.73575447982216, 290.1589717667394, 360.54253194388366, 322.76846794075533, 326.81853536733877, 404.83936048316247]",[445.90883871926644]
20190819_210318_025481_2.wav,18264000,18384000,3362,120000,960.0,1,960.0,53.5,6.64,60.14,0,0.0,[],[392.2849425660669]
20190819_210318_025481_2.wav,28611000,28731000,3362,120000,6260.0,5,1252.0,23.17,0.0,23.17,1,2.0,"[300.2760369324473, 385.4640515266004]","[347.9578314281703, 456.43235817450943, 455.2461478176343]"
20190819_210318_025481_2.wav,36581000,36701000,3362,120000,3630.0,4,907.5,17.259999999999998,0.0,17.259999999999998,0,5.0,"[343.8213375039914, 242.80455053815123, 498.4119457170178, 219.6783866082774]",[]
20190819_210318_025481_2.wav,39778000,39898000,3362,120000,910.0,1,910.0,0.0,0.0,0.0,0,1.0,[476.8192349932688],[]
20190819_210318_025481_2.wav,41905000,42025000,3362,120000,13810.0,12,1150.8333333333333,51.75000000000001,0.0,51.75,0,12.0,"[284.92937310590213, 383.84915189459633, 319.80712672801593, 369.070524074631, 356.60018454421174, 315.1478361870713, 355.8228947099301, 334.137940193058, 367.3799092354024]","[356.0620393629753, 418.4203544340342, 419.0732415174787]"
20190828_145547_024884_2.wav,1639000,1759000,5061,120000,4980.0,7,711.4285714285714,200.38,37.11,237.49,4,6.0,"[331.3664018172227, 311.4437477582645, 290.71596489239107, 312.33329301120403, 317.84448672645334, 290.47034754321146]",[368.9762324894446]
20190828_145547_024884_2.wav,2072000,2192000,5061,120000,5730.0,7,818.5714285714286,247.64,15.58,263.22,5,6.0,"[492.32471427281536, 280.5955438827655, 324.0826087477533, 338.3417168737981, 605.1136348136793, 554.1605354658258]",[506.5069439449654]
20190828_145547_024884_2.wav,2202000,2322000,5061,120000,13210.0,11,1200.909090909091,188.29,10.57,198.86,6,7.0,"[421.3971933587759, 247.78176458239133, 467.6597671173, 456.2870375998974, 375.08744128004116, 274.28092004520244]","[474.82553093580447, 457.9033354927221, 435.3273445638442, 359.1436698217335, 436.69081140140986]"
20190828_145547_024884_2.wav,5817000,5937000,5061,120000,11440.0,15,762.6666666666666,113.94,60.95,174.89,8,15.0,"[283.73542204104575, 330.33975064947475, 270.84233144396575, 290.2823756375258, 354.0197496817934, 314.5965402085757, 352.39480995210687, 310.67384506913334, 280.5331876560471, 390.3039072141316, 307.51859992964506, 306.92964490523906, 332.53183357486597, 252.89625828269217, 313.52369332628]",[]
20190828_145547_024884_2.wav,6620000,6740000,5061,120000,8200.0,12,683.3333333333334,71.96000000000001,42.86,114.82,7,11.0,"[283.0153392925294, 317.2478652531427, 286.0613516211395, 373.95472688765165, 266.4920696827706, 273.4654162427603, 337.77051387949734, 372.9224220006944, 310.3435663062684, 286.56911349215756, 358.95894259866566]",[478.0265503488238]
20190828_145547_024884_2.wav,6837000,6957000,5061,120000,12290.0,15,819.3333333333334,133.01,31.17,164.18000000000004,10,13.0,"[nan, 312.31105964169825, 295.5693618051545, 283.6005971894079, 293.21310577448565, 321.36713847126526, 327.9873821171151, 358.5544964020025, 334.4278982664364, 387.0693224421084, 367.7635629124498, 373.5227225703755, 294.62763602932705]","[353.07336174124737, 414.3532561264848]"
20190828_145547_024884_2.wav,7296000,7416000,5061,120000,13490.0,18,749.4444444444445,108.22,17.98,126.2,10,14.0,"[375.9689353680295, 281.3195216333996, 292.51393723706315, 322.8152448057933, 281.4669571754953, 568.8227014213638, 293.5946624308642, 291.0068150530608, 518.7133570854126, 243.6798091004592, 569.6888373977195, 350.61049925291707, 339.21428715478885, 288.8173756719659]","[643.8785795603337, 473.9062067252191, 221.18228617981373, 514.127514886261]"
20190828_145547_024884_2.wav,9384000,9504000,5061,120000,3180.0,5,636.0,66.72,6.95,73.67,1,2.0,"[455.25699652976783, 311.1815779911623]","[596.2793321999225, 275.4495558277205, 588.6653309464142]"
20190828_145547_024884_2.wav,14868000,14988000,5061,120000,14840.0,12,1236.6666666666667,219.06,5.19,224.25,7,16.0,"[244.08870589924325, 265.8005884277758, 268.5490556143364, 270.6736855788928, 317.8690179540249, 355.1367363783858, 263.0428532889795, 261.4714107985271, 379.0511048503838, 308.5661588515125, 317.2117033338563, 280.6648339876325]",[]
20190828_145547_024884_2.wav,16289000,16409000,5061,120000,0.0,0,,7.17,0.0,7.17,0,0.0,[],[]
20190828_145547_024884_2.wav,18264000,18384000,5061,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20190828_145547_024884_2.wav,28611000,28731000,5061,120000,10070.0,12,839.1666666666666,144.6,11.760000000000002,156.36,6,12.0,"[400.46691903555285, 460.68901717804806, 389.9328983034621, 278.86558128268274, 271.25124989571, 269.3111428629688, 302.9308107201356, 511.61730433074416, 385.31902968834913, 348.11969055415125, 340.0188448477679]",[375.6124556598896]
20190828_145547_024884_2.wav,36581000,36701000,5061,120000,10060.0,9,1117.7777777777778,77.07,3.11,80.18,5,6.0,"[478.5328065745315, 656.1194937706862, 283.82604029716754, 299.1080713662771, 294.0090262491311, 309.60821245074686]","[752.3664611959374, 556.6459974536008, 562.2042187734436]"
20190828_145547_024884_2.wav,39778000,39898000,5061,120000,12770.0,15,851.3333333333334,51.64999999999999,3.15,54.8,6,16.0,"[319.43615167492067, 276.90655802448265, 370.84363127627336, 312.4420353006742, 288.5422750672564, 296.0670880768602, 489.4512103365913, 401.85807137331403, 273.38982829793537, 261.77248873380347, 283.3786356076508, 333.0617022570154, 309.8304345911896, 263.48410867860457, 281.754422547498]",[]
20190828_145547_024884_2.wav,41905000,42025000,5061,120000,0.0,0,,49.92,0.0,49.92,0,0.0,[],[]
20191004_125707_025480_2.wav,409000,529000,4001,120000,12250.0,15,816.6666666666666,44.08,25.51,69.59,3,8.0,"[467.4976547143503, 689.368711372388, 278.89167151439193, 272.7391437106098, 292.77209290410974, 331.64486996546634, 267.3865116101559, nan]","[361.262673241133, 418.83908594729814, 380.0435525822732, 349.89041041678814, 363.1017027490911, 353.7238945406364, 363.41515000311114]"
20191004_125707_025480_2.wav,1544000,1664000,4001,120000,5090.0,7,727.1428571428571,5.88,0.0,5.88,1,6.0,"[540.2093530473192, 538.0139880389461, 369.3150947222551, 574.2893641842638, 321.6656800819019, 422.0785340898518]",[502.26898317057083]
20191004_125707_025480_2.wav,1799000,1919000,4001,120000,12770.0,15,851.3333333333334,9.59,0.0,9.59,0,3.0,"[306.80440208628147, 335.384174596212, 351.2835922756066]","[nan, 432.63383116300594, 566.9055044388124, 321.0189958128915, 467.5009106331813, 534.0787912983347, 472.33045428529135, 365.4649235647662, 245.3449806710156, 241.06266399733462, 226.3768753657398, 212.8863627048578]"
20191004_125707_025480_2.wav,2406000,2526000,4001,120000,12730.0,12,1060.8333333333333,2.05,0.0,2.05,1,4.0,"[517.9386925047464, 528.283516438417, 544.1800210465897, 475.19083038104003]","[527.0770632450788, 356.57562282337744, 534.680625955915, 412.07112274979215, 329.6839034062455, 358.42232304241213, 326.3766311681789, 361.8740888344105]"
20191004_125707_025480_2.wav,3648000,3768000,4001,120000,1860.0,2,930.0,0.0,0.0,0.0,0,0.0,[],"[393.82144488525125, 402.8083079514353]"
20191004_125707_025480_2.wav,3897000,4017000,4001,120000,6350.0,5,1270.0,0.0,0.0,0.0,0,3.0,"[307.85035955482675, 290.09036619728533, 304.3580735061395]","[418.43826645033414, 362.13249154344146]"
20191004_125707_025480_2.wav,4252000,4372000,4001,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20191004_125707_025480_2.wav,4746000,4866000,4001,120000,0.0,0,,0.0,0.0,0.0,0,0.0,[],[]
20191004_125707_025480_2.wav,9775000,9895000,4001,120000,16060.0,13,1235.3846153846157,67.17999999999999,0.0,67.18,5,17.0,"[288.05321343496735, 670.7597667414315, 412.77077247293, 400.8105968856342, 429.9864200467673, 299.324725728462, 256.6499086105972, 337.11155390729067, 344.55581087686517]","[491.2700382992157, 232.33184440253984, 299.2453968956431, 330.59639354801163]"
20191004_125707_025480_2.wav,10754000,10874000,4001,120000,11390.0,8,1423.75,173.33000000000004,0.0,173.32999999999998,3,9.0,"[291.09401038796886, 278.23571094210183, 256.6360272746797, 290.7435125643476, 250.83411690474702, 279.711201330285, 391.6310732063781]",[302.3053266492331]
20191004_125707_025480_2.wav,11927000,12047000,4001,120000,13940.0,11,1267.2727272727273,33.739999999999995,0.0,33.74,3,9.0,"[304.50735577106894, 242.35690754288717, 260.0295471164849, 280.930767414915, 301.8596457234313, 309.6247978571884, 289.32360294329635, 271.58930205694435, 271.8180041694052]","[343.21104640453416, 271.73589634120276]"
