segment_onset,segment_offset,speaker_type,vcm_type
1254,2992,NA,NA
1661,2132,FEM,NA
1747,2943,MAL,NA
2265,2511,FEM,NA
4011,5295,MAL,NA
4347,6011,NA,NA
4992,5966,FEM,NA
6561,7460,NA,NA
6602,7213,CHI,N
7695,11900,NA,NA
8000,8609,FEM,NA
8794,9697,CHI,N
10010,12011,MAL,NA
14948,16951,NA,NA
14992,15903,CHI,N
15069,15712,OCH,NA
16031,16492,FEM,NA
17275,22646,NA,NA
17413,20992,CHI,N
20512,23492,MAL,NA
31992,32794,MAL,NA
32252,32512,NA,NA
34030,34992,NA,NA
34067,34416,FEM,NA
34283,34644,MAL,NA
35957,40589,NA,NA
36011,37913,FEM,NA
37577,37810,CHI,N
38026,40073,FEM,NA
40757,45168,NA,NA
41005,42200,CHI,C
42010,44858,MAL,NA
47608,48992,NA,NA
47645,48571,CHI,N
50993,53150,MAL,NA
51511,55927,NA,NA
52993,54912,CHI,N
53833,53973,MAL,NA
54775,55511,MAL,NA
55013,55357,FEM,NA
66992,68615,MAL,NA
66992,71012,NA,NA
67885,68492,FEM,NA
68953,70917,CHI,N
71165,72491,NA,NA
71481,72166,CHI,N
73766,75933,CHI,N
73786,76511,NA,NA
76699,76993,NA,NA
78258,80612,NA,NA
78354,78992,CHI,N
79738,80406,FEM,NA
80808,104043,NA,NA
81473,82475,CHI,C
81992,82890,MAL,NA
83457,87105,CHI,N
86992,88447,FEM,NA
87040,87489,MAL,NA
88012,89512,CHI,N
89492,91389,MAL,NA
91184,97082,CHI,N
96530,96989,MAL,NA
97664,99188,CHI,N
98992,101869,MAL,NA
101301,102511,FEM,NA
102011,103896,CHI,Y
104905,107991,NA,NA
104951,105511,CHI,N
105629,106010,CHI,N
105641,105810,MAL,NA
105653,106492,FEM,NA
106496,107380,CHI,N
108376,111716,NA,NA
108489,109491,CHI,N
108726,108847,OCH,NA
109053,111993,MAL,NA
112190,113010,NA,NA
112231,113011,CHI,N
113695,114792,MAL,NA
114011,114568,NA,NA
114834,115779,NA,NA
114986,115627,CHI,N
115052,115195,OCH,NA
116033,116443,NA,NA
117492,118555,NA,NA
117511,118549,CHI,N
118859,120992,NA,NA
118970,119113,CHI,N
119067,119342,FEM,NA
119853,120651,CHI,N
121697,125258,NA,NA
121959,122408,CHI,N
121993,125726,MAL,NA
126492,127493,CHI,C
126492,132012,NA,NA
127386,128994,FEM,NA
129512,132011,MAL,NA
129668,130135,CHI,C
134156,134996,FEM,NA
134175,135010,NA,NA
136991,153510,NA,NA
137135,137928,CHI,C
137216,144987,MAL,NA
144737,146014,CHI,N
145839,146011,FEM,NA
146011,152989,MAL,NA
155491,158510,NA,NA
155512,158511,FEM,NA
161511,163492,MAL,NA
162493,162928,NA,NA
164460,167921,MAL,NA
164643,167824,NA,NA
166442,166837,CHI,N
167012,167154,CHI,N
174071,176457,MAL,NA
174493,181493,NA,NA
176492,179302,FEM,NA
176992,177972,MAL,NA
179680,181205,FEM,NA
180232,180374,MAL,NA
187513,190490,MAL,NA
187891,189626,NA,NA
201607,205466,MAL,NA
202011,205025,NA,NA
228511,232001,MAL,NA
229411,231512,NA,NA
247492,249991,MAL,NA
247511,249511,NA,NA
256930,258072,MAL,NA
257011,259011,NA,NA
257783,258925,FEM,NA
258324,258486,MAL,NA
260945,264511,CHI,N
260982,264686,NA,NA
265012,269082,NA,NA
265435,267494,CHI,N
267492,269011,FEM,NA
268392,268522,MAL,NA
273205,277132,NA,NA
273255,274379,CHI,N
274011,277015,FEM,NA
279089,279992,CHI,N
279104,279992,NA,NA
285992,287347,CHI,N
285992,289718,NA,NA
287027,292491,MAL,NA
290010,292681,NA,NA
291992,292512,FEM,NA
296757,298573,OCH,NA
296782,298567,NA,NA
298924,304511,NA,NA
299130,302038,MAL,NA
302493,304493,FEM,NA
306334,307687,CHI,C
306347,317564,NA,NA
307685,308463,MAL,NA
308024,311404,FEM,NA
312128,317233,FEM,NA
313991,316450,MAL,NA
319046,320511,NA,NA
319054,320492,FEM,NA
320721,321619,NA,NA
321011,321991,FEM,NA
323992,324365,MAL,NA
324074,324211,NA,NA
325492,328982,FEM,NA
325492,334502,NA,NA
326992,327880,MAL,NA
329493,330907,CHI,N
330990,332109,FEM,NA
332095,334511,MAL,NA
334699,339697,NA,NA
335642,335758,FEM,NA
336012,338876,MAL,NA
338992,339492,CHI,N
339257,339414,FEM,NA
340340,340453,NA,NA
341012,343992,NA,NA
341493,341792,CHI,N
341493,342011,FEM,NA
341920,342350,CHI,N
342012,344447,MAL,NA
347492,348440,MAL,NA
347917,348511,NA,NA
350836,357802,MAL,NA
351773,358609,NA,NA
357951,358511,CHI,N
359341,360752,NA,NA
359483,360114,CHI,N
359799,360622,FEM,NA
361385,366665,NA,NA
361436,363766,CHI,N
364299,365511,MAL,NA
364910,365511,FEM,NA
