segment_onset,segment_offset,speaker_type,vcm_type
7331,8354,FEM,NA
7368,8210,NA,NA
31580,32760,NA,NA
31646,32561,FEM,NA
53992,55011,OCH,NA
54010,56703,NA,NA
71911,73516,FEM,NA
71920,75120,NA,NA
72608,73604,MAL,NA
134099,134526,NA,NA
141002,142595,NA,NA
141190,142511,OCH,NA
143205,143492,OCH,NA
156492,158213,NA,NA
156742,158013,CHI,Y
157012,158084,OCH,NA
159091,159493,OCH,NA
159238,159493,NA,NA
167992,169323,FEM,NA
167992,169492,NA,NA
176325,179492,NA,NA
176351,177379,CHI,N
177960,178962,FEM,NA
180087,180512,NA,NA
180203,180384,OCH,NA
185492,187375,NA,NA
186010,186236,FEM,NA
186017,187011,OCH,NA
187129,187320,OCH,NA
202433,202804,OCH,NA
203632,205179,NA,NA
203992,204491,CHI,N
203992,204991,FEM,NA
204512,204694,OCH,NA
206047,209014,NA,NA
207473,208467,OCH,NA
207510,208511,CHI,N
209903,211552,NA,NA
209993,210992,CHI,N
210349,210904,OCH,NA
211920,215011,NA,NA
212136,213012,FEM,NA
214124,214895,OCH,NA
221773,222693,NA,NA
221839,222479,CHI,N
224210,227727,NA,NA
224492,227582,FEM,NA
230992,233522,NA,NA
231010,231221,FEM,NA
231493,233511,FEM,NA
245670,253522,NA,NA
245697,246492,FEM,NA
247008,248253,CHI,N
247143,247253,OCH,NA
247492,247870,OCH,NA
249011,253500,FEM,NA
255398,257011,NA,NA
255493,256993,FEM,NA
262869,266492,NA,NA
263233,266492,FEM,NA
275474,280023,NA,NA
275493,280010,CHI,Y
283993,286995,NA,NA
284011,286109,CHI,N
286008,286128,OCH,NA
289022,290492,NA,NA
289114,290491,FEM,NA
313492,314012,NA,NA
316975,321611,NA,NA
316992,318075,CHI,C
317051,318038,OCH,NA
319597,321143,CHI,Y
322031,325477,NA,NA
322139,323278,FEM,NA
323835,325421,CHI,C
326648,331030,FEM,NA
326653,331002,NA,NA
331341,331442,FEM,NA
331511,332512,NA,NA
331552,332492,FEM,NA
332797,333011,NA,NA
334010,338320,NA,NA
334805,337866,FEM,NA
339125,339395,NA,NA
339135,339393,OCH,NA
342520,344992,NA,NA
342723,344026,CHI,N
343511,344686,OCH,NA
356213,362787,NA,NA
356284,357943,CHI,N
357826,359755,FEM,NA
359011,359246,CHI,N
359512,359733,CHI,N
360403,361512,CHI,N
360698,362539,OCH,NA
361775,362011,FEM,NA
364503,364765,NA,NA
364510,364785,FEM,NA
365118,366492,NA,NA
365509,366017,CHI,N
367511,368512,NA,NA
367821,368285,OCH,NA
382433,384296,NA,NA
382492,384011,CHI,Y
384510,384667,NA,NA
385012,385329,NA,NA
387364,390864,NA,NA
387492,390825,CHI,Y
400511,403829,NA,NA
400511,403992,OCH,NA
400692,401011,CHI,N
404494,405169,OCH,NA
404511,405102,NA,NA
433011,433907,NA,NA
433132,433577,CHI,N
446511,448744,NA,NA
446695,448511,CHI,N
447105,447242,OCH,NA
454557,459204,NA,NA
454591,458992,CHI,N
461793,466105,NA,NA
461849,466012,CHI,N
494392,496493,OCH,NA
494492,496419,NA,NA
501992,502991,CHI,N
501992,502991,NA,NA
