segment_onset,segment_offset,speaker_type,vcm_type
1991,2514,NA,NA
2012,2512,FEM,NA
14492,16186,NA,NA
14924,16011,FEM,NA
15155,15406,MAL,NA
58511,61120,NA,NA
58992,60992,CHI,N
70991,72010,NA,NA
71153,72010,MAL,NA
71511,71654,FEM,NA
87492,89470,MAL,NA
88140,88957,NA,NA
177992,178630,NA,NA
178038,178512,CHI,N
181631,182011,NA,NA
191430,191644,MAL,NA
256903,258010,NA,NA
256993,257511,CHI,N
272368,273475,NA,NA
272492,273160,FEM,NA
295245,297491,MAL,NA
295512,297544,NA,NA
296511,297351,FEM,NA
314845,315517,NA,NA
314915,315492,CHI,N
321740,322010,NA,NA
321761,322011,FEM,NA
354200,356512,MAL,NA
354449,356135,NA,NA
359492,360125,FEM,NA
359492,360127,NA,NA
398820,400511,MAL,NA
398993,400741,NA,NA
399511,400512,FEM,NA
406011,408490,MAL,NA
406507,407513,NA,NA
466906,470978,NA,NA
466935,470901,CHI,N
490669,493011,NA,NA
490816,490990,FEM,NA
490825,493090,MAL,NA
494439,496511,MAL,NA
494492,497637,NA,NA
497050,497445,MAL,NA
498341,500012,NA,NA
498493,500511,MAL,NA
504993,508493,MAL,NA
505320,507991,NA,NA
508283,508420,NA,NA
511507,512511,FEM,NA
511507,512511,NA,NA
551492,553063,NA,NA
551507,552919,FEM,NA
552515,552961,MAL,NA
557511,560619,FEM,NA
557511,560781,NA,NA
563223,563863,NA,NA
616432,618406,NA,NA
616493,618012,FEM,NA
617774,618223,MAL,NA
634478,634621,MAL,NA
634956,638512,MAL,NA
634993,638493,NA,NA
651491,652011,NA,NA
651714,651950,CHI,N
668076,670162,MAL,NA
668510,669511,NA,NA
675010,676795,NA,NA
675042,676011,FEM,NA
675899,676620,MAL,NA
676131,676492,FEM,NA
698029,700078,NA,NA
698132,699894,CHI,N
699511,699872,FEM,NA
705011,707512,MAL,NA
705397,707493,NA,NA
712133,714992,MAL,NA
713215,714017,NA,NA
716428,718991,MAL,NA
716492,718676,NA,NA
720510,721848,FEM,NA
720510,726987,NA,NA
721980,726891,FEM,NA
723504,724047,MAL,NA
727566,729176,NA,NA
727567,729177,FEM,NA
733011,735989,MAL,NA
733011,736130,NA,NA
733816,734005,FEM,NA
734272,734415,FEM,NA
734780,735226,FEM,NA
736511,741992,NA,NA
736869,738609,FEM,NA
737492,737858,MAL,NA
739511,741992,FEM,NA
740180,740283,MAL,NA
746012,748003,MAL,NA
746874,747512,NA,NA
771010,773222,MAL,NA
771512,773012,NA,NA
779944,782492,MAL,NA
780492,784010,NA,NA
782492,783994,FEM,NA
788093,788511,NA,NA
796492,798407,MAL,NA
797015,797467,NA,NA
835230,841511,NA,NA
835388,837938,CHI,N
837893,838480,MAL,NA
838013,838492,FEM,NA
839012,840973,CHI,C
841011,841475,FEM,NA
845228,846129,NA,NA
845235,845993,CHI,N
851992,852304,NA,NA
851992,852353,FEM,NA
861492,864001,NA,NA
861511,862993,FEM,NA
861916,864010,MAL,NA
863305,863464,FEM,NA
872512,874341,NA,NA
872816,874056,FEM,NA
873646,873766,MAL,NA
879491,881511,NA,NA
879512,881512,FEM,NA
884486,885898,NA,NA
884491,884996,OCH,NA
886012,889515,NA,NA
886012,889659,FEM,NA
892011,900138,MAL,NA
892463,895926,NA,NA
893687,894011,FEM,NA
896513,896665,NA,NA
896992,903992,NA,NA
900011,903992,FEM,NA
909282,910198,NA,NA
909492,909968,OCH,NA
913511,916491,MAL,NA
914002,915983,NA,NA
918493,919180,MAL,NA
919055,919156,NA,NA
933161,934160,MAL,NA
934298,936510,MAL,NA
934511,936011,NA,NA
939011,940992,MAL,NA
939661,940878,NA,NA
962012,964511,MAL,NA
962921,964011,NA,NA
989005,989219,NA,NA
1001681,1004489,MAL,NA
1002491,1006907,NA,NA
1004493,1005992,CHI,N
1006298,1006619,MAL,NA
1026653,1027294,MAL,NA
1042197,1044511,MAL,NA
1042959,1043707,NA,NA
1049039,1049157,MAL,NA
1051010,1051731,MAL,NA
1054436,1057462,MAL,NA
1054991,1056511,NA,NA
1081510,1083491,NA,NA
1081846,1083010,CHI,N
1085257,1087479,NA,NA
1085427,1086379,CHI,N
1085511,1087237,OCH,NA
1101511,1101847,NA,NA
1111099,1112010,MAL,NA
1111394,1111510,NA,NA
1124734,1126800,NA,NA
1124769,1126656,CHI,N
1128814,1130682,MAL,NA
1140492,1143008,NA,NA
1140618,1141511,CHI,N
1140689,1140866,OCH,NA
1141012,1142971,FEM,NA
1147492,1149011,NA,NA
1147510,1148771,CHI,N
1150490,1150849,NA,NA
1150522,1150691,CHI,N
1181512,1183012,NA,NA
1181586,1182946,CHI,N
1201993,1203011,CHI,N
1201993,1203169,NA,NA
1218011,1219552,NA,NA
1218277,1219511,CHI,N
1231492,1237012,MAL,NA
1232128,1236642,NA,NA
1238492,1240512,MAL,NA
1238993,1239973,NA,NA
1240653,1240888,MAL,NA
1260578,1260721,OCH,NA
1260691,1260863,NA,NA
1268011,1269462,CHI,C
1268018,1269493,NA,NA
1276339,1276810,NA,NA
1276364,1276685,CHI,N
1287503,1289511,CHI,C
1287510,1290446,NA,NA
1290180,1290322,MAL,NA
1290492,1292492,MAL,NA
1290992,1291453,NA,NA
1296476,1297990,MAL,NA
1296667,1300688,NA,NA
