segment_onset,segment_offset,speaker_type,vcm_type
12992,15490,MAL,NA
13480,14592,NA,NA
16217,17405,NA,NA
16705,16985,MAL,NA
17088,17287,MAL,NA
20096,24941,NA,NA
20275,20748,CHI,N
22722,23112,CHI,N
23510,23702,CHI,N
24011,24823,CHI,N
24285,24796,OCH,NA
27135,33396,NA,NA
27992,28146,OCH,NA
28262,28370,OCH,NA
28407,28893,CHI,N
28492,28870,OCH,NA
29212,30380,OCH,NA
29322,29511,CHI,N
29882,30010,CHI,N
31787,33010,OCH,NA
37218,38448,FEM,NA
37304,38431,NA,NA
40510,45011,NA,NA
40682,41492,FEM,NA
40713,43011,CHI,Y
43563,45011,FEM,NA
46452,47512,FEM,NA
46455,47511,NA,NA
50011,64010,NA,NA
51761,51982,FEM,NA
53011,54099,CHI,N
53816,55051,FEM,NA
54351,54947,CHI,N
55848,56423,FEM,NA
56106,57475,CHI,N
56511,58511,OCH,NA
57497,58521,FEM,NA
58511,60511,CHI,N
60510,62010,FEM,NA
63183,63757,CHI,N
65404,69452,NA,NA
66130,68012,FEM,NA
67039,69010,MAL,NA
68192,69024,FEM,NA
71965,72491,NA,NA
71984,72396,CHI,N
87510,91511,FEM,NA
87514,97060,NA,NA
91493,93012,CHI,N
91969,92254,OCH,NA
93302,93489,CHI,N
93493,93993,FEM,NA
93717,95499,OCH,NA
94510,96997,CHI,N
99380,102812,NA,NA
99490,101885,CHI,C
99615,100012,OCH,NA
101763,102811,FEM,NA
104492,105493,CHI,N
104492,107449,NA,NA
105686,106010,CHI,N
106118,107451,FEM,NA
108184,110425,NA,NA
108199,109991,FEM,NA
114470,116939,NA,NA
114477,116693,CHI,Y
116105,116307,OCH,NA
121061,123769,NA,NA
121247,123689,CHI,N
126529,127012,NA,NA
127234,127782,NA,NA
127302,127645,CHI,N
130012,131328,NA,NA
130027,131137,CHI,N
166496,172011,NA,NA
166512,170515,CHI,N
170804,172011,CHI,N
207421,208511,NA,NA
207480,208493,CHI,N
208064,208228,OCH,NA
213182,213778,CHI,N
213182,213837,NA,NA
218012,219011,NA,NA
218114,218991,FEM,NA
219554,219687,NA,NA
220011,220186,NA,NA
221511,223792,NA,NA
221792,223640,CHI,N
224411,227713,NA,NA
224613,225148,CHI,N
224758,225124,OCH,NA
225300,225492,CHI,N
225354,227583,OCH,NA
225860,227419,CHI,N
234401,235992,NA,NA
234460,235820,CHI,Y
235043,235510,OCH,NA
262992,264764,NA,NA
263080,264607,CHI,N
265628,266011,NA,NA
265700,265992,CHI,N
268935,269510,MAL,NA
269156,271954,NA,NA
270113,271593,CHI,N
270245,270512,OCH,NA
279345,280302,NA,NA
279492,280010,CHI,Y
279560,280011,OCH,NA
281568,282427,NA,NA
281743,282210,OCH,NA
281823,281958,CHI,N
282511,285491,OCH,NA
282936,288917,NA,NA
284509,288593,CHI,N
289320,291213,NA,NA
289492,291046,CHI,Y
289551,290984,OCH,NA
292078,298793,NA,NA
292256,293992,OCH,NA
292361,294340,CHI,Y
294705,295993,CHI,N
296455,297432,CHI,N
297010,297455,OCH,NA
297204,297410,FEM,NA
298360,298481,MAL,NA
305076,307027,NA,NA
305235,305491,FEM,NA
305991,306720,CHI,N
306084,306511,OCH,NA
307376,309511,NA,NA
307380,308992,CHI,N
314493,314851,NA,NA
316011,317010,NA,NA
316123,316523,CHI,N
316337,316511,OCH,NA
321886,323169,NA,NA
321980,323171,CHI,N
327512,328492,NA,NA
327515,328268,CHI,N
329257,330492,NA,NA
329334,330414,FEM,NA
336027,336667,NA,NA
336039,336582,CHI,N
340092,343502,NA,NA
340100,341992,CHI,N
342304,342992,FEM,NA
343089,343379,CHI,N
343973,344992,NA,NA
343992,344728,CHI,N
346511,347176,NA,NA
346646,347118,CHI,N
349896,353492,NA,NA
349962,351010,FEM,NA
350511,350654,CHI,N
350779,353444,CHI,N
353165,353393,OCH,NA
354243,356838,NA,NA
354289,354512,CHI,N
355715,356604,CHI,N
355735,356511,OCH,NA
359492,360432,NA,NA
359512,360266,FEM,NA
363116,369073,NA,NA
364011,365746,CHI,N
365999,366512,FEM,NA
366992,368229,CHI,N
368067,369017,FEM,NA
373034,375493,NA,NA
373135,373552,OCH,NA
373918,374067,OCH,NA
374104,374445,CHI,N
374389,375105,FEM,NA
376512,379858,NA,NA
376670,376930,CHI,N
377234,377416,CHI,N
377533,377643,CHI,N
377860,377978,FEM,NA
377992,379011,OCH,NA
377998,379657,CHI,N
379399,379510,OCH,NA
383716,383817,OCH,NA
383716,383817,NA,NA
391011,392025,NA,NA
391227,391511,OCH,NA
391257,391510,CHI,N
397055,397219,NA,NA
399895,400563,NA,NA
399921,400577,CHI,N
403311,407493,NA,NA
403427,404011,OCH,NA
403491,404011,CHI,N
405078,407012,CHI,N
408043,409037,NA,NA
408324,408511,CHI,N
418838,421430,NA,NA
418854,421304,CHI,N
419766,421011,OCH,NA
422214,425972,NA,NA
422331,423598,CHI,Y
423266,423408,OCH,NA
423510,424055,FEM,NA
423993,425491,OCH,NA
427511,429890,NA,NA
427783,428682,FEM,NA
429440,429848,OCH,NA
430544,430897,NA,NA
431306,434895,NA,NA
431943,434776,CHI,Y
431992,434122,OCH,NA
436011,437992,NA,NA
436772,437800,CHI,N
438939,439229,MAL,NA
444403,446492,NA,NA
444407,445340,CHI,N
445993,446275,FEM,NA
449304,453511,NA,NA
449371,451080,CHI,Y
449719,452193,OCH,NA
452010,452206,CHI,N
452831,453001,CHI,N
455510,455704,NA,NA
455903,464992,NA,NA
