segment_onset,segment_offset,speaker_type,vcm_type
832,1762,OCH,NA
3524,3792,NA,NA
3993,7611,NA,NA
4467,7651,FEM,NA
11737,14992,NA,NA
11853,14556,FEM,NA
26369,31011,NA,NA
26406,30491,FEM,NA
29734,31136,MAL,NA
34010,36200,MAL,NA
34493,35644,NA,NA
44297,44832,NA,NA
46629,46762,MAL,NA
57842,58011,OCH,NA
64468,65394,NA,NA
64579,65011,FEM,NA
67492,69014,FEM,NA
67510,69398,NA,NA
69753,76429,NA,NA
69873,70614,FEM,NA
71511,76012,FEM,NA
73280,75011,MAL,NA
76739,81511,MAL,NA
76872,81189,NA,NA
82595,82700,MAL,NA
83067,83222,MAL,NA
84512,84622,NA,NA
84949,87360,NA,NA
84991,87333,FEM,NA
102992,104266,FEM,NA
102992,104313,NA,NA
105276,106783,NA,NA
105298,106511,FEM,NA
105747,107207,MAL,NA
107470,108010,NA,NA
112863,114670,MAL,NA
113446,114590,NA,NA
115845,117511,MAL,NA
115979,118011,NA,NA
117759,117990,MAL,NA
122437,123517,NA,NA
122460,123452,CHI,N
124617,125199,MAL,NA
125867,126103,OCH,NA
125947,126538,NA,NA
126208,126333,OCH,NA
126993,127536,NA,NA
127295,127492,OCH,NA
128216,129286,NA,NA
132511,133976,NA,NA
135010,143458,NA,NA
135267,136229,CHI,N
136763,138245,FEM,NA
136772,139236,CHI,N
138346,138459,FEM,NA
139730,143011,CHI,N
142811,143010,FEM,NA
150010,151989,MAL,NA
150512,151840,NA,NA
154913,156369,NA,NA
154992,156312,FEM,NA
155798,156041,MAL,NA
157412,160512,NA,NA
157420,161011,MAL,NA
161369,161487,NA,NA
163504,164365,NA,NA
163512,164251,FEM,NA
165561,166172,NA,NA
167066,168654,NA,NA
167083,168642,MAL,NA
167208,167333,FEM,NA
167913,168510,FEM,NA
168780,168885,MAL,NA
172992,175650,NA,NA
173335,173490,MAL,NA
173796,175485,CHI,N
177009,181412,MAL,NA
177284,180981,NA,NA
182734,184113,MAL,NA
183146,183418,NA,NA
184280,184407,MAL,NA
185993,188990,MAL,NA
186067,188011,NA,NA
190492,192568,MAL,NA
190635,193298,NA,NA
191724,192264,FEM,NA
193511,195936,MAL,NA
193966,195748,NA,NA
195095,195483,FEM,NA
196511,200485,MAL,NA
196764,197176,NA,NA
197843,199676,NA,NA
208006,208320,NA,NA
209638,210799,NA,NA
209674,210778,FEM,NA
223189,225371,NA,NA
223260,225327,CHI,N
232536,236991,MAL,NA
232769,236579,NA,NA
239011,239178,MAL,NA
243557,246011,MAL,NA
243660,248993,NA,NA
245261,246992,FEM,NA
247354,248976,MAL,NA
247863,248511,FEM,NA
251522,252825,MAL,NA
251993,252511,NA,NA
257162,257322,MAL,NA
257217,257318,NA,NA
257518,257928,NA,NA
259512,259785,MAL,NA
261492,265012,MAL,NA
262138,265012,NA,NA
264625,264745,FEM,NA
268491,274490,MAL,NA
268594,274154,NA,NA
276171,276490,MAL,NA
276343,277420,NA,NA
276510,277278,FEM,NA
277908,282012,MAL,NA
278095,279755,NA,NA
280297,282371,NA,NA
282511,282634,NA,NA
283399,285456,NA,NA
283492,284511,CHI,N
284492,285940,MAL,NA
286640,286743,MAL,NA
288615,290468,MAL,NA
289732,289904,NA,NA
290184,290348,NA,NA
291011,293439,MAL,NA
291531,291708,NA,NA
297025,297197,MAL,NA
297628,302010,MAL,NA
298492,300011,NA,NA
300755,303561,NA,NA
302341,302511,CHI,N
302511,302855,FEM,NA
302678,303633,MAL,NA
304617,306129,MAL,NA
305132,305512,NA,NA
307493,311022,MAL,NA
307802,311012,NA,NA
311286,311492,NA,NA
312098,331381,NA,NA
312954,313776,OCH,NA
314012,316233,MAL,NA
315449,317380,FEM,NA
316357,318510,MAL,NA
318011,319511,FEM,NA
319719,320510,OCH,NA
319874,320510,FEM,NA
321980,324511,MAL,NA
325492,327492,FEM,NA
326773,326955,MAL,NA
328492,329010,FEM,NA
328511,329993,OCH,NA
329596,331376,MAL,NA
337745,339993,MAL,NA
337989,339894,NA,NA
344879,345686,NA,NA
344993,345493,CHI,N
345803,346854,MAL,NA
346078,346610,NA,NA
347596,349057,NA,NA
348010,348511,CHI,N
348492,349025,MAL,NA
349604,350544,NA,NA
349804,350511,FEM,NA
351122,351689,NA,NA
351145,351596,CHI,N
352414,353011,NA,NA
356319,356999,NA,NA
356348,356998,OCH,NA
357357,359996,NA,NA
357561,359993,FEM,NA
357639,357879,OCH,NA
359159,359878,MAL,NA
362387,363374,NA,NA
362480,363012,CHI,N
364510,369922,NA,NA
364522,365381,MAL,NA
365244,367492,CHI,C
367511,369511,MAL,NA
369011,369683,FEM,NA
371474,375991,MAL,NA
371552,376512,NA,NA
375492,376153,FEM,NA
377517,386412,NA,NA
378012,380511,FEM,NA
378513,379897,MAL,NA
380624,381993,CHI,N
381527,386412,MAL,NA
386951,392618,NA,NA
387057,387288,MAL,NA
387612,388550,OCH,NA
