segment_onset,segment_offset,speaker_type,vcm_type
537,2719,MAL,NA
1510,2070,NA,NA
5314,8492,FEM,NA
5338,8492,NA,NA
17992,24492,NA,NA
18077,24412,FEM,NA
30011,32326,NA,NA
30491,32292,FEM,NA
40011,41511,NA,NA
40215,41511,FEM,NA
53992,56014,FEM,NA
53992,56493,NA,NA
56079,56386,MAL,NA
64511,66457,NA,NA
64709,66417,FEM,NA
87731,90021,NA,NA
89011,89202,FEM,NA
89492,89804,FEM,NA
90599,91978,NA,NA
90649,91349,CHI,N
147511,149992,MAL,NA
148024,150012,NA,NA
197502,200462,NA,NA
197621,200110,FEM,NA
222603,223415,NA,NA
223629,223735,NA,NA
226152,226493,NA,NA
230011,233492,NA,NA
230398,233493,FEM,NA
231258,231511,MAL,NA
231670,231775,MAL,NA
240454,241993,FEM,NA
240477,242487,NA,NA
242023,242217,MAL,NA
242354,242462,MAL,NA
247619,250493,MAL,NA
248010,250011,NA,NA
263512,266283,NA,NA
263588,266222,FEM,NA
275972,276990,MAL,NA
279992,284813,NA,NA
280010,284674,FEM,NA
285010,293993,NA,NA
285144,293993,FEM,NA
295859,298510,FEM,NA
295896,298991,NA,NA
298628,298830,FEM,NA
305512,308448,NA,NA
305792,307493,CHI,Y
314493,315271,MAL,NA
314574,315011,NA,NA
324670,326012,NA,NA
324689,326012,FEM,NA
329992,332144,MAL,NA
330510,331511,NA,NA
339512,343992,FEM,NA
339512,344014,NA,NA
349993,352688,NA,NA
350492,352510,MAL,NA
357978,359827,NA,NA
358012,359964,FEM,NA
375514,378010,FEM,NA
375611,378070,NA,NA
380492,381010,NA,NA
392183,395614,MAL,NA
392988,395011,NA,NA
404983,406428,MAL,NA
406601,407075,MAL,NA
412511,416504,FEM,NA
412511,417330,NA,NA
415586,415967,MAL,NA
454840,455518,NA,NA
454992,455389,FEM,NA
474992,475492,NA,NA
474992,475510,FEM,NA
476801,478011,NA,NA
477011,477409,FEM,NA
514780,517492,NA,NA
515000,515493,CHI,N
515012,516993,OCH,NA
518511,521992,NA,NA
518839,520012,CHI,N
520493,521993,FEM,NA
525768,526151,MAL,NA
530565,532534,MAL,NA
531492,531892,NA,NA
546510,553442,FEM,NA
546510,554510,NA,NA
552724,554631,MAL,NA
556492,557364,MAL,NA
564492,572724,NA,NA
564627,571804,FEM,NA
573011,579493,NA,NA
573294,579404,FEM,NA
575011,575416,CHI,N
581011,587898,NA,NA
581089,582665,FEM,NA
582935,585492,FEM,NA
585767,587044,CHI,Y
586492,587680,OCH,NA
587154,587446,CHI,N
591602,594511,FEM,NA
591609,594512,NA,NA
606881,609092,NA,NA
606920,608511,FEM,NA
609427,617510,NA,NA
609557,613511,OCH,NA
611435,612010,CHI,N
613511,616012,FEM,NA
613693,614511,OCH,NA
617164,617491,OCH,NA
618530,618820,MAL,NA
618992,621003,MAL,NA
619512,627011,NA,NA
620992,622617,FEM,NA
623143,624992,FEM,NA
623845,624398,MAL,NA
625558,626905,FEM,NA
626010,626130,OCH,NA
628741,630516,NA,NA
629206,630271,OCH,NA
629512,630302,FEM,NA
632063,632800,NA,NA
632232,632510,OCH,NA
632991,635492,NA,NA
633898,634821,CHI,N
634328,634429,OCH,NA
635943,638012,NA,NA
635992,638012,FEM,NA
639993,642841,FEM,NA
639993,643071,NA,NA
641895,642011,OCH,NA
644397,646511,NA,NA
644417,646467,CHI,N
650492,654441,FEM,NA
650492,654510,NA,NA
662104,663030,NA,NA
662278,662869,FEM,NA
664011,674833,NA,NA
664011,665992,FEM,NA
665450,667311,CHI,Y
666492,668492,OCH,NA
668512,673116,FEM,NA
672634,674510,CHI,N
673959,674396,OCH,NA
676976,680346,NA,NA
676978,677867,CHI,N
678011,680247,FEM,NA
683596,685277,NA,NA
683846,683993,CHI,N
683993,684116,OCH,NA
684101,684298,CHI,N
684280,684842,OCH,NA
685771,687992,NA,NA
685992,687533,CHI,Y
687029,687422,OCH,NA
695491,705491,NA,NA
696023,696128,CHI,N
696428,697041,CHI,N
697012,705407,FEM,NA
706511,711492,NA,NA
706754,708045,FEM,NA
708326,710987,CHI,N
709992,711011,OCH,NA
718008,719061,NA,NA
718136,718992,OCH,NA
729493,732512,NA,NA
729570,730520,CHI,N
731221,732261,FEM,NA
731789,732201,OCH,NA
742993,744247,NA,NA
743155,743469,FEM,NA
743256,744010,CHI,N
745025,748398,MAL,NA
745612,749210,NA,NA
747662,747799,FEM,NA
747969,748708,FEM,NA
749512,751993,NA,NA
749993,751493,FEM,NA
750703,751336,MAL,NA
752725,754512,NA,NA
752856,754511,FEM,NA
757735,767305,NA,NA
757784,761993,FEM,NA
761948,763011,OCH,NA
763012,765510,FEM,NA
766174,767279,FEM,NA
768074,770052,NA,NA
768231,769837,FEM,NA
768803,768935,CHI,N
771491,773619,FEM,NA
771491,773624,NA,NA
780492,781496,MAL,NA
780492,783636,NA,NA
781010,781852,FEM,NA
782492,783010,FEM,NA
794354,796932,NA,NA
794372,795491,MAL,NA
794492,796527,FEM,NA
796100,796201,MAL,NA
797232,798307,NA,NA
797651,797916,FEM,NA
800054,801492,NA,NA
800258,801488,MAL,NA
802636,812012,NA,NA
803491,804014,FEM,NA
805012,807906,CHI,N
808296,808502,OCH,NA
808336,811875,FEM,NA
814069,819390,NA,NA
814416,816174,FEM,NA
816229,817307,CHI,N
817690,818429,FEM,NA
821546,824141,NA,NA
821765,822511,FEM,NA
