segment_onset,segment_offset,speaker_type,vcm_type
2467,5511,NA,NA
2492,3992,FEM,NA
3230,5991,MAL,NA
13466,16414,NA,NA
13492,16135,FEM,NA
22199,23299,MAL,NA
22434,23038,NA,NA
25512,27493,CHI,C
25512,27512,NA,NA
31722,31916,NA,NA
44952,46012,NA,NA
51506,53011,MAL,NA
51673,52615,NA,NA
60991,61337,NA,NA
71299,76507,NA,NA
71425,71992,FEM,NA
71992,76190,CHI,N
76714,77492,MAL,NA
77045,77160,NA,NA
77266,77492,NA,NA
85369,87254,NA,NA
85514,86545,CHI,N
85541,86012,OCH,NA
86751,86942,MAL,NA
86785,86984,FEM,NA
91079,91511,MAL,NA
102666,104011,NA,NA
102992,103964,FEM,NA
106026,108010,NA,NA
106032,107510,MAL,NA
110265,112511,NA,NA
110324,112511,FEM,NA
115511,116993,NA,NA
115538,116858,FEM,NA
115702,115832,MAL,NA
115992,116259,MAL,NA
118606,119156,NA,NA
118675,119011,CHI,N
122465,123491,NA,NA
122492,123010,CHI,N
154023,155115,MAL,NA
154492,155201,NA,NA
159629,162245,NA,NA
159757,159885,CHI,N
160520,162125,CHI,N
183605,183981,MAL,NA
184960,185399,MAL,NA
196319,197080,NA,NA
196725,196916,MAL,NA
202156,204287,NA,NA
202510,204010,CHI,N
203016,203132,OCH,NA
216284,218512,NA,NA
216289,218284,CHI,N
223101,225619,NA,NA
223169,223825,FEM,NA
224195,225570,FEM,NA
229883,230907,MAL,NA
229993,230703,NA,NA
232011,235467,NA,NA
232991,235286,MAL,NA
236078,243604,NA,NA
236486,238246,FEM,NA
237654,241032,MAL,NA
240989,242523,FEM,NA
241647,241794,MAL,NA
242006,244019,MAL,NA
247290,249511,NA,NA
247357,248548,CHI,N
248933,249510,FEM,NA
251120,251817,NA,NA
264241,267511,MAL,NA
264371,273760,NA,NA
267816,268511,FEM,NA
268269,270014,MAL,NA
269511,271190,FEM,NA
271524,273286,MAL,NA
275511,278511,NA,NA
275511,279011,MAL,NA
281821,287214,NA,NA
281981,282712,FEM,NA
282187,282548,MAL,NA
282774,287491,MAL,NA
288011,291607,NA,NA
288046,289661,CHI,N
290010,291578,FEM,NA
293831,295363,NA,NA
293991,295194,FEM,NA
300360,301992,NA,NA
300491,301510,CHI,N
300561,300843,OCH,NA
302503,304130,NA,NA
302608,304012,CHI,N
307592,309404,MAL,NA
307992,310758,NA,NA
309516,310650,FEM,NA
318315,319908,MAL,NA
318485,321565,NA,NA
320510,321511,FEM,NA
325904,326981,NA,NA
325991,326511,CHI,N
326320,326443,OCH,NA
331820,335242,NA,NA
331865,335071,CHI,N
332512,332652,OCH,NA
332794,333091,OCH,NA
335510,338257,NA,NA
336093,337993,FEM,NA
336643,338012,MAL,NA
341552,343877,NA,NA
341604,343671,FEM,NA
344453,349671,NA,NA
344630,345511,FEM,NA
344982,349015,CHI,N
349049,349311,FEM,NA
350725,351751,NA,NA
351057,351636,FEM,NA
354513,358688,MAL,NA
354993,358641,NA,NA
356054,356719,FEM,NA
376507,377366,MAL,NA
376615,376920,NA,NA
385261,387510,NA,NA
385297,387511,OCH,NA
385616,385992,CHI,N
386360,386492,CHI,N
416988,418993,NA,NA
416991,418611,FEM,NA
428993,431492,NA,NA
429011,431179,CHI,C
432010,432123,NA,NA
432331,435718,NA,NA
432491,435512,CHI,N
438060,438489,MAL,NA
449012,451515,NA,NA
449493,451471,CHI,N
454582,456722,NA,NA
454682,456511,CHI,N
454700,454992,FEM,NA
455817,456511,FEM,NA
457572,459013,NA,NA
457977,459010,FEM,NA
464511,466097,NA,NA
464744,466027,FEM,NA
467905,470124,NA,NA
467976,468511,FEM,NA
468011,470510,MAL,NA
478418,480991,NA,NA
478459,480800,FEM,NA
507018,507595,NA,NA
507101,507511,FEM,NA
522133,523643,NA,NA
522384,523606,FEM,NA
533177,534552,CHI,N
533189,534866,NA,NA
537265,539012,MAL,NA
537511,537651,NA,NA
539992,541774,NA,NA
541168,549157,MAL,NA
542116,549369,NA,NA
549718,554315,NA,NA
549855,551715,FEM,NA
551492,554486,MAL,NA
554992,566956,NA,NA
555194,562033,MAL,NA
561511,563259,FEM,NA
562157,567260,MAL,NA
564332,564494,FEM,NA
569612,571116,MAL,NA
569978,571328,NA,NA
570586,571011,FEM,NA
579992,581511,NA,NA
580014,581347,CHI,N
587512,589675,NA,NA
587545,588637,CHI,N
588776,589512,MAL,NA
589251,589492,FEM,NA
593042,594804,NA,NA
593183,594452,CHI,N
596742,597895,MAL,NA
596992,597613,NA,NA
600148,600612,NA,NA
600642,602043,MAL,NA
600920,602992,NA,NA
601520,602512,FEM,NA
608465,611123,NA,NA
608492,609720,CHI,N
608762,610510,OCH,NA
610511,610973,FEM,NA
612011,613596,FEM,NA
612011,613992,NA,NA
615863,616511,MAL,NA
615927,616992,NA,NA
623911,628570,NA,NA
623962,627224,CHI,N
627013,628547,MAL,NA
641345,645137,NA,NA
641415,643011,CHI,N
643511,645139,FEM,NA
655948,656564,NA,NA
655992,656141,CHI,N
657707,658038,NA,NA
657708,657914,MAL,NA
659510,660112,NA,NA
659539,659979,MAL,NA
660511,663267,NA,NA
660810,663110,FEM,NA
660839,662371,CHI,N
680012,682285,MAL,NA
680511,686188,NA,NA
681510,683935,FEM,NA
684290,685395,MAL,NA
684492,686011,FEM,NA
688492,689565,FEM,NA
688492,690512,NA,NA
689492,690449,CHI,N
695993,698642,NA,NA
696025,696511,CHI,N
697714,698511,FEM,NA
704897,705010,NA,NA
723011,725510,NA,NA
723303,725510,MAL,NA
723492,725023,FEM,NA
729010,733384,NA,NA
729494,733321,FEM,NA
746769,746992,NA,NA
746958,747115,OCH,NA
747436,748511,OCH,NA
747529,747845,NA,NA
748011,749050,NA,NA
749162,752112,NA,NA
749491,749889,FEM,NA
750200,751779,OCH,NA
752492,758604,NA,NA
752993,753511,FEM,NA
753011,753860,OCH,NA
753558,757991,MAL,NA
759083,766614,MAL,NA
759491,766010,NA,NA
768268,770511,MAL,NA
768651,769903,NA,NA
772011,775011,MAL,NA
772492,775371,NA,NA
774012,774839,FEM,NA
775248,775378,MAL,NA
778020,781479,MAL,NA
778493,781011,NA,NA
782003,784033,MAL,NA
782305,783301,NA,NA
784893,786299,NA,NA
785012,786187,FEM,NA
785035,785567,MAL,NA
788061,789511,MAL,NA
788213,789011,NA,NA
790862,792458,NA,NA
791022,792433,MAL,NA
799408,800535,NA,NA
799492,799991,FEM,NA
799521,800301,CHI,N
801185,802128,NA,NA
801252,802011,CHI,N
803258,805210,NA,NA
803491,804625,MAL,NA
803528,803800,FEM,NA
803993,804931,FEM,NA
805312,805435,NA,NA
806492,810512,NA,NA
806510,810420,CHI,N
829011,830074,NA,NA
829462,829955,CHI,N
832683,834149,NA,NA
832908,833777,CHI,N
835145,836033,NA,NA
835147,836021,FEM,NA
843316,847511,NA,NA
843330,847422,CHI,N
850787,852520,NA,NA
850993,852512,CHI,Y
851248,851430,MAL,NA
855088,856573,NA,NA
855151,856361,CHI,N
857010,858883,NA,NA
857161,858700,CHI,Y
863013,863251,NA,NA
864511,865991,NA,NA
864575,865491,FEM,NA
866489,867873,NA,NA
866511,867763,CHI,N
875887,877510,NA,NA
875905,877510,FEM,NA
884859,885510,MAL,NA
884879,885721,NA,NA
887092,888990,MAL,NA
887617,888751,NA,NA
892011,895955,FEM,NA
892013,895965,NA,NA
898396,900488,MAL,NA
898511,902492,NA,NA
899524,900263,FEM,NA
900492,902374,FEM,NA
903737,904510,NA,NA
903898,904511,FEM,NA
909011,912492,NA,NA
909011,912511,MAL,NA
911513,912011,FEM,NA
923545,924991,OCH,NA
923604,925059,NA,NA
923900,924764,CHI,N
933010,936545,NA,NA
933056,936492,CHI,N
937011,937421,NA,NA
961991,964077,NA,NA
962012,964012,FEM,NA
968011,975598,NA,NA
968318,969811,CHI,N
969211,969488,MAL,NA
969511,969724,OCH,NA
969992,972010,OCH,NA
971992,974949,MAL,NA
973011,973411,FEM,NA
973578,975529,FEM,NA
979754,981011,NA,NA
979803,980993,FEM,NA
982992,984217,FEM,NA
982992,984237,NA,NA
1003691,1005134,MAL,NA
1003713,1004847,NA,NA
1005092,1005203,NA,NA
1005337,1005479,MAL,NA
1091492,1095491,CHI,N
1091492,1095979,NA,NA
1094511,1095512,OCH,NA
1104492,1105992,NA,NA
1104602,1105010,CHI,N
1104644,1105653,OCH,NA
1105928,1106184,OCH,NA
1107010,1107327,NA,NA
1107462,1112629,NA,NA
1108011,1108608,CHI,N
1109567,1112545,CHI,N
1109840,1110053,MAL,NA
1110324,1110908,MAL,NA
1111899,1112015,OCH,NA
1112111,1112472,MAL,NA
