segment_onset,segment_offset,speaker_type,vcm_type
12992,15010,FEM,NA
12992,15393,NA,NA
16511,18531,FEM,NA
16511,21141,NA,NA
19992,21011,FEM,NA
22656,23993,NA,NA
23321,23486,FEM,NA
27250,27500,NA,NA
27810,27992,NA,NA
30011,30247,NA,NA
30473,43279,NA,NA
31057,32323,OCH,NA
31492,32138,FEM,NA
32338,32512,FEM,NA
33991,34430,OCH,NA
34957,35534,OCH,NA
37680,38497,FEM,NA
38492,39602,OCH,NA
39887,41527,FEM,NA
46010,46466,NA,NA
49493,50993,NA,NA
51813,52481,OCH,NA
51864,52011,NA,NA
54187,54511,NA,NA
54312,54450,OCH,NA
56557,56746,NA,NA
57011,57154,NA,NA
57826,58511,NA,NA
57993,58511,OCH,NA
63477,64130,NA,NA
67993,69372,NA,NA
82510,87338,NA,NA
82580,84011,OCH,NA
87969,88318,NA,NA
89031,90011,NA,NA
91307,94993,NA,NA
91511,91781,FEM,NA
91945,94181,FEM,NA
92556,93012,MAL,NA
99281,99720,NA,NA
99993,102116,NA,NA
100992,102011,OCH,NA
101150,101511,FEM,NA
102325,104564,NA,NA
102992,104011,FEM,NA
105011,105570,NA,NA
106340,106512,OCH,NA
106341,108376,NA,NA
107266,107799,MAL,NA
111437,112186,NA,NA
111556,111677,FEM,NA
115012,115213,NA,NA
115493,117157,NA,NA
115511,116900,FEM,NA
118392,119875,NA,NA
119011,120391,OCH,NA
120731,120915,OCH,NA
121365,124769,NA,NA
121613,121807,OCH,NA
121883,122011,MAL,NA
122992,123488,CHI,N
123204,124488,MAL,NA
124904,127628,NA,NA
124991,127011,OCH,NA
126510,126702,FEM,NA
126812,127230,FEM,NA
139011,142568,FEM,NA
139011,142956,NA,NA
143993,145561,FEM,NA
143993,146118,NA,NA
145837,145992,FEM,NA
146256,154493,NA,NA
146458,148510,FEM,NA
149013,151556,FEM,NA
150992,151657,OCH,NA
152493,154012,OCH,NA
155010,158491,NA,NA
155491,157469,FEM,NA
158012,158397,OCH,NA
162980,165935,NA,NA
163139,163993,FEM,NA
169270,172733,NA,NA
169442,171118,OCH,NA
175665,176657,NA,NA
176992,182601,NA,NA
177280,179992,OCH,NA
180380,181904,FEM,NA
189515,189630,FEM,NA
189992,194511,FEM,NA
189992,194511,NA,NA
196992,197822,FEM,NA
196992,198104,NA,NA
198914,202127,NA,NA
201037,201579,MAL,NA
202510,204491,NA,NA
203423,203573,OCH,NA
206012,208403,NA,NA
208548,217576,NA,NA
210851,210991,OCH,NA
211894,212010,OCH,NA
212296,214011,OCH,NA
220408,223964,NA,NA
220992,222609,OCH,NA
222931,223044,OCH,NA
223493,224492,OCH,NA
225011,231496,NA,NA
225970,227490,FEM,NA
229009,229191,OCH,NA
230021,230141,OCH,NA
230337,230511,OCH,NA
232011,235870,NA,NA
233972,234492,FEM,NA
237511,240992,NA,NA
237538,238581,OCH,NA
239492,239666,FEM,NA
239984,240369,FEM,NA
242985,246995,NA,NA
242992,246011,OCH,NA
247182,247946,NA,NA
248422,249011,NA,NA
253511,259491,NA,NA
254823,257693,OCH,NA
254855,255496,CHI,N
260391,261436,MAL,NA
260395,266011,NA,NA
261974,262404,MAL,NA
261988,266011,FEM,NA
270543,271579,MAL,NA
270589,272872,NA,NA
276991,278382,MAL,NA
279990,283993,NA,NA
280064,280795,MAL,NA
280663,283491,FEM,NA
284484,287511,NA,NA
286359,287493,FEM,NA
288561,291492,NA,NA
289001,291014,FEM,NA
292008,294991,NA,NA
292552,292965,MAL,NA
293907,294088,FEM,NA
295760,301867,NA,NA
295810,297492,FEM,NA
297743,298011,FEM,NA
300794,301062,FEM,NA
302375,302922,MAL,NA
302618,302898,NA,NA
305492,307512,FEM,NA
305492,310182,NA,NA
306980,307512,OCH,NA
307844,308511,FEM,NA
309012,309343,OCH,NA
309462,311143,OCH,NA
310750,317784,NA,NA
312009,313992,FEM,NA
315930,316791,OCH,NA
319194,319341,NA,NA
353302,364072,NA,NA
355025,355492,FEM,NA
355609,355893,MAL,NA
356624,358313,FEM,NA
358511,360651,FEM,NA
360992,361137,CHI,N
361010,361115,FEM,NA
361425,363992,FEM,NA
369193,370818,FEM,NA
369223,370826,NA,NA
373937,375515,NA,NA
374115,375448,FEM,NA
374137,374648,OCH,NA
382199,383021,NA,NA
382254,382684,MAL,NA
383312,383471,NA,NA
384078,384794,NA,NA
384080,384522,OCH,NA
384656,384799,OCH,NA
386431,387555,NA,NA
386492,387526,FEM,NA
390297,391831,NA,NA
390481,390992,FEM,NA
398194,398977,NA,NA
398242,398895,FEM,NA
410597,416991,NA,NA
411011,415512,FEM,NA
419511,421474,FEM,NA
419511,421512,NA,NA
423171,428068,FEM,NA
423174,428780,NA,NA
427012,427922,MAL,NA
429415,430706,NA,NA
429479,430491,FEM,NA
