segment_onset,segment_offset,speaker_type,vcm_type
10108,11839,NA,NA
10118,11524,MAL,NA
17548,17752,MAL,NA
22537,22827,NA,NA
23105,25010,MAL,NA
23473,24897,NA,NA
31571,32010,MAL,NA
31595,31975,NA,NA
40760,40905,MAL,NA
61663,64269,MAL,NA
61709,63537,NA,NA
62326,62459,FEM,NA
70492,71574,FEM,NA
70492,71629,NA,NA
77731,79412,NA,NA
77993,78963,FEM,NA
78992,79186,MAL,NA
79554,81274,MAL,NA
79787,81280,NA,NA
81422,85992,MAL,NA
81437,85492,NA,NA
97511,99992,MAL,NA
98101,99510,NA,NA
106010,108492,MAL,NA
106512,108409,NA,NA
110327,114684,MAL,NA
110604,117408,NA,NA
114797,115710,CHI,N
115513,117990,MAL,NA
118233,120759,NA,NA
118798,119510,FEM,NA
118992,120882,MAL,NA
122232,123484,MAL,NA
133405,134220,CHI,N
133431,134221,NA,NA
136585,138043,NA,NA
136991,137931,FEM,NA
137248,137395,OCH,NA
140879,142492,FEM,NA
140889,142511,NA,NA
162493,163534,NA,NA
166992,169889,NA,NA
167493,170487,MAL,NA
172819,175492,NA,NA
172820,175510,FEM,NA
180492,181385,NA,NA
180797,180930,FEM,NA
183492,186828,NA,NA
183578,184516,OCH,NA
185014,186754,FEM,NA
188210,205493,NA,NA
188723,189317,MAL,NA
188868,189010,FEM,NA
189613,190011,CHI,N
190650,196467,FEM,NA
191047,191543,MAL,NA
193249,196803,MAL,NA
197117,200667,FEM,NA
197156,197537,CHI,Y
199992,200573,CHI,N
201261,205492,FEM,NA
203249,203382,MAL,NA
204058,204348,MAL,NA
206511,207993,NA,NA
206518,207875,CHI,N
213511,216128,NA,NA
213627,216125,FEM,NA
219434,225187,NA,NA
221115,225045,FEM,NA
226781,228155,NA,NA
226977,227836,FEM,NA
228589,233454,NA,NA
229260,231844,FEM,NA
232019,233492,MAL,NA
234510,236039,NA,NA
234512,235992,FEM,NA
236545,241992,NA,NA
238007,238972,CHI,N
238118,238585,FEM,NA
239225,241993,FEM,NA
246372,247572,MAL,NA
250489,252492,NA,NA
250493,252371,FEM,NA
257011,257323,NA,NA
257480,260511,NA,NA
257794,260614,MAL,NA
257924,259011,FEM,NA
276370,277796,NA,NA
276510,277123,CHI,N
277088,277493,FEM,NA
278011,280011,NA,NA
282665,293792,NA,NA
282742,293010,FEM,NA
292511,294011,MAL,NA
294121,296492,NA,NA
294297,295941,CHI,N
302511,304118,NA,NA
302712,303510,OCH,NA
303011,303936,FEM,NA
306347,306468,NA,NA
307010,313492,NA,NA
307128,309101,CHI,N
309493,313067,CHI,N
313705,314993,NA,NA
313951,314493,FEM,NA
314263,314854,CHI,N
317512,322011,NA,NA
317993,319736,FEM,NA
320011,321219,FEM,NA
323330,323884,NA,NA
324493,324852,NA,NA
327448,336992,NA,NA
327491,328397,CHI,N
328992,330011,FEM,NA
330944,331526,CHI,N
332547,333389,FEM,NA
332557,333791,CHI,N
333492,335492,OCH,NA
334079,334217,FEM,NA
334204,334464,CHI,N
334625,336832,CHI,Y
339738,343666,NA,NA
340608,341011,MAL,NA
341493,343493,CHI,N
343867,345259,NA,NA
343992,345011,FEM,NA
344550,344985,CHI,N
346992,347993,NA,NA
347109,347806,FEM,NA
356511,356735,NA,NA
358012,358537,NA,NA
358147,358523,CHI,N
361992,367134,NA,NA
362964,365359,CHI,N
365492,366908,MAL,NA
366201,366517,FEM,NA
368040,369513,NA,NA
368207,369312,FEM,NA
370011,372235,NA,NA
370092,372387,MAL,NA
372511,372735,NA,NA
373005,375923,NA,NA
373013,375246,FEM,NA
376731,380570,NA,NA
377241,378993,FEM,NA
378591,378989,MAL,NA
378992,380492,CHI,N
381066,381169,NA,NA
382011,393491,NA,NA
383597,386010,FEM,NA
384099,384725,MAL,NA
386492,387012,OCH,NA
386567,389010,CHI,C
388992,393055,FEM,NA
392637,393010,MAL,NA
394406,397222,NA,NA
394490,397011,FEM,NA
401914,402079,NA,NA
404006,407492,NA,NA
404090,407011,FEM,NA
405056,405493,MAL,NA
405992,407011,MAL,NA
409992,411992,NA,NA
410493,411511,FEM,NA
412702,415493,NA,NA
412796,412950,FEM,NA
413993,415022,MAL,NA
413993,415058,FEM,NA
416517,422435,NA,NA
416888,417961,FEM,NA
417234,417396,MAL,NA
417552,417716,MAL,NA
419263,421399,FEM,NA
422744,430184,NA,NA
423492,423597,MAL,NA
424393,425323,FEM,NA
424533,429979,MAL,NA
425690,426510,FEM,NA
428510,430160,FEM,NA
432010,443321,NA,NA
432829,432961,FEM,NA
433510,435646,MAL,NA
435073,439088,FEM,NA
439012,440011,CHI,N
439860,441077,FEM,NA
440790,443011,MAL,NA
441295,441492,FEM,NA
445826,450175,NA,NA
445897,447507,FEM,NA
447547,448492,CHI,C
447611,450011,FEM,NA
456376,457527,NA,NA
456492,457413,OCH,NA
460389,463006,NA,NA
460622,462993,FEM,NA
465931,471512,NA,NA
465991,467279,FEM,NA
467993,470472,MAL,NA
469341,469856,FEM,NA
470510,471438,FEM,NA
474991,486766,NA,NA
474992,478510,FEM,NA
478528,482492,CHI,N
483113,484814,CHI,N
483558,484597,OCH,NA
485144,485537,CHI,N
485183,486447,OCH,NA
486101,486315,CHI,N
495492,496992,NA,NA
495511,496880,FEM,NA
502511,503723,NA,NA
502588,503700,FEM,NA
511010,512991,NA,NA
511323,512614,CHI,N
513221,517011,NA,NA
513356,515511,OCH,NA
514011,516993,CHI,Y
518992,521491,NA,NA
519011,521114,CHI,Y
533491,534492,CHI,N
533491,537894,NA,NA
534492,537774,FEM,NA
551732,553372,NA,NA
551834,553128,CHI,N
558839,559779,MAL,NA
558993,560122,NA,NA
559919,560316,MAL,NA
576173,577754,NA,NA
576492,577562,CHI,N
576845,577010,OCH,NA
580011,582731,CHI,N
580011,582779,NA,NA
584493,589993,NA,NA
584511,589511,CHI,Y
587014,587257,OCH,NA
594992,601369,NA,NA
595472,600681,CHI,N
595510,598991,OCH,NA
603229,615976,NA,NA
603366,605992,OCH,NA
604031,615511,CHI,Y
606218,607011,FEM,NA
608455,609424,OCH,NA
609533,611511,OCH,NA
617350,618012,NA,NA
628211,629011,CHI,N
628211,629011,NA,NA
637527,638629,NA,NA
643493,647234,NA,NA
643511,645992,CHI,N
645511,647172,FEM,NA
649725,655923,NA,NA
649991,652327,FEM,NA
651993,652992,CHI,Y
653574,654511,CHI,N
654510,655754,FEM,NA
662092,662293,NA,NA
664492,665909,FEM,NA
664492,665967,NA,NA
667469,668292,MAL,NA
669511,676398,NA,NA
669556,672492,CHI,N
672364,676345,FEM,NA
674843,675047,MAL,NA
680511,683014,NA,NA
680576,682132,MAL,NA
681338,681441,FEM,NA
682143,682992,CHI,N
685604,688507,NA,NA
685992,686524,CHI,N
686492,688144,FEM,NA
689708,690351,NA,NA
690486,692362,NA,NA
690896,691876,FEM,NA
691011,691170,MAL,NA
691328,691684,MAL,NA
696511,698990,NA,NA
696992,697993,FEM,NA
697952,699002,MAL,NA
699965,703510,NA,NA
700010,703500,FEM,NA
709992,712511,MAL,NA
710240,710382,NA,NA
710490,712299,NA,NA
718134,720662,NA,NA
718472,720261,FEM,NA
719992,720286,MAL,NA
727491,729737,NA,NA
727594,727771,FEM,NA
727901,729492,FEM,NA
730269,730642,NA,NA
731437,731992,NA,NA
731492,731968,OCH,NA
732491,733196,OCH,NA
732819,733011,NA,NA
742011,743511,NA,NA
742296,743013,CHI,N
747011,747186,NA,NA
747492,749154,NA,NA
747993,749011,FEM,NA
751511,752437,MAL,NA
