segment_onset,segment_offset,speaker_type,vcm_type
24992,30142,NA,NA
25491,27376,FEM,NA
28232,29101,CHI,N
29012,30146,FEM,NA
32447,34739,NA,NA
32493,34459,FEM,NA
34013,34121,CHI,N
35346,36816,NA,NA
36005,36744,FEM,NA
44511,46011,NA,NA
44700,45837,FEM,NA
51202,53492,NA,NA
51361,51493,CHI,N
51634,51828,FEM,NA
51865,51992,CHI,N
51972,53492,FEM,NA
59044,61493,NA,NA
59260,60394,CHI,N
60386,61211,FEM,NA
63612,64186,NA,NA
63614,64031,CHI,N
73783,74183,NA,NA
81798,82991,CHI,N
81817,90852,NA,NA
82758,83571,FEM,NA
83492,84564,CHI,N
84630,90511,FEM,NA
92696,93579,NA,NA
92792,93457,FEM,NA
96112,96593,NA,NA
98493,99828,NA,NA
98518,99510,FEM,NA
99203,99510,CHI,N
101515,102588,CHI,N
101539,102545,NA,NA
103385,104438,CHI,N
103461,104436,NA,NA
150010,151510,CHI,N
150010,151574,NA,NA
164992,167511,CHI,N
164992,167518,NA,NA
172106,172467,NA,NA
174455,177140,CHI,N
174472,177138,NA,NA
179351,179800,OCH,NA
179477,179799,NA,NA
186491,189702,NA,NA
187581,189549,FEM,NA
187989,189491,MAL,NA
192554,193015,NA,NA
192626,193011,CHI,N
194511,196492,NA,NA
194560,196492,FEM,NA
197071,199493,FEM,NA
197092,200659,NA,NA
198337,200143,CHI,N
201012,204895,NA,NA
201214,204511,FEM,NA
205511,211993,NA,NA
207034,208743,MAL,NA
207525,207739,FEM,NA
207851,209717,FEM,NA
210345,211741,MAL,NA
210949,211511,FEM,NA
216041,216276,NA,NA
216088,216312,FEM,NA
225492,227510,CHI,N
225492,233511,NA,NA
227875,227991,CHI,N
227927,228992,FEM,NA
228293,230492,CHI,N
230138,231765,FEM,NA
232630,232991,NA,J
238314,240567,NA,NA
238393,240511,FEM,NA
239514,239852,MAL,NA
246491,248010,FEM,NA
246491,248162,NA,NA
249438,250076,NA,NA
249510,249670,CHI,N
249784,249887,CHI,N
251716,252507,NA,NA
251866,251993,FEM,NA
257011,258511,OCH,NA
257511,259011,NA,NA
270511,272492,NA,NA
270513,272405,FEM,NA
277459,278512,CHI,N
277482,278511,NA,NA
287422,292069,NA,NA
287493,290865,FEM,NA
291101,292012,CHI,N
293218,294492,NA,NA
293222,294351,CHI,N
304683,305471,CHI,N
304741,305207,NA,NA
306340,306492,NA,NA
306344,306670,OCH,NA
320051,322503,NA,NA
320396,321064,CHI,N
321700,321994,CHI,N
322736,325122,NA,NA
322993,324998,CHI,N
327993,328552,NA,NA
327993,328634,CHI,N
329604,330011,CHI,N
329613,330080,NA,NA
330937,331511,NA,NA
330971,331511,CHI,N
334010,337491,NA,NA
334493,335041,CHI,N
335576,336037,FEM,NA
335649,335752,OCH,NA
336214,336430,CHI,N
336258,336400,OCH,NA
336634,336992,FEM,NA
375859,376993,NA,NA
375992,376959,CHI,N
379925,383010,OCH,NA
379949,385371,NA,NA
382011,384137,CHI,N
384492,385012,FEM,NA
392327,393491,NA,NA
392492,393378,FEM,NA
417466,421011,NA,NA
417493,419717,CHI,Y
419752,420147,FEM,NA
425468,428288,NA,NA
425491,428247,CHI,N
433510,433745,NA,NA
433524,433679,CHI,N
460963,462487,MAL,NA
461444,461660,NA,NA
465953,468012,MAL,NA
466493,467011,NA,NA
471467,473279,CHI,N
471493,473275,NA,NA
484512,486493,NA,NA
484788,485841,OCH,NA
485492,486010,CHI,N
504044,507649,NA,NA
504510,507708,FEM,NA
519991,521530,NA,NA
520012,521512,CHI,N
523829,525304,NA,NA
523888,525034,CHI,N
525928,527332,NA,NA
525975,526993,CHI,N
528117,530012,NA,NA
528621,528791,CHI,N
