segment_onset,segment_offset,speaker_type,vcm_type
27160,29072,NA,NA
27343,28492,OCH,NA
27511,29011,FEM,NA
30993,33366,FEM,NA
30993,33492,NA,NA
33880,34511,NA,NA
38215,38991,NA,NA
38492,38828,CHI,N
42464,46075,NA,NA
43791,43914,CHI,N
44012,44388,FEM,NA
44528,45021,CHI,N
44763,46012,FEM,NA
48234,62691,NA,NA
48992,50035,OCH,NA
49508,50011,CHI,N
50026,54199,FEM,NA
50215,50328,OCH,NA
53511,55003,CHI,N
54972,59560,FEM,NA
59044,59511,CHI,N
60485,62512,FEM,NA
63970,89993,NA,NA
63992,68493,FEM,NA
68511,69721,MAL,NA
69739,71153,CHI,N
71418,72510,FEM,NA
73032,77011,FEM,NA
77131,77934,OCH,NA
77392,77510,CHI,N
77990,80690,FEM,NA
78592,78703,MAL,NA
79756,80681,MAL,NA
80968,82011,FEM,NA
82492,84171,CHI,N
84513,85033,OCH,NA
85492,89839,FEM,NA
90212,111834,NA,NA
90545,111612,FEM,NA
96208,96363,OCH,NA
96577,97048,OCH,NA
112499,114492,NA,NA
112700,114323,FEM,NA
112715,112995,OCH,NA
116492,128512,NA,NA
116605,117012,OCH,NA
116756,116992,FEM,NA
117958,119440,OCH,NA
117995,118511,CHI,N
118604,118874,FEM,NA
119011,119215,FEM,NA
120742,121010,FEM,NA
120842,121399,OCH,NA
121600,122489,MAL,NA
122511,124511,FEM,NA
124723,125700,CHI,N
125511,128511,FEM,NA
132492,146991,NA,NA
132492,134011,CHI,N
134171,137511,FEM,NA
136711,136989,MAL,NA
137204,140537,CHI,N
140493,146992,FEM,NA
147511,151011,NA,NA
148487,151012,FEM,NA
156992,167493,NA,NA
157240,157993,CHI,C
157265,157400,OCH,NA
157537,158011,OCH,NA
158846,159661,OCH,NA
160010,160383,OCH,NA
161931,165492,CHI,N
162515,162787,OCH,NA
164666,167135,OCH,NA
169379,181522,NA,NA
169493,170512,CHI,N
169634,170010,OCH,NA
171011,171959,CHI,N
171254,171769,OCH,NA
171992,176012,FEM,NA
174511,177562,MAL,NA
176511,176617,FEM,NA
177103,181511,FEM,NA
183992,187492,NA,NA
184010,187076,FEM,NA
185986,186820,OCH,NA
188011,194010,FEM,NA
188239,194014,NA,NA
199992,201055,NA,NA
200340,201012,FEM,NA
202819,204010,NA,NA
202961,203493,FEM,NA
205991,208011,NA,NA
206012,207993,FEM,NA
211012,213375,NA,NA
211084,213200,CHI,N
214932,217872,NA,NA
214993,216125,CHI,N
216321,217717,FEM,NA
218783,227909,NA,NA
218906,220133,FEM,NA
219355,219512,MAL,NA
219664,219799,MAL,NA
220902,222122,CHI,N
221511,226504,FEM,NA
225992,228012,MAL,NA
229750,252897,NA,NA
229964,230867,FEM,NA
230919,231923,CHI,N
231965,236491,FEM,NA
235492,237291,MAL,NA
237492,239510,FEM,NA
239498,241010,CHI,N
239635,239827,FEM,NA
239649,239852,OCH,NA
240816,246577,FEM,NA
247204,247690,FEM,NA
247242,247453,OCH,NA
248010,249510,CHI,N
250493,252302,FEM,NA
251584,252364,CHI,N
261711,281510,NA,NA
261836,265049,FEM,NA
261846,262327,CHI,C
264495,264860,MAL,NA
