segment_onset,segment_offset,speaker_type,vcm_type
26492,27511,FEM,NA
26492,29003,NA,NA
28588,29025,MAL,NA
34730,40903,NA,NA
35512,38467,FEM,NA
38144,38406,OCH,NA
40063,40492,FEM,NA
41570,42817,NA,NA
41870,41988,MAL,NA
47010,49216,NA,NA
47291,49012,OCH,NA
48011,48122,CHI,N
48365,49011,CHI,N
55212,55492,NA,NA
57017,57491,NA,NA
57049,57491,FEM,NA
59383,65679,NA,NA
59511,60959,CHI,N
61744,61909,MAL,NA
62014,63032,CHI,N
63177,63511,CHI,N
64346,64975,CHI,N
64976,65216,FEM,NA
67755,74382,NA,NA
67944,69010,OCH,NA
68568,68865,CHI,N
69181,69291,CHI,N
69414,74271,CHI,N
75511,78511,NA,NA
75534,78492,CHI,N
78003,78207,OCH,NA
80438,83492,NA,NA
80492,83204,FEM,NA
84174,89491,NA,NA
84350,89011,CHI,N
91648,92510,NA,NA
96407,98930,NA,NA
96503,97492,CHI,N
96544,96966,MAL,NA
97853,98347,MAL,NA
99416,106061,NA,NA
99541,106011,CHI,N
109063,111505,NA,NA
109105,111491,CHI,N
111925,116670,CHI,N
111956,117213,NA,NA
117492,119520,NA,NA
117637,119492,CHI,N
126011,131868,NA,NA
126115,127406,FEM,NA
127361,129011,CHI,N
129457,131492,FEM,NA
132276,136959,NA,NA
132524,133511,FEM,NA
133010,136318,CHI,N
137293,140801,NA,NA
137492,140776,CHI,N
137921,139560,MAL,NA
141564,143267,NA,NA
141612,143136,CHI,N
155993,159604,NA,NA
156006,158308,CHI,N
157913,158853,FEM,NA
159892,160798,MAL,NA
159983,160680,NA,NA
174012,176111,NA,NA
174012,176118,FEM,NA
177611,178510,NA,NA
177714,178510,FEM,NA
191531,192214,NA,NA
191562,192011,FEM,NA
197073,197512,NA,NA
197299,197451,CHI,N
205151,205472,NA,NA
205158,205281,FEM,NA
218319,221800,NA,NA
218344,219512,CHI,N
219729,221771,CHI,N
256011,257992,FEM,NA
256011,257992,NA,NA
261510,263557,CHI,N
261510,263662,NA,NA
265997,268152,NA,NA
266085,268145,FEM,NA
293806,296012,FEM,NA
293855,296354,NA,NA
296666,296791,NA,NA
297446,298639,NA,NA
297493,298615,FEM,NA
302138,302511,NA,NA
302145,302511,CHI,N
307039,307339,NA,NA
313026,314190,NA,NA
313158,313914,FEM,NA
315389,317492,NA,NA
315492,317287,CHI,N
325991,328625,NA,NA
326492,328443,CHI,N
327269,327512,FEM,NA
328011,328411,FEM,NA
333811,335492,NA,NA
333872,335222,CHI,C
337011,339512,NA,NA
337419,339491,CHI,N
340566,342868,NA,NA
341013,342709,CHI,N
341515,341633,MAL,NA
379379,385133,NA,NA
379411,385113,CHI,N
380557,380738,MAL,NA
408491,409264,NA,NA
408709,409011,FEM,NA
411321,412511,NA,NA
411323,412411,CHI,N
420005,424042,CHI,N
420010,424143,NA,NA
428264,432010,NA,NA
428358,430491,CHI,N
430010,431967,FEM,NA
434661,441320,NA,NA
434744,435993,FEM,NA
435491,438569,CHI,N
436501,438011,FEM,NA
438181,441271,FEM,NA
453801,455492,NA,NA
453867,454777,CHI,N
454511,455142,FEM,NA
458511,459512,NA,NA
458992,459432,CHI,N
478889,484831,CHI,N
478938,484859,NA,NA
498511,500992,NA,NA
498574,500992,CHI,N
508493,510246,CHI,N
508493,510361,NA,NA
537511,537692,NA,NA
542663,543512,NA,NA
546718,547192,NA,NA
546723,547012,FEM,NA
548193,553492,NA,NA
548203,548993,FEM,NA
549516,553492,FEM,NA
562511,567197,NA,NA
562791,567185,CHI,N
624871,625991,NA,NA
624993,626011,FEM,NA
634615,635913,FEM,NA
634723,637992,NA,NA
636900,637621,FEM,NA
665177,668324,NA,NA
665187,667803,CHI,N
666114,667459,FEM,NA
667585,667732,FEM,NA
669041,669225,NA,NA
674023,675010,NA,NA
674030,675010,FEM,NA
675992,677511,NA,NA
676002,677492,FEM,NA
677992,680294,MAL,NA
678765,679135,NA,NA
679401,679531,NA,NA
680511,680661,NA,NA
681515,681858,NA,NA
686794,691011,NA,NA
686853,690736,FEM,NA
687378,688004,CHI,N
689077,689183,CHI,N
693993,696823,NA,NA
694084,694988,MAL,NA
694276,696492,CHI,N
702709,704012,FEM,NA
702852,704011,NA,NA
706241,708992,NA,NA
706369,708691,CHI,N
711430,712512,FEM,NA
711482,712682,NA,NA
716291,720510,NA,NA
716318,720370,CHI,N
729511,737638,NA,NA
729731,734338,CHI,C
729959,730285,FEM,NA
733388,733545,FEM,NA
733830,737512,FEM,NA
740549,743102,NA,NA
740551,742095,FEM,NA
742492,743012,FEM,NA
751992,752510,NA,NA
752011,752511,FEM,NA
758492,760171,NA,NA
758511,760409,FEM,NA
763425,764492,FEM,NA
763487,768492,NA,NA
764802,767134,CHI,N
767291,767765,FEM,NA
767804,768202,MAL,NA
768332,768541,MAL,NA
780535,782682,FEM,NA
780607,782511,NA,NA
787204,793512,NA,NA
787290,793171,CHI,N
821011,822511,FEM,NA
821011,822511,NA,NA
822845,822992,FEM,NA
829511,829666,NA,NA
829511,829698,FEM,NA
844714,844992,FEM,NA
855510,856897,FEM,NA
855510,856992,NA,NA
860622,862492,NA,NA
860836,862383,CHI,N
869198,869493,NA,NA
869385,869490,FEM,NA
869707,869923,NA,NA
869743,869908,FEM,NA
873580,873899,NA,NA
874004,874169,NA,NA
878509,880510,NA,NA
878511,880511,FEM,NA
884010,884585,NA,NA
884277,884407,FEM,NA
900501,900837,NA,NA
900595,900833,FEM,NA
902011,906010,NA,NA
902089,905992,CHI,N
911991,912678,NA,NA
916631,916764,NA,NA
934983,935412,NA,NA
935013,935129,OCH,NA
936993,938981,MAL,NA
936993,939011,NA,NA
946721,947528,NA,NA
946770,947511,FEM,NA
950511,953368,NA,NA
951512,953331,CHI,N
958352,960347,CHI,N
958353,960511,NA,NA
973304,973441,NA,NA
979568,980501,NA,NA
993791,994512,NA,NA
