segment_onset,segment_offset,speaker_type,vcm_type
144703,147334,NA,NA
144708,147241,CHI,N
160893,163873,NA,NA
160907,162493,OCH,NA
197463,198232,NA,NA
197913,198090,MAL,NA
206992,208587,NA,NA
207492,208493,OCH,NA
207529,208511,CHI,N
215371,215742,OCH,NA
215511,215894,NA,NA
219993,221112,NA,NA
220011,220878,CHI,N
223784,225497,NA,NA
223786,225467,CHI,N
228695,230011,NA,NA
229262,229492,CHI,N
263733,264668,NA,NA
263888,264146,CHI,N
265877,268498,NA,NA
265992,268010,CHI,N
267373,268308,MAL,NA
271991,273078,NA,NA
272008,273010,CHI,N
275221,276861,NA,NA
275405,276482,CHI,N
277739,279192,NA,NA
277872,279188,CHI,N
281487,283090,NA,NA
281492,282926,CHI,N
283510,283812,NA,NA
283978,285492,NA,NA
283993,285492,CHI,N
287915,289503,NA,NA
287960,289216,CHI,N
290993,294746,CHI,N
290993,299572,NA,NA
292552,293016,MAL,NA
294746,296761,MAL,NA
296539,299523,CHI,N
301880,305506,NA,NA
301983,303373,CHI,N
302430,303203,OCH,NA
303991,304686,MAL,NA
304849,305340,CHI,N
308492,310065,NA,NA
308509,309992,CHI,N
309071,309778,OCH,NA
317400,318991,NA,NA
317434,318511,OCH,NA
317800,318345,CHI,N
321011,321679,NA,NA
323511,323665,NA,NA
323511,323702,OCH,NA
371993,372511,CHI,N
371993,372511,NA,NA
380012,380444,NA,NA
441663,443435,MAL,NA
441713,443925,NA,NA
442915,443511,FEM,NA
451011,452992,MAL,NA
451238,452512,NA,NA
470534,472713,NA,NA
470608,472469,CHI,N
506513,507991,MAL,NA
506933,509010,NA,NA
507688,508928,CHI,N
513493,514992,NA,NA
513511,514966,CHI,N
603298,603482,MAL,NA
603300,608040,NA,NA
603734,606512,CHI,C
603836,606011,OCH,NA
606798,608173,MAL,NA
608961,609720,NA,NA
609069,609282,FEM,NA
609839,610011,NA,NA
613312,616152,CHI,N
613320,616314,NA,NA
626231,626493,NA,NA
627991,631511,MAL,NA
628253,631917,NA,NA
632460,633916,NA,NA
632512,633202,CHI,N
634328,641512,NA,NA
634387,635511,MAL,NA
636992,637284,FEM,NA
637492,638867,FEM,NA
639492,640511,MAL,NA
640011,641511,FEM,NA
640675,640795,MAL,NA
644492,646011,NA,NA
645072,645511,OCH,NA
651491,652492,NA,NA
651723,652012,CHI,N
718011,719415,NA,NA
718099,719012,CHI,N
722576,725816,NA,NA
722748,723511,CHI,N
723014,723144,FEM,NA
724319,724493,FEM,NA
724358,725141,MAL,NA
725353,725510,CHI,N
729118,729727,NA,NA
729120,729744,CHI,N
730607,730992,NA,NA
732512,734272,CHI,C
732512,734448,NA,NA
818525,819511,NA,NA
818542,819448,CHI,N
1004537,1005263,FEM,NA
1004689,1005332,NA,NA
1005510,1005628,NA,NA
1006012,1007512,NA,NA
1006342,1007186,CHI,N
1024724,1024992,NA,NA
1127711,1128992,NA,NA
1127712,1128979,CHI,N
1131992,1133492,CHI,N
1131992,1133511,NA,NA
1145470,1148005,NA,NA
1145487,1147993,CHI,N
1165992,1168511,NA,NA
1166992,1168011,CHI,N
1171473,1172011,NA,NA
1172269,1172981,NA,NA
1175604,1175722,NA,NA
1176533,1177792,NA,NA
1176753,1177141,FEM,NA
1176792,1177334,OCH,NA
1191083,1192511,CHI,N
1191092,1192516,NA,NA
1199512,1201088,MAL,NA
1200094,1200745,NA,NA
1201308,1201708,NA,NA
1206093,1208511,NA,NA
1206173,1207666,CHI,N
1208007,1208765,MAL,NA
1242570,1244511,NA,NA
1242619,1244102,CHI,Y
1243345,1243731,OCH,NA
1243839,1244455,OCH,NA
1247446,1250327,NA,NA
1247486,1250167,CHI,N
1260137,1266214,NA,NA
1260171,1261492,CHI,Y
1262993,1264380,CHI,Y
1263011,1264192,OCH,NA
1265478,1266011,FEM,NA
1270510,1274747,NA,NA
1270512,1271725,CHI,N
1272360,1273492,FEM,NA
1273339,1274616,CHI,N
1275500,1276349,MAL,NA
1275510,1276011,NA,NA
1276493,1278155,NA,NA
1276626,1277384,FEM,NA
1277346,1278031,CHI,N
1280504,1281390,CHI,N
1280524,1281401,NA,NA
1283011,1285129,NA,NA
1283286,1285011,FEM,NA
1288170,1288885,CHI,N
1288200,1288904,NA,NA
1292924,1295011,FEM,NA
1292981,1295511,NA,NA
1294491,1295407,CHI,N
1296699,1296945,NA,NA
1297725,1299245,NA,NA
1297939,1299206,FEM,NA
1301198,1301323,NA,NA
1301508,1301761,NA,NA
1303012,1305096,NA,NA
1303243,1304468,CHI,N
1304216,1304908,OCH,NA
