segment_onset,segment_offset,speaker_type,vcm_type
3491,4298,NA,NA
6492,10382,NA,NA
6497,8011,FEM,NA
7012,8376,OCH,NA
9187,10208,CHI,N
12913,14992,NA,NA
12992,14511,FEM,NA
16511,18749,FEM,NA
16511,18993,NA,NA
21389,22056,NA,NA
22992,23979,NA,NA
24734,25512,MAL,NA
24818,25498,NA,NA
26992,28224,NA,NA
27194,27351,MAL,NA
27511,27747,OCH,NA
29012,32493,NA,NA
29106,29300,FEM,NA
30011,32493,FEM,NA
33154,34511,NA,NA
33468,34489,MAL,NA
42252,44063,NA,NA
42290,44011,FEM,NA
45510,47010,FEM,NA
45510,47020,NA,NA
48190,55401,NA,NA
48511,50706,FEM,NA
51219,52009,FEM,NA
51820,52011,OCH,NA
53011,54126,CHI,N
53992,55307,FEM,NA
62951,65182,NA,NA
63723,64437,FEM,NA
64493,65175,MAL,NA
66064,70111,NA,NA
66170,69348,FEM,NA
69512,69625,FEM,NA
69768,70011,FEM,NA
79770,81253,NA,NA
79819,81032,CHI,N
82065,82627,MAL,NA
82166,83032,NA,NA
82522,82956,FEM,NA
91493,92492,FEM,NA
91493,94512,NA,NA
92492,93511,CHI,N
93778,93992,FEM,NA
95933,96993,NA,NA
95992,96944,FEM,NA
103992,105433,FEM,NA
103992,105506,NA,NA
106512,109209,NA,NA
106800,109011,FEM,NA
111632,114816,NA,NA
111893,113474,CHI,C
113511,114805,MAL,NA
113537,114492,FEM,NA
115511,115921,OCH,NA
115545,116218,NA,NA
116679,117388,NA,NA
117116,117361,MAL,NA
117870,117975,MAL,NA
118010,118159,NA,NA
118722,122011,NA,NA
118847,118953,FEM,NA
119389,120516,CHI,N
120393,121137,FEM,NA
120947,121857,CHI,N
127011,128152,NA,NA
127018,128155,FEM,NA
139492,140511,NA,NA
139511,140289,MAL,NA
139816,140493,FEM,NA
150901,152371,FEM,NA
150992,152492,NA,NA
159538,162010,NA,NA
159695,162010,FEM,NA
166492,167985,OCH,NA
166492,168023,NA,NA
175208,178613,NA,NA
175593,175993,OCH,NA
175876,177545,FEM,NA
177992,178510,FEM,NA
179700,181320,NA,NA
179744,180794,FEM,NA
180330,180519,OCH,NA
181938,191837,NA,NA
182491,182980,FEM,NA
183693,185097,FEM,NA
184606,184717,CHI,N
186492,191570,FEM,NA
192318,195558,NA,NA
192441,193043,CHI,N
192976,195364,FEM,NA
195730,196012,NA,NA
203349,204993,FEM,NA
203364,205293,NA,NA
205809,210563,NA,NA
206992,209491,FEM,NA
207137,207274,MAL,NA
208958,210511,CHI,N
213388,216466,NA,NA
213416,216344,FEM,NA
221981,224438,NA,NA
222418,224166,CHI,N
225305,226798,CHI,N
225305,229492,NA,NA
227456,229491,FEM,NA
230153,231338,NA,NA
234107,235012,NA,NA
234416,235012,FEM,NA
237571,237991,FEM,NA
237585,237992,NA,NA
238815,239407,NA,NA
239875,243993,NA,NA
240492,242492,FEM,NA
241193,241321,MAL,NA
241512,242091,MAL,NA
242566,242971,CHI,N
242992,243856,FEM,NA
250012,250623,NA,NA
254991,263992,NA,NA
255012,257162,FEM,NA
257828,258886,CHI,N
258905,260117,FEM,NA
260471,261752,FEM,NA
262492,263751,FEM,NA
266242,267584,NA,NA
266318,267352,FEM,NA
268083,268657,NA,NA
268129,268512,CHI,N
271335,275993,NA,NA
271418,273193,FEM,NA
272044,273512,MAL,NA
274077,275511,FEM,NA
274992,275686,MAL,NA
277012,277863,NA,NA
277086,277356,OCH,NA
277337,277560,MAL,NA
280493,282246,NA,NA
280511,282226,FEM,NA
293397,294592,NA,NA
293492,294024,FEM,NA
294992,302088,NA,NA
295373,295992,OCH,NA
295491,296551,FEM,NA
297493,298480,OCH,NA
297655,298492,FEM,NA
299113,299226,OCH,NA
299984,300451,CHI,N
300011,301712,FEM,NA
306180,308011,NA,NA
306271,307493,FEM,NA
307012,307991,MAL,NA
311011,315871,NA,NA
311028,315706,FEM,NA
313181,314492,OCH,NA
316470,318772,NA,NA
316523,317844,CHI,N
317743,318418,FEM,NA
320993,323511,FEM,NA
320993,323992,NA,NA
322638,323990,MAL,NA
325028,326992,NA,NA
325041,326992,FEM,NA
331418,333011,NA,NA
331493,331692,FEM,NA
331992,332993,FEM,NA
341363,342011,OCH,NA
341371,350492,NA,NA
342993,344011,MAL,NA
343492,347010,FEM,NA
345983,346526,MAL,NA
346759,346908,MAL,NA
348157,350238,MAL,NA
348607,348850,FEM,NA
349088,349714,FEM,NA
355359,356012,NA,NA
356493,358601,NA,NA
356493,358918,OCH,NA
368493,370719,FEM,NA
368493,376829,NA,NA
370511,371323,CHI,N
370848,371010,FEM,NA
371993,372493,CHI,N
371993,372641,OCH,NA
372813,376795,FEM,NA
374492,375339,MAL,NA
377912,383381,NA,NA
377914,383172,FEM,NA
384060,387069,NA,NA
384510,386528,OCH,NA
388776,396010,NA,NA
388795,391655,FEM,NA
390992,391981,OCH,NA
392378,396011,FEM,NA
400057,400511,CHI,N
400074,403187,NA,NA
401402,403015,FEM,NA
404511,406528,NA,NA
404511,406539,FEM,NA
409511,426511,NA,NA
409577,414823,FEM,NA
414008,415493,OCH,NA
415010,415253,FEM,NA
415511,417845,FEM,NA
415938,421336,MAL,NA
417990,419492,FEM,NA
421369,422511,OCH,NA
422921,424551,FEM,NA
424992,426511,MAL,NA
425021,425492,FEM,NA
425707,426240,FEM,NA
428011,430011,NA,NA
428191,430010,FEM,NA
433510,436991,NA,NA
433985,437493,MAL,NA
433991,435101,FEM,NA
446924,449440,CHI,N
446963,451583,NA,NA
449992,450510,FEM,NA
450016,451045,CHI,N
454012,455313,NA,NA
461724,465663,OCH,NA
461830,465845,NA,NA
463015,463992,CHI,N
466558,468028,NA,NA
466671,467764,FEM,NA
470510,471840,NA,NA
470613,471713,FEM,NA
472912,474122,NA,NA
472988,473849,FEM,NA
473511,473847,CHI,N
474928,479088,NA,NA
474992,475510,CHI,N
475926,476922,CHI,N
476764,478492,MAL,NA
477846,479014,FEM,NA
479269,479492,NA,NA
479679,480899,NA,NA
479993,480511,FEM,NA
484491,485293,OCH,NA
484491,486285,NA,NA
484658,485244,CHI,N
490511,493429,NA,NA
491010,493248,FEM,NA
495254,497917,NA,NA
495391,495693,MAL,NA
