segment_onset,segment_offset,speaker_type,vcm_type
883,1497,OCH,NA
7366,8632,NA,NA
7388,8620,FEM,NA
33870,33971,FEM,NA
36372,38449,NA,NA
36374,37918,FEM,NA
40181,42491,NA,NA
40424,41499,OCH,NA
40492,41511,CHI,N
41546,42511,MAL,NA
50510,52295,NA,NA
51128,51688,OCH,NA
53435,55909,NA,NA
53492,54319,FEM,NA
54493,55811,CHI,N
62993,65195,FEM,NA
62993,65393,NA,NA
67993,69127,NA,NA
67993,69181,OCH,NA
73821,75073,NA,NA
73877,75011,FEM,NA
74552,74834,MAL,NA
89697,92149,NA,NA
90485,91992,FEM,NA
92062,94011,MAL,NA
92288,96659,NA,NA
94151,96446,FEM,NA
94395,94500,MAL,NA
95033,95203,CHI,N
96922,98012,NA,NA
97126,97494,FEM,NA
103493,104649,NA,NA
103493,104993,FEM,NA
104865,104993,NA,NA
114423,116011,NA,NA
114428,116011,CHI,C
120012,120159,NA,NA
120477,134492,NA,NA
120520,122326,CHI,N
122479,124202,CHI,N
124855,125054,FEM,NA
124910,126500,CHI,N
126326,127511,MAL,NA
127467,128684,CHI,N
128512,130486,MAL,NA
129511,129982,CHI,N
130472,132554,CHI,Y
132511,134934,MAL,NA
135842,142850,NA,NA
135859,137037,CHI,N
137734,138762,MAL,NA
138686,139710,CHI,N
138869,138977,MAL,NA
140171,140750,FEM,NA
141129,142751,CHI,C
143189,144725,NA,NA
143279,144621,CHI,C
146834,148029,NA,NA
147017,147802,CHI,N
147656,147983,OCH,NA
147680,147788,FEM,NA
150010,153110,NA,NA
150358,151011,CHI,N
150812,151180,FEM,NA
152226,153012,CHI,N
154978,156284,NA,NA
154992,156055,CHI,N
159492,161104,CHI,C
159492,161390,NA,NA
161830,166626,NA,NA
162010,166565,CHI,C
162052,163010,OCH,NA
169270,170677,CHI,N
169273,170704,NA,NA
172010,173510,NA,NA
172010,173598,CHI,N
179493,181493,NA,NA
179511,181369,CHI,N
179992,181080,OCH,NA
182132,195509,NA,NA
182166,192598,CHI,C
192780,192940,MAL,NA
193166,195461,CHI,C
193312,193462,MAL,NA
196238,202013,NA,NA
196482,201745,CHI,N
196493,196987,MAL,NA
198069,198395,MAL,NA
201511,201742,OCH,NA
202789,207138,NA,NA
202908,203949,CHI,N
203099,203491,OCH,NA
204491,207107,CHI,N
207929,224011,NA,NA
207974,224010,CHI,C
208511,209307,OCH,NA
209613,210492,OCH,NA
225492,227011,NA,NA
225799,227011,CHI,C
228992,231886,NA,NA
229011,231512,CHI,N
231010,231771,FEM,NA
239779,241011,MAL,NA
239993,240467,NA,NA
243852,249976,NA,NA
243960,249638,CHI,C
245012,245355,FEM,NA
254583,262963,NA,NA
254630,262833,CHI,C
270700,283510,NA,NA
270709,280115,CHI,N
275132,275235,OCH,NA
275785,275960,OCH,NA
276463,276576,OCH,NA
280562,283510,CHI,N
289501,290002,NA,NA
289504,290039,CHI,N
290248,291011,CHI,N
290321,290993,NA,NA
291392,293039,NA,NA
291409,292516,CHI,N
292013,293007,OCH,NA
295993,297755,CHI,N
295993,297858,NA,NA
301465,310613,NA,NA
301622,305660,CHI,C
302010,302803,OCH,NA
302915,303052,OCH,NA
305011,305769,FEM,NA
306511,309493,CHI,N
308888,309011,MAL,NA
311011,315323,NA,NA
311356,314993,CHI,N
314493,315048,MAL,NA
316185,321571,NA,NA
316243,317671,CHI,N
317512,319493,OCH,NA
318013,320512,CHI,N
320023,322824,MAL,NA
333830,335011,CHI,N
333882,334992,NA,NA
340043,343492,NA,NA
340396,340841,OCH,NA
340519,341710,CHI,N
341837,343465,CHI,N
343604,344854,NA,NA
343639,344738,CHI,N
