segment_onset,segment_offset,speaker_type,vcm_type
12493,14035,FEM,NA
12493,14074,NA,NA
19492,21991,NA,NA
19543,21912,FEM,NA
22670,24115,NA,NA
22682,24099,FEM,NA
27081,27241,NA,NA
33011,35993,FEM,NA
33011,35993,NA,NA
50806,51061,FEM,NA
50806,51214,NA,NA
63011,65225,CHI,N
63011,67746,NA,NA
65308,67684,FEM,NA
72255,73511,FEM,NA
72267,73511,NA,NA
77846,77966,NA,NA
89856,91992,NA,NA
89908,91992,FEM,NA
92139,93511,NA,NA
92288,93511,CHI,N
97291,98054,NA,NA
98631,98747,NA,NA
99011,99305,NA,NA
102013,102492,CHI,N
102021,102492,NA,NA
104492,107337,MAL,NA
104979,108492,NA,NA
106466,108378,FEM,NA
109313,120493,NA,NA
109402,111093,CHI,N
110217,110511,OCH,NA
111211,112404,CHI,N
112511,115493,FEM,NA
114492,114868,OCH,NA
116513,117952,CHI,C
117492,120023,FEM,NA
117958,120263,MAL,NA
120157,120265,FEM,NA
126141,138715,NA,NA
126320,128257,CHI,N
128002,128157,MAL,NA
128608,132103,MAL,NA
132248,134899,FEM,NA
134266,136492,OCH,NA
135511,136102,CHI,N
136942,137511,MAL,NA
137206,137355,CHI,N
137825,138610,FEM,NA
139011,141991,NA,NA
139502,140655,CHI,N
139772,140184,OCH,NA
142611,143627,MAL,NA
143011,143127,NA,NA
143903,144011,MAL,NA
144011,145623,NA,NA
144806,145511,CHI,N
146568,150491,FEM,NA
146591,156757,NA,NA
149263,149977,MAL,NA
150010,151368,CHI,C
151735,156639,FEM,NA
154840,156085,MAL,NA
160198,163011,NA,NA
160512,162540,CHI,C
167010,167849,NA,NA
167493,167739,CHI,N
168461,169511,CHI,C
168463,169992,NA,NA
170817,173561,NA,NA
171327,173502,FEM,NA
174494,181374,NA,NA
174518,176179,CHI,N
176140,176775,FEM,NA
177091,178649,CHI,N
179434,180566,FEM,NA
182400,184493,FEM,NA
182436,185803,NA,NA
183905,186009,MAL,NA
191950,193492,NA,NA
191992,193011,CHI,N
193894,197527,NA,NA
194419,196512,FEM,NA
195321,195532,MAL,NA
196406,197511,CHI,N
201511,207993,NA,NA
202004,204015,FEM,NA
202368,202491,CHI,N
203136,205662,MAL,NA
205811,205958,MAL,NA
205991,207793,FEM,NA
208992,213012,MAL,NA
209469,212780,NA,NA
214491,216992,NA,NA
214567,216511,MAL,NA
214981,216643,FEM,NA
225511,231480,NA,NA
225548,227992,CHI,C
227904,228473,FEM,NA
228511,230327,CHI,N
230484,231331,FEM,NA
230723,230898,CHI,N
232875,236088,NA,NA
233334,233953,FEM,NA
233498,235511,CHI,C
235246,236010,FEM,NA
237011,238214,NA,NA
237013,238157,CHI,C
239640,240043,NA,NA
242011,244011,NA,NA
242109,244011,FEM,NA
246491,248492,FEM,NA
246491,248511,NA,NA
253420,257851,NA,NA
253449,254823,CHI,N
254512,254912,MAL,NA
255012,255179,CHI,N
255142,255336,MAL,NA
255542,257451,MAL,NA
257992,262898,NA,NA
258010,262786,FEM,NA
260128,260233,CHI,N
264310,264830,NA,NA
266492,270493,NA,NA
266768,268815,FEM,NA
266993,268061,MAL,NA
268981,270419,CHI,C
271249,272493,NA,NA
271370,272219,FEM,NA
280672,284125,NA,NA
281225,282788,CHI,N
281505,283510,OCH,NA
283510,284158,MAL,NA
285400,286019,NA,NA
285422,286080,FEM,NA
293510,294011,NA,NA
304493,306742,MAL,NA
304511,306992,NA,NA
305083,305640,FEM,NA
305878,305993,FEM,NA
306283,306511,FEM,NA
308375,314146,NA,NA
308492,309552,FEM,NA
309493,311012,MAL,NA
310736,310942,FEM,NA
312010,312180,CHI,N
312512,312720,CHI,N
314781,320492,NA,NA
315843,317323,FEM,NA
317507,317838,OCH,NA
318738,320095,CHI,N
320659,326992,NA,NA
321052,322353,FEM,NA
321550,321979,CHI,N
322306,324010,CHI,N
322329,323991,OCH,NA
325193,325492,FEM,NA
325202,326560,OCH,NA
326228,326512,CHI,N
337746,340792,NA,NA
337805,340011,FEM,NA
340232,340492,FEM,NA
342529,343768,NA,NA
342701,343641,CHI,N
344820,346025,FEM,NA
344846,346458,NA,NA
360489,360953,NA,NA
376716,376873,MAL,NA
379655,381456,MAL,NA
380391,381155,NA,NA
382202,400197,NA,NA
382511,384990,MAL,NA
382701,382846,FEM,NA
384991,387305,FEM,NA
386697,388493,OCH,NA
387296,388010,CHI,N
388010,391469,MAL,NA
390493,394011,FEM,NA
391593,391694,MAL,NA
391811,392707,MAL,NA
393535,395511,CHI,N
395511,400184,FEM,NA
403188,414133,NA,NA
403336,403511,CHI,N
404511,411647,CHI,N
404587,405011,OCH,NA
407012,407790,FEM,NA
409274,409834,OCH,NA
411492,412410,FEM,NA
412992,413711,MAL,NA
414642,416083,NA,NA
415069,415828,CHI,N
416455,417117,NA,NA
417219,422511,NA,NA
417393,418492,CHI,N
417513,418023,OCH,NA
418141,418397,OCH,NA
418615,419229,CHI,Y
418709,418903,OCH,NA
419011,422448,FEM,NA
428993,433779,NA,NA
429302,430492,CHI,C
430491,431011,FEM,NA
431992,434132,MAL,NA
434992,438991,NA,NA
435011,438000,OCH,NA
436992,438511,FEM,NA
452010,454028,NA,NA
452375,453909,FEM,NA
452491,453041,MAL,NA
475666,477510,NA,NA
475681,477492,CHI,C
479110,479297,NA,NA
499456,499594,NA,NA
501952,502838,NA,NA
501992,502535,CHI,N
501992,502691,OCH,NA
515957,518011,MAL,NA
516157,517544,NA,NA
530493,535493,NA,NA
530511,532457,FEM,NA
533993,534244,CHI,N
535651,543071,NA,NA
536149,536299,CHI,N
536814,537676,CHI,N
538318,540272,CHI,Y
538993,541511,OCH,NA
541681,542005,OCH,NA
541883,542877,CHI,N
543512,550493,NA,NA
543773,543893,CHI,N
544334,544749,CHI,N
544426,544920,OCH,NA
545540,546880,CHI,Y
545940,546991,OCH,NA
547511,549855,FEM,NA
561553,562491,MAL,NA
561770,562011,NA,NA
578220,579992,MAL,NA
578284,579492,NA,NA
606219,606362,NA,NA
617099,618292,NA,NA
617151,618275,CHI,N
628012,629431,NA,NA
628045,629284,CHI,N
671784,673720,NA,NA
671814,673512,CHI,N
685353,686492,MAL,NA
694131,694511,NA,NA
743357,743992,NA,NA
744110,744790,MAL,NA
745011,745126,MAL,NA
745411,747991,MAL,NA
745511,749958,NA,NA
747497,749816,FEM,NA
750148,751834,NA,NA
750254,750991,FEM,NA
751034,751344,MAL,NA
751511,752377,MAL,NA
752066,752377,NA,NA
753362,756992,NA,NA
753859,755074,CHI,N
754942,755342,MAL,NA
760784,764512,NA,NA
760992,762492,CHI,N
761196,761383,FEM,NA
762446,763273,FEM,NA
762632,764220,MAL,NA
770696,775492,MAL,NA
771350,773375,NA,NA
774387,774881,NA,NA
776275,777142,MAL,NA
776512,776672,NA,NA
779492,781795,NA,NA
779507,781524,CHI,C
782441,786992,NA,NA
782612,783511,OCH,NA
782892,783510,CHI,N
783493,787378,MAL,NA
792511,792612,NA,NA
792990,794991,NA,NA
793012,795920,MAL,NA
793118,794006,FEM,NA
797997,800208,NA,NA
798204,800028,MAL,NA
801512,804291,MAL,NA
802487,804282,NA,NA
804620,804772,NA,NA
805405,805992,NA,NA
805493,805979,OCH,NA
808529,817458,NA,NA
808611,810010,FEM,NA
810992,813300,CHI,C
813011,813180,FEM,NA
813491,813628,FEM,NA
814408,815802,CHI,C
814447,816011,FEM,NA
817730,820438,NA,NA
817865,818591,CHI,N
818993,820755,MAL,NA
821397,828491,NA,NA
821529,828286,CHI,C
821986,823106,OCH,NA
834011,837194,NA,NA
834113,836636,CHI,N
839887,857511,NA,NA
839926,845010,CHI,Y
844936,846030,MAL,NA
845988,855622,CHI,C
856511,857481,CHI,N
861011,866992,NA,NA
861013,866624,CHI,N
865985,866410,OCH,NA
867081,867486,MAL,NA
867151,867342,NA,NA
870492,874685,MAL,NA
870510,872228,NA,NA
873141,874511,NA,NA
883497,885201,MAL,NA
883992,884687,NA,NA
901093,903693,MAL,NA
901493,903589,NA,NA
903852,903975,NA,NA
903852,904009,MAL,NA
