segment_onset,segment_offset,speaker_type,vcm_type
1991,4011,NA,NA
2012,3546,FEM,NA
6726,11491,NA,NA
6767,11014,FEM,NA
8011,9034,OCH,NA
11657,11779,NA,NA
11882,11992,NA,NA
12832,13510,NA,NA
16534,17572,NA,NA
16991,17431,FEM,NA
23492,26869,FEM,NA
23492,27674,NA,NA
26376,26693,MAL,NA
28011,34202,NA,NA
28195,33497,FEM,NA
32493,33625,MAL,NA
43011,44992,NA,NA
47203,47510,MAL,NA
49511,51011,MAL,NA
50024,51242,NA,NA
52115,54992,NA,NA
52169,54763,FEM,NA
63327,65492,NA,NA
63345,64528,FEM,NA
72174,72442,NA,NA
73302,75354,MAL,NA
73992,74832,NA,NA
78616,78736,MAL,NA
78975,80511,MAL,NA
79512,80072,NA,NA
101540,103025,NA,NA
101771,102198,FEM,NA
103457,104891,NA,NA
103493,104818,FEM,NA
105678,132992,NA,NA
105796,106491,FEM,NA
106012,107011,OCH,NA
107492,108511,CHI,C
108705,110117,FEM,NA
109758,109991,CHI,N
109794,111913,OCH,NA
110492,114991,FEM,NA
111993,112366,CHI,N
113282,113400,OCH,NA
114154,114491,OCH,NA
114737,124506,OCH,NA
116012,116167,CHI,N
116368,117455,CHI,C
119657,124497,CHI,Y
121483,122011,FEM,NA
124374,125360,FEM,NA
124745,124966,OCH,NA
125366,126578,CHI,C
126475,132974,FEM,NA
127366,128066,CHI,C
137820,138821,NA,NA
137951,138785,FEM,NA
140461,141511,FEM,NA
140476,141870,NA,NA
142621,169555,NA,NA
142633,145493,OCH,NA
145545,147079,FEM,NA
147452,148201,OCH,NA
148244,151729,FEM,NA
152069,158058,FEM,NA
152511,152725,OCH,NA
156561,157042,OCH,NA
157164,157493,OCH,NA
158492,161492,FEM,NA
160993,165423,OCH,NA
161750,162619,CHI,N
164606,164814,CHI,N
165107,167010,FEM,NA
167078,169012,OCH,NA
168011,169191,CHI,N
170313,175409,NA,NA
170500,175011,OCH,NA
170616,171696,CHI,N
171857,172039,CHI,N
173011,173492,FEM,NA
174511,174992,FEM,NA
176276,181011,NA,NA
176362,177010,FEM,NA
176492,177992,OCH,NA
177604,178211,FEM,NA
