segment_onset,segment_offset,speaker_type,vcm_type
1536,2803,NA,NA
29086,29312,MAL,NA
29413,34788,MAL,NA
29626,41022,NA,NA
34992,35130,CHI,N
36102,38132,MAL,NA
36330,36511,CHI,N
36869,36992,CHI,N
37039,37655,FEM,NA
37834,39214,FEM,NA
38629,40104,CHI,Y
39354,39492,FEM,NA
50492,51258,MAL,NA
72012,84491,MAL,NA
72512,81511,NA,NA
82721,94328,NA,NA
84491,91641,FEM,NA
86358,89458,MAL,NA
91511,94192,MAL,NA
95521,96640,MAL,NA
95997,100978,NA,NA
97615,106528,MAL,NA
98248,98493,FEM,NA
101928,109991,NA,NA
106302,107176,FEM,NA
107163,108511,MAL,NA
108737,109991,CHI,N
112992,117012,MAL,NA
113240,116512,NA,NA
117511,119511,MAL,NA
117992,119381,NA,NA
122992,129511,NA,NA
123142,125511,MAL,NA
123145,123953,FEM,NA
125251,127740,FEM,NA
126542,128984,MAL,NA
130685,133512,MAL,NA
131011,135274,NA,NA
133010,134957,CHI,N
136011,137106,MAL,NA
136242,140992,NA,NA
137579,139493,CHI,N
139097,141490,MAL,NA
142175,145992,MAL,NA
142992,145491,NA,NA
146492,147491,MAL,NA
148319,149490,MAL,NA
153483,153996,MAL,NA
155005,159347,MAL,NA
155518,157578,NA,NA
162992,166473,MAL,NA
163620,165562,NA,NA
167010,169011,MAL,NA
167511,168372,NA,NA
172014,174491,MAL,NA
173197,173842,NA,NA
175510,179710,MAL,NA
176011,179511,NA,NA
181511,184511,MAL,NA
182056,185045,NA,NA
184493,184937,OCH,NA
185510,186877,NA,NA
186985,187127,NA,NA
187577,189421,NA,NA
188038,188296,OCH,NA
188558,189299,MAL,NA
193588,196985,MAL,NA
194419,204512,NA,NA
197063,198266,CHI,N
198011,205989,MAL,NA
201511,201789,FEM,NA
201992,202718,FEM,NA
208011,212021,NA,NA
208302,209053,MAL,NA
208492,208875,CHI,N
209010,209977,OCH,NA
209068,210011,CHI,N
209993,211167,MAL,NA
210877,212011,CHI,C
213492,215991,MAL,NA
214010,224422,NA,NA
215992,221608,CHI,N
218314,218489,MAL,NA
220848,221010,FEM,NA
222011,227011,MAL,NA
225850,228083,NA,NA
226933,228047,CHI,N
230511,236351,MAL,NA
230992,236011,NA,NA
239510,242991,MAL,NA
239510,248992,NA,NA
243012,243532,CHI,N
243513,245492,MAL,NA
