segment_onset,segment_offset,speaker_type,vcm_type
12493,15993,FEM,NA
12493,15993,NA,NA
21581,27511,NA,NA
22012,23224,FEM,NA
23510,27493,FEM,NA
27780,28450,NA,NA
29975,30618,NA,NA
30314,30493,FEM,NA
32177,35127,NA,NA
32493,32645,FEM,NA
32771,35041,FEM,NA
36283,36492,NA,NA
36992,39403,NA,NA
38003,38273,OCH,NA
38011,38615,FEM,NA
51011,53510,NA,NA
51492,51860,OCH,NA
52199,53387,FEM,NA
56795,60256,NA,NA
56992,58104,FEM,NA
57837,59901,OCH,NA
61265,62993,OCH,NA
61317,62981,NA,NA
70156,72432,NA,NA
70219,72261,FEM,NA
72996,76201,NA,NA
73082,73416,OCH,NA
73708,75954,MAL,NA
81493,82651,NA,NA
81511,82510,FEM,NA
85992,86581,NA,NA
86014,86151,FEM,NA
88992,92011,FEM,NA
88992,92630,NA,NA
91493,91719,MAL,NA
115012,120513,NA,NA
115120,116462,FEM,NA
117008,120511,FEM,NA
123263,125661,NA,NA
123301,125012,FEM,NA
126993,127616,FEM,NA
126993,127744,NA,NA
128636,130226,NA,NA
128942,130108,FEM,NA
130515,132228,NA,NA
130749,131505,CHI,N
131534,132126,MAL,NA
131694,132091,FEM,NA
132617,133667,NA,NA
132646,133677,FEM,NA
138724,138952,NA,NA
138726,138962,FEM,NA
139339,143492,NA,NA
140338,143409,FEM,NA
140387,141411,MAL,NA
144175,145695,NA,NA
144253,145698,FEM,NA
146993,151688,NA,NA
147012,149192,FEM,NA
148298,148419,MAL,NA
150120,150555,FEM,NA
150488,151364,MAL,NA
153974,154497,NA,NA
156450,160011,FEM,NA
156453,160010,NA,NA
158114,158473,MAL,NA
180444,182550,NA,NA
180993,182515,FEM,NA
186425,194685,NA,NA
186455,188991,FEM,NA
187076,187489,MAL,NA
189363,191489,MAL,NA
191992,194010,FEM,NA
194992,196990,MAL,NA
195011,196628,NA,NA
201511,204047,NA,NA
201617,203964,FEM,NA
203011,204020,MAL,NA
204209,204364,MAL,NA
208779,211742,NA,NA
209010,210510,FEM,NA
210011,211511,CHI,N
212907,215534,NA,NA
212993,214993,FEM,NA
214085,215511,CHI,N
217483,218246,NA,NA
217495,217758,FEM,NA
217866,217991,FEM,NA
228493,228834,NA,NA
228634,228794,FEM,NA
230347,231444,NA,NA
230798,230904,MAL,NA
232941,233511,NA,NA
236491,238241,NA,NA
236640,238012,FEM,NA
236645,237011,OCH,NA
253992,254196,NA,NA
253992,254201,MAL,NA
254325,254990,MAL,NA
254330,254646,NA,NA
254858,254969,NA,NA
258213,260678,NA,NA
258508,260528,FEM,NA
261993,263011,OCH,NA
262011,263084,NA,NA
264992,267493,NA,NA
265012,267363,FEM,NA
267789,267991,NA,NA
274129,274463,MAL,NA
274249,276640,NA,NA
275366,276492,FEM,NA
290100,290311,MAL,NA
290729,291429,MAL,NA
290972,291438,NA,NA
296992,297993,NA,NA
297169,297495,CHI,N
300220,301168,NA,NA
300503,300840,OCH,NA
313511,313854,NA,NA
319052,321475,NA,NA
319376,319562,FEM,NA
319992,321227,MAL,NA
322512,324993,NA,NA
322593,324011,FEM,NA
323992,324684,CHI,N
326135,328099,NA,NA
326283,327937,FEM,NA
329010,331555,FEM,NA
329010,331590,NA,NA
337012,337189,OCH,NA
351493,352992,NA,NA
351619,352549,FEM,NA
351935,352441,OCH,NA
353238,354007,NA,NA
355013,355703,NA,NA
368329,369439,NA,NA
368498,369099,OCH,NA
372590,374011,NA,NA
372740,373793,FEM,NA
379492,380616,FEM,NA
379492,380623,NA,NA
383493,385342,FEM,NA
383493,385594,NA,NA
385903,389099,NA,NA
385980,388992,FEM,NA
389367,394360,NA,NA
389647,392492,FEM,NA
392545,393993,OCH,NA
393053,393205,CHI,N
406686,407029,NA,NA
406696,407012,FEM,NA
413492,414314,NA,NA
413512,414086,FEM,NA
416492,419415,NA,NA
417131,419181,MAL,NA
420285,423847,NA,NA
420512,423158,FEM,NA
423325,423772,FEM,NA
426492,427844,MAL,NA
426831,428505,NA,NA
427901,428065,FEM,NA
429511,431111,NA,NA
429972,431011,FEM,NA
433200,434494,FEM,NA
433271,434493,NA,NA
437834,437993,NA,NA
438119,440159,NA,NA
438252,440162,MAL,NA
438666,438801,FEM,NA
441561,444492,NA,NA
441610,444492,FEM,NA
448013,451493,NA,NA
448109,451292,FEM,NA
477424,478998,FEM,NA
477438,479011,NA,NA
480811,483258,NA,NA
480824,483251,MAL,NA
480992,481319,FEM,NA
481513,481906,FEM,NA
482659,482858,FEM,NA
489491,491511,FEM,NA
489491,491673,NA,NA
492306,494520,NA,NA
492487,494525,FEM,NA
492564,492991,OCH,NA
497460,501132,NA,NA
497492,500697,FEM,NA
499993,500312,OCH,NA
501841,509492,NA,NA
501992,502991,FEM,NA
502013,503702,MAL,NA
503179,509492,FEM,NA
512011,513010,NA,NA
515012,516225,NA,NA
515148,515971,FEM,NA
515211,516011,OCH,NA
522011,524566,NA,NA
522219,523493,CHI,N
523010,524510,FEM,NA
529511,545011,NA,NA
529895,531167,FEM,NA
531377,533993,FEM,NA
533512,534430,CHI,N
534511,534941,MAL,NA
535012,535658,FEM,NA
535255,537847,MAL,NA
536232,537212,FEM,NA
537992,540871,FEM,NA
541163,544722,CHI,N
548512,558730,NA,NA
548571,553517,FEM,NA
553492,554191,CHI,N
554207,556434,FEM,NA
554916,555139,CHI,N
555834,557503,CHI,Y
557012,557280,OCH,NA
557459,558492,OCH,NA
557992,558510,CHI,N
560842,569678,NA,NA
560900,565512,FEM,NA
564931,567010,CHI,C
568024,569371,FEM,NA
568085,568492,OCH,NA
568775,568991,OCH,NA
569012,569383,CHI,N
572785,574920,NA,NA
572786,574939,FEM,NA
577410,579764,NA,NA
577717,578954,CHI,N
577992,579492,FEM,NA
580544,593992,NA,NA
581992,583924,FEM,NA
584157,590900,FEM,NA
591543,591872,CHI,N
592491,593492,FEM,NA
593487,593764,OCH,NA
598492,600991,NA,NA
598625,600218,OCH,NA
598642,599493,CHI,N
602512,604512,FEM,NA
602512,604900,NA,NA
605509,606992,NA,NA
605637,606992,FEM,NA
616020,617314,NA,NA
625492,631859,FEM,NA
625492,634491,NA,NA
632008,634492,FEM,NA
634699,640620,NA,NA
634839,637877,FEM,NA
634976,635511,CHI,N
638402,639993,OCH,NA
638449,639011,CHI,N
639011,640012,FEM,NA
641491,643059,NA,NA
641513,643012,OCH,NA
641993,642874,CHI,N
645302,646510,NA,NA
645492,645608,FEM,NA
645735,646010,FEM,NA
648138,649064,OCH,NA
648338,651011,NA,NA
649011,650992,FEM,NA
653493,658993,NA,NA
653619,654512,CHI,N
653992,654296,OCH,NA
654448,654919,OCH,NA
654750,658711,FEM,NA
660035,667951,NA,NA
660526,660651,OCH,NA
661191,661834,OCH,NA
661993,663993,FEM,NA
664310,665493,OCH,NA
665823,666670,OCH,NA
665987,667511,FEM,NA
666930,667079,OCH,NA
669511,673492,NA,NA
669992,670493,OCH,NA
669992,671212,CHI,N
671485,673328,CHI,N
673964,674492,NA,NA
675010,679936,NA,NA
675375,679492,FEM,NA
680123,693993,NA,NA
681814,686991,FEM,NA
683588,684872,MAL,NA
687012,687820,CHI,N
687069,687523,OCH,NA
687729,688706,FEM,NA
687759,688761,MAL,NA
689511,693011,FEM,NA
691711,693879,MAL,NA
695088,695523,NA,NA
697670,714162,NA,NA
697775,698992,MAL,NA
698011,698492,FEM,NA
700826,701511,CHI,N
701286,703024,FEM,NA
702235,702692,MAL,NA
703492,704646,CHI,N
705400,708149,FEM,NA
708345,714081,FEM,NA
708492,709035,OCH,NA
722108,727680,NA,NA
722373,722491,OCH,NA
722935,723401,FEM,NA
723242,724438,CHI,N
723308,723494,OCH,NA
724511,725510,OCH,NA
724754,724918,CHI,N
725968,727492,FEM,NA
729386,730255,NA,NA
729493,730011,FEM,NA
734511,734992,OCH,NA
737492,740295,NA,NA
737738,738011,FEM,NA
738779,740011,OCH,NA
742510,742729,NA,NA
742993,754316,NA,NA
743096,747691,FEM,NA
743163,743406,MAL,NA
745678,745992,CHI,N
747890,754151,FEM,NA
755511,757960,FEM,NA
755511,763414,NA,NA
758168,760488,MAL,NA
759237,759372,FEM,NA
759476,759687,FEM,NA
760011,762991,FEM,NA
762605,762730,MAL,NA
762998,763113,MAL,NA
764002,765501,MAL,NA
764191,768420,NA,NA
765352,766511,CHI,N
765992,767457,FEM,NA
769510,770840,NA,NA
769669,770427,MAL,NA
769799,769993,FEM,NA
780992,781540,OCH,NA
781010,783992,NA,NA
781714,783980,FEM,NA
800113,805246,NA,NA
800194,803010,OCH,NA
803010,805224,FEM,NA
812492,813557,NA,NA
812541,812752,MAL,NA
812614,813507,FEM,NA
818870,819611,NA,NA
820010,831379,NA,NA
821024,824510,FEM,NA
821991,822185,OCH,NA
823314,826193,OCH,NA
826492,829011,FEM,NA
830145,831196,FEM,NA
833812,839015,FEM,NA
833814,842159,NA,NA
834511,834803,CHI,N
839859,840251,MAL,NA
840184,840287,OCH,NA
840491,841510,OCH,NA
842191,843797,MAL,NA
842360,846906,NA,NA
843991,844511,FEM,NA
844682,846511,OCH,NA
844811,846541,CHI,N
851992,852993,OCH,NA
852167,856492,NA,NA
853011,856486,FEM,NA
858511,859493,NA,NA
858710,859012,CHI,N
865949,870510,NA,NA
865991,868490,FEM,NA
869086,869753,CHI,N
869746,869992,FEM,NA
869992,870211,OCH,NA
871283,876528,NA,NA
871493,876512,FEM,NA
880745,885645,NA,NA
880991,882738,FEM,NA
882176,883183,OCH,NA
882959,883087,FEM,NA
883929,885510,FEM,NA
883992,884714,OCH,NA
884839,885011,OCH,NA
896481,901562,NA,NA
897492,897673,FEM,NA
898471,900013,MAL,NA
899492,901530,FEM,NA
909011,918512,NA,NA
909053,910830,FEM,NA
911515,913999,CHI,N
912011,912789,OCH,NA
912980,913512,OCH,NA
914181,914726,FEM,NA
914335,914465,OCH,NA
914995,915717,OCH,NA
915950,917011,FEM,NA
916790,917041,MAL,NA
917825,918169,OCH,NA
917992,918203,CHI,C
920320,921765,NA,NA
920334,921564,OCH,NA
922511,931813,NA,NA
922713,924492,FEM,NA
923969,924354,MAL,NA
924666,925532,OCH,NA
925511,928992,FEM,NA
925678,926640,OCH,NA
929492,931011,FEM,NA
929757,931286,MAL,NA
940749,940992,NA,NA
944992,946011,NA,NA
957493,958993,NA,NA
957511,958750,FEM,NA
962160,962346,NA,NA
963338,966011,NA,NA
964011,965994,FEM,NA
968809,969199,FEM,NA
968816,969013,NA,NA
971492,971992,FEM,NA
971492,972037,NA,NA
998511,1001017,NA,NA
998769,1000922,OCH,NA
1001759,1001875,OCH,NA
1029760,1034512,NA,NA
1029993,1034635,FEM,NA
1050965,1053511,NA,NA
1050992,1053491,FEM,NA
1065403,1067013,NA,NA
1079011,1081367,NA,NA
1079170,1079511,CHI,N
1080039,1080511,OCH,NA
1080726,1081003,OCH,NA
1083142,1083993,NA,NA
1088492,1088662,NA,NA
1094992,1095336,NA,NA
1100918,1101510,NA,NA
1123478,1134000,NA,NA
1123492,1125115,OCH,NA
1123590,1124513,CHI,N
1125011,1127011,FEM,NA
1126992,1128492,CHI,C
1127645,1128023,OCH,NA
1128511,1132492,FEM,NA
1132360,1133511,OCH,NA
1133548,1134107,MAL,NA
1136992,1139231,NA,NA
1137881,1138772,FEM,NA
1139992,1140834,NA,NA
1142991,1145492,NA,NA
1143011,1144493,FEM,NA
1143755,1144595,OCH,NA
1147989,1148313,MAL,NA
1166726,1167011,OCH,NA
1177497,1177808,NA,NA
1177497,1178371,MAL,NA
