segment_onset,segment_offset,speaker_type,vcm_type
10,1460,NA,NA
434,1384,FEM,NA
2992,4011,NA,NA
3367,3873,MAL,NA
18291,20864,MAL,NA
18510,22992,NA,NA
20974,21472,MAL,NA
21966,22653,CHI,N
25858,28492,NA,NA
25993,28011,FEM,NA
35492,37512,FEM,NA
35492,38011,NA,NA
59511,61256,NA,NA
62130,63510,NA,NA
62382,63113,OCH,NA
74707,74850,NA,NA
75210,75492,NA,NA
77468,78113,NA,NA
116993,118422,CHI,N
116993,120005,NA,NA
119870,119981,FEM,NA
120992,122511,FEM,NA
120992,123032,NA,NA
122349,122816,MAL,NA
122776,122946,FEM,NA
127725,127863,MAL,NA
129511,131816,NA,NA
130012,131993,FEM,NA
130123,130511,MAL,NA
134992,135893,MAL,NA
135493,135636,NA,NA
147992,148729,NA,NA
148055,148230,OCH,NA
177491,180269,NA,NA
177503,178492,CHI,N
178359,179633,MAL,NA
179493,180144,NA,J
181462,184380,MAL,NA
181492,184016,NA,NA
185190,186974,NA,NA
185191,186582,FEM,NA
199619,202510,MAL,NA
200067,201992,NA,NA
233012,235012,MAL,NA
234012,234510,NA,NA
267492,270511,OCH,NA
269011,270717,NA,NA
291511,296492,NA,NA
291693,296194,CHI,Y
293208,293488,OCH,NA
294297,294511,OCH,NA
304130,306477,NA,NA
304555,306249,CHI,N
310331,310802,NA,NA
316475,316814,MAL,NA
317233,317353,MAL,NA
327598,330511,OCH,NA
328123,328346,NA,NA
328463,332491,NA,NA
330696,332405,FEM,NA
337269,338082,FEM,NA
337271,338152,NA,NA
347782,349152,OCH,NA
347811,349036,NA,NA
349993,350749,OCH,NA
350107,350298,NA,NA
351368,352488,OCH,NA
351533,352417,NA,NA
362649,362823,NA,NA
363012,364092,NA,NA
363516,364016,MAL,NA
369534,370379,OCH,NA
377590,377747,OCH,NA
384048,384288,NA,NA
393456,395078,OCH,NA
393512,395012,NA,NA
395206,395493,OCH,NA
395351,395493,NA,NA
398338,405890,OCH,NA
398356,400253,NA,NA
400582,400783,NA,NA
401510,406215,NA,NA
403267,403714,CHI,N
403824,403979,CHI,N
404489,406036,CHI,N
406964,410913,NA,NA
406995,410512,OCH,NA
407050,407992,CHI,C
409511,410699,CHI,N
412995,414492,NA,NA
413011,414511,OCH,NA
413092,413492,CHI,N
420068,423084,NA,NA
421755,422511,CHI,N
421858,424676,OCH,NA
423293,424322,NA,NA
424492,425140,NA,NA
424813,425490,OCH,NA
425250,425679,NA,NA
426313,436060,NA,NA
426605,433195,OCH,NA
432540,432842,CHI,N
433615,437115,OCH,NA
433728,433991,CHI,N
436170,436344,NA,NA
438357,440789,OCH,NA
438468,442030,NA,NA
440979,441848,OCH,NA
449493,452792,CHI,N
449493,453992,NA,NA
451492,458718,OCH,NA
454354,459089,NA,NA
457512,459011,CHI,N
460920,461715,NA,NA
462915,464246,NA,NA
463008,463992,OCH,NA
463492,464010,FEM,NA
465384,467993,NA,NA
465433,467527,OCH,NA
466899,467520,CHI,N
468794,473094,NA,NA
468880,468991,FEM,NA
469010,473492,OCH,NA
478492,479542,OCH,NA
478511,479512,NA,NA
481459,485011,OCH,NA
481548,487491,NA,NA
485398,485511,OCH,NA
485904,486992,FEM,NA
487991,488106,NA,NA
490688,492991,NA,NA
490992,491589,OCH,NA
491010,491511,CHI,N
492033,492511,CHI,N
492062,492167,OCH,NA
500182,503493,OCH,NA
500396,503000,NA,NA
503233,509308,NA,NA
503717,503842,OCH,NA
504510,504675,FEM,NA
505106,505271,FEM,NA
505374,505646,FEM,NA
505977,507288,OCH,NA
505992,507511,CHI,N
507857,509273,OCH,NA
510492,510902,OCH,NA
511010,513624,OCH,NA
511496,513010,NA,NA
514991,515555,OCH,NA
516660,518305,NA,NA
517025,517492,OCH,NA
518781,519733,NA,NA
520877,526010,NA,NA
522425,523382,CHI,N
523236,523876,FEM,NA
523960,525492,OCH,NA
524011,525876,CHI,N
553409,554011,NA,NA
562992,564013,OCH,NA
563007,563993,NA,NA
564320,565314,OCH,NA
564492,564992,NA,NA
565132,565336,NA,NA
565512,566415,OCH,NA
565512,566622,NA,NA
592478,593620,NA,NA
592584,593305,OCH,NA
596982,598357,NA,NA
597024,597296,OCH,NA
597508,598011,CHI,N
612510,612694,NA,NA
612510,612753,FEM,NA
612890,615511,FEM,NA
612983,615492,NA,NA
649011,649635,NA,NA
649050,649511,CHI,N
655565,655673,MAL,NA
658511,660570,NA,NA
658817,660511,FEM,NA
661206,663444,MAL,NA
661217,663169,NA,NA
662514,662632,FEM,NA
676499,676605,NA,NA
677012,686617,NA,NA
677255,678149,MAL,NA
677273,680493,FEM,NA
680415,682011,MAL,NA
682511,686544,FEM,NA
704816,705616,OCH,NA
704816,707108,NA,NA
706340,707174,CHI,N
713991,717148,NA,NA
714012,716012,FEM,NA
716356,716825,CHI,N
717982,719121,NA,NA
718284,718824,CHI,N
718492,718642,OCH,NA
723927,724992,NA,NA
723992,724993,CHI,N
735510,736511,NA,NA
743492,743959,NA,NA
743523,743754,CHI,N
744900,746493,NA,NA
744992,746195,FEM,NA
754356,755451,OCH,NA
754608,755356,NA,NA
756010,756779,NA,NA
794492,796011,FEM,NA
794510,798339,NA,NA
795493,796580,MAL,NA
796492,797531,CHI,Y
797288,798260,MAL,NA
801492,801981,NA,NA
806406,808512,FEM,NA
806409,809511,NA,NA
807670,809989,MAL,NA
808797,809072,FEM,NA
