segment_onset,segment_offset,speaker_type,vcm_type
23011,25492,NA,NA
23131,24992,FEM,NA
25186,25328,CHI,N
25993,27547,NA,NA
26939,27572,CHI,N
30491,33010,NA,NA
30618,31676,FEM,NA
30628,31426,MAL,NA
32373,32667,MAL,NA
35011,35993,NA,NA
35215,35551,FEM,NA
38404,39511,NA,NA
38438,39511,FEM,NA
47512,48992,NA,NA
47599,48991,FEM,NA
57513,59065,NA,NA
57886,58580,FEM,NA
59709,62492,NA,NA
59864,62279,FEM,NA
61511,61914,MAL,NA
67421,68511,NA,NA
67492,68511,CHI,N
72492,80469,NA,NA
72748,75040,CHI,N
72782,73514,OCH,NA
74993,76993,FEM,NA
77051,78293,OCH,NA
77188,77492,CHI,N
77777,77993,FEM,NA
78989,79512,FEM,NA
80121,80226,FEM,NA
87205,88525,CHI,N
87213,88644,NA,NA
91437,92026,NA,NA
93511,97458,NA,NA
93925,95553,CHI,N
96419,97285,CHI,N
100963,102288,CHI,N
100965,102313,NA,NA
110008,111778,NA,NA
110415,111011,OCH,NA
110795,111009,CHI,N
112511,116937,CHI,Y
112511,117604,NA,NA
116512,117511,FEM,NA
123992,125492,CHI,N
123992,125492,NA,NA
131664,131922,NA,NA
133490,134202,NA,NA
133512,133983,CHI,N
134511,134616,NA,NA
134992,137555,CHI,N
134992,138532,NA,NA
138812,139688,NA,NA
138817,139759,CHI,N
140316,140748,NA,NA
140511,140710,CHI,N
141011,142801,CHI,N
141011,148012,NA,NA
142876,144373,FEM,NA
143794,145984,CHI,C
146991,148015,CHI,N
150010,151613,NA,NA
150491,151330,FEM,NA
150582,150800,MAL,NA
152908,153785,NA,NA
152969,153511,FEM,NA
171242,174489,MAL,NA
171492,174352,NA,NA
177491,178200,NA,NA
194996,198248,NA,NA
195036,195510,OCH,NA
195492,198146,CHI,C
206493,209993,NA,NA
206503,209512,FEM,NA
216511,218511,NA,NA
216768,217438,OCH,NA
223511,226010,NA,NA
224011,224186,FEM,NA
224983,225992,FEM,NA
232288,234301,NA,NA
232379,233849,OCH,NA
232399,233012,CHI,N
233187,233492,CHI,N
237992,239200,FEM,NA
237992,241190,NA,NA
239153,241011,OCH,NA
239198,239370,CHI,N
243484,243597,NA,NA
245492,246110,CHI,N
245492,246110,NA,NA
246954,249153,NA,NA
246993,247737,MAL,NA
247511,249074,FEM,NA
257992,260010,OCH,NA
258054,263638,NA,NA
259991,261645,CHI,N
260140,260508,OCH,NA
261834,262011,CHI,N
261993,263512,FEM,NA
262011,262625,OCH,NA
266159,266422,NA,NA
269992,271691,NA,NA
270093,271082,CHI,N
270194,271016,OCH,NA
276656,277831,MAL,NA
276796,278019,NA,NA
278235,278878,NA,NA
294344,296664,NA,NA
294565,295512,CHI,N
294670,294893,OCH,NA
295103,295375,OCH,NA
295584,295820,FEM,NA
296846,298010,NA,NA
296992,297945,CHI,N
298868,299492,NA,NA
299012,299262,OCH,NA
302469,303492,CHI,C
302488,303492,NA,NA
332213,332522,MAL,NA
346408,346874,NA,NA
386807,388737,CHI,N
386893,389244,NA,NA
410403,411147,NA,NA
410430,411010,FEM,NA
420491,421991,OCH,NA
420927,421992,NA,NA
429511,431004,FEM,NA
429511,432010,NA,NA
450866,453969,NA,NA
451001,453053,OCH,NA
451492,453041,CHI,N
452871,453077,MAL,NA
453303,453492,OCH,NA
469511,470949,NA,NA
470011,470338,MAL,NA
471422,472364,MAL,NA
471543,472010,NA,NA
478362,480333,NA,NA
478369,480338,CHI,N
480511,480822,NA,NA
480511,480830,CHI,N
481012,482753,CHI,C
481012,482931,NA,NA
488860,488992,NA,NA
494492,495992,NA,NA
494512,495891,OCH,NA
497627,498084,NA,NA
499809,501162,NA,NA
500050,500511,FEM,NA
512298,513511,NA,NA
524011,526995,NA,NA
524041,526992,FEM,NA
534450,543080,NA,NA
534492,537940,OCH,NA
538569,539992,FEM,NA
540305,541991,CHI,N
540469,542158,OCH,NA
542766,543011,FEM,NA
543584,543927,NA,NA
544362,550229,NA,NA
544492,545992,FEM,NA
544674,545319,MAL,NA
545810,548011,OCH,NA
547992,550010,FEM,NA
555012,556529,OCH,NA
555145,556546,NA,NA
565905,568011,OCH,NA
565908,568610,NA,NA
567511,567712,FEM,NA
568193,568306,OCH,NA
570670,570852,NA,NA
570986,571453,NA,NA
572511,573510,NA,NA
614095,614512,NA,NA
673512,680512,NA,NA
673653,674510,OCH,NA
674079,677736,FEM,NA
678011,680493,FEM,NA
680699,681465,NA,NA
680945,681205,OCH,NA
683993,685276,CHI,N
683993,688558,NA,NA
684990,686510,FEM,NA
711995,713871,NA,NA
712009,713754,CHI,N
714773,718168,NA,NA
715753,718011,OCH,NA
715856,716251,CHI,N
716394,716497,CHI,N
721283,722468,NA,NA
721288,722442,FEM,NA
724370,726552,NA,NA
724442,726511,FEM,NA
725011,726469,OCH,NA
730387,731511,OCH,NA
730492,731493,NA,NA
739682,740138,NA,NA
742492,743012,NA,NA
753992,756549,NA,NA
754491,756010,FEM,NA
759512,759768,NA,NA
760555,763648,NA,NA
761677,762256,MAL,NA
762011,762566,FEM,NA
762991,763551,OCH,NA
766493,768243,OCH,NA
766577,766977,NA,NA
768395,769510,OCH,NA
771080,778588,NA,NA
771992,773011,CHI,Y
773791,773926,OCH,NA
774510,775165,MAL,NA
775435,775565,MAL,NA
775960,778012,CHI,N
776491,778511,OCH,NA
781512,788993,NA,NA
781667,788064,CHI,Y
788240,788493,FEM,NA
795012,798011,NA,NA
797011,798135,OCH,NA
801395,802019,MAL,NA
